record_id,benchmark_id,data_origin,particle,material,material_density_g_cm3,source_definition,source_proton_MeV,beam_nominal_MV,geometry_id,source_normalization_id,additional_iron_collimator_cm,energy_MeV,energy_lower_MeV,energy_upper_MeV,penetration_mfp,shield_thickness_cm,depth_cm,off_axis_cm,observable,value,unit,uncertainty_abs,uncertainty_percent,detector_or_score,quality_flag,quality_note,provenance,source_file
N001_JAERI_TIARA_43MEV_TRANS_000253,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,21.0,22.0,,100.0,,0.0,lethargy_flux,2.38,n cm-2 lethargy-1 uC-1,0.34985999999999995,14.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000254,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,20.0,21.0,,100.0,,0.0,lethargy_flux,2.17,n cm-2 lethargy-1 uC-1,0.12369,5.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000255,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,19.0,20.0,,100.0,,0.0,lethargy_flux,2.03,n cm-2 lethargy-1 uC-1,0.26187,12.9,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000256,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,18.0,19.0,,100.0,,0.0,lethargy_flux,1.93,n cm-2 lethargy-1 uC-1,0.41109,21.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000257,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,17.0,18.0,,100.0,,0.0,lethargy_flux,1.85,n cm-2 lethargy-1 uC-1,0.3922,21.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000258,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,16.0,17.0,,100.0,,0.0,lethargy_flux,1.75,n cm-2 lethargy-1 uC-1,0.2205,12.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000259,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,15.0,16.0,,100.0,,0.0,lethargy_flux,1.65,n cm-2 lethargy-1 uC-1,0.09405,5.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000260,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,14.0,15.0,,100.0,,0.0,lethargy_flux,1.55,n cm-2 lethargy-1 uC-1,0.1116,7.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000261,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,13.0,14.0,,100.0,,0.0,lethargy_flux,1.46,n cm-2 lethargy-1 uC-1,0.07446,5.1,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000262,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,12.0,13.0,,100.0,,0.0,lethargy_flux,1.39,n cm-2 lethargy-1 uC-1,0.18486999999999998,13.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000263,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,11.0,12.0,,100.0,,0.0,lethargy_flux,1.33,n cm-2 lethargy-1 uC-1,0.26866,20.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000264,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,10.0,11.0,,100.0,,0.0,lethargy_flux,1.3,n cm-2 lethargy-1 uC-1,0.2652,20.4,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000265,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,9.0,10.0,,100.0,,0.0,lethargy_flux,1.31,n cm-2 lethargy-1 uC-1,0.21222000000000002,16.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000266,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,8.0,9.0,,100.0,,0.0,lethargy_flux,1.38,n cm-2 lethargy-1 uC-1,0.11315999999999998,8.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000267,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,7.0,8.0,,100.0,,0.0,lethargy_flux,1.44,n cm-2 lethargy-1 uC-1,0.16416,11.4,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000268,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,6.0,7.0,,100.0,,0.0,lethargy_flux,1.52,n cm-2 lethargy-1 uC-1,0.34503999999999996,22.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000269,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,5.0,6.0,,100.0,,0.0,lethargy_flux,1.66,n cm-2 lethargy-1 uC-1,0.27058,16.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000270,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T100_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,4.0,5.0,,100.0,,0.0,lethargy_flux,1.57,n cm-2 lethargy-1 uC-1,0.43175,27.5,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000271,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,43.0,44.0,,150.0,,0.0,lethargy_flux,0.203,n cm-2 lethargy-1 uC-1,0.023751,11.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000272,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,42.0,43.0,,150.0,,0.0,lethargy_flux,0.391,n cm-2 lethargy-1 uC-1,0.034408,8.8,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000273,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,41.0,42.0,,150.0,,0.0,lethargy_flux,0.625,n cm-2 lethargy-1 uC-1,0.045,7.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000274,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,40.0,41.0,,150.0,,0.0,lethargy_flux,0.816,n cm-2 lethargy-1 uC-1,0.047327999999999995,5.8,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000275,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,39.0,40.0,,150.0,,0.0,lethargy_flux,0.865,n cm-2 lethargy-1 uC-1,0.042385,4.9,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000276,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,38.0,39.0,,150.0,,0.0,lethargy_flux,0.747,n cm-2 lethargy-1 uC-1,0.06125399999999999,8.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000277,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,37.0,38.0,,150.0,,0.0,lethargy_flux,0.54,n cm-2 lethargy-1 uC-1,0.08424,15.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000278,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,36.0,37.0,,150.0,,0.0,lethargy_flux,0.357,n cm-2 lethargy-1 uC-1,0.075684,21.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000279,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,35.0,36.0,,150.0,,0.0,lethargy_flux,0.251,n cm-2 lethargy-1 uC-1,0.039407,15.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000280,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,34.0,35.0,,150.0,,0.0,lethargy_flux,0.211,n cm-2 lethargy-1 uC-1,0.014769999999999998,7.0,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000281,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,33.0,34.0,,150.0,,0.0,lethargy_flux,0.2,n cm-2 lethargy-1 uC-1,0.0274,13.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000282,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,32.0,33.0,,150.0,,0.0,lethargy_flux,0.193,n cm-2 lethargy-1 uC-1,0.031459,16.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000283,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,31.0,32.0,,150.0,,0.0,lethargy_flux,0.185,n cm-2 lethargy-1 uC-1,0.02886,15.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000284,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,30.0,31.0,,150.0,,0.0,lethargy_flux,0.174,n cm-2 lethargy-1 uC-1,0.025056,14.4,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000285,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,29.0,30.0,,150.0,,0.0,lethargy_flux,0.163,n cm-2 lethargy-1 uC-1,0.022494,13.8,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000286,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,28.0,29.0,,150.0,,0.0,lethargy_flux,0.153,n cm-2 lethargy-1 uC-1,0.022338,14.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000287,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,27.0,28.0,,150.0,,0.0,lethargy_flux,0.146,n cm-2 lethargy-1 uC-1,0.024089999999999997,16.5,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000288,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,26.0,27.0,,150.0,,0.0,lethargy_flux,0.141,n cm-2 lethargy-1 uC-1,0.026789999999999998,19.0,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000289,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,25.0,26.0,,150.0,,0.0,lethargy_flux,0.136,n cm-2 lethargy-1 uC-1,0.028968000000000004,21.3,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000290,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,24.0,25.0,,150.0,,0.0,lethargy_flux,0.129,n cm-2 lethargy-1 uC-1,0.029154000000000003,22.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000291,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,23.0,24.0,,150.0,,0.0,lethargy_flux,0.118,n cm-2 lethargy-1 uC-1,0.026195999999999997,22.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000292,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,22.0,23.0,,150.0,,0.0,lethargy_flux,0.105,n cm-2 lethargy-1 uC-1,0.02037,19.4,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000293,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,21.0,22.0,,150.0,,0.0,lethargy_flux,0.0881,n cm-2 lethargy-1 uC-1,0.0120697,13.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000294,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,20.0,21.0,,150.0,,0.0,lethargy_flux,0.0713,n cm-2 lethargy-1 uC-1,0.0047058,6.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000295,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,19.0,20.0,,150.0,,0.0,lethargy_flux,0.0571,n cm-2 lethargy-1 uC-1,0.0073088,12.8,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000296,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,18.0,19.0,,150.0,,0.0,lethargy_flux,0.0481,n cm-2 lethargy-1 uC-1,0.0107744,22.4,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000297,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,17.0,18.0,,150.0,,0.0,lethargy_flux,0.0453,n cm-2 lethargy-1 uC-1,0.010147199999999999,22.4,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000298,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,16.0,17.0,,150.0,,0.0,lethargy_flux,0.0467,n cm-2 lethargy-1 uC-1,0.0068182,14.6,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000299,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,15.0,16.0,,150.0,,0.0,lethargy_flux,0.0487,n cm-2 lethargy-1 uC-1,0.003993399999999999,8.2,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
N001_JAERI_TIARA_43MEV_TRANS_000300,N001_JAERI_TIARA_43MEV,external_reference,neutron,JAERI/TIARA experimental concrete,2.31,measured 43-MeV p-7Li source,43.0,,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,,14.0,15.0,,150.0,,0.0,lethargy_flux,0.0483,n cm-2 lethargy-1 uC-1,0.0032361,6.7,BC501A unfolded neutron spectrum,OK,,JAERI-Data/Code 97-020 Tables 10-15,jaeri_tiara_bc501a_transmission_spectra_phase1_verified.csv
