record_id,benchmark_id,data_origin,particle,material,material_density_g_cm3,source_definition,source_proton_MeV,beam_nominal_MV,geometry_id,source_normalization_id,additional_iron_collimator_cm,energy_MeV,energy_lower_MeV,energy_upper_MeV,penetration_mfp,shield_thickness_cm,depth_cm,off_axis_cm,observable,value,unit,uncertainty_abs,uncertainty_percent,detector_or_score,quality_flag,quality_note,provenance,source_file
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0000,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.001,,,,,,,mu_over_rho,3466.0,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0000,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.001,,,,,,,mu_en_over_rho,3456.0,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0001,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.00103542,,,,,,,mu_over_rho,3164.0,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0001,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.00103542,,,,,,,mu_en_over_rho,3156.0,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0002,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0010721,,,,,,,mu_over_rho,2889.0,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0002,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0010721,,,,,,,mu_en_over_rho,2880.0,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0003,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0010721,,,,,,,mu_over_rho,2978.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0003,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0010721,,,,,,,mu_en_over_rho,2968.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0004,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.00118283,,,,,,,mu_over_rho,2302.0,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0004,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.00118283,,,,,,,mu_en_over_rho,2295.0,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0005,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.001305,,,,,,,mu_over_rho,1775.0,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0005,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.001305,,,,,,,mu_en_over_rho,1769.0,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0006,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.001305,,,,,,,mu_over_rho,1781.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0006,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.001305,,,,,,,mu_en_over_rho,1775.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0007,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0015,,,,,,,mu_over_rho,1227.0,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0007,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0015,,,,,,,mu_en_over_rho,1223.0,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0008,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0015596,,,,,,,mu_over_rho,1104.0,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0008,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0015596,,,,,,,mu_en_over_rho,1100.0,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0009,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0015596,,,,,,,mu_over_rho,1176.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0009,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0015596,,,,,,,mu_en_over_rho,1169.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0010,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0016935,,,,,,,mu_over_rho,941.9,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0010,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0016935,,,,,,,mu_en_over_rho,936.5,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0011,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0018389,,,,,,,mu_over_rho,752.5,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0011,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0018389,,,,,,,mu_en_over_rho,748.2,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0012,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0018389,,,,,,,mu_over_rho,1631.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0012,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0018389,,,,,,,mu_en_over_rho,1587.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0013,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.002,,,,,,,mu_over_rho,1368.0,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0013,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.002,,,,,,,mu_en_over_rho,1333.0,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0014,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.003,,,,,,,mu_over_rho,464.6,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0014,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.003,,,,,,,mu_en_over_rho,455.2,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0015,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0036074,,,,,,,mu_over_rho,280.4,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0015,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0036074,,,,,,,mu_en_over_rho,275.1,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0016,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0036074,,,,,,,mu_over_rho,291.1,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0016,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0036074,,,,,,,mu_en_over_rho,284.4,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0017,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.004,,,,,,,mu_over_rho,218.8,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0017,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.004,,,,,,,mu_en_over_rho,213.9,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0018,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0040381,,,,,,,mu_over_rho,213.1,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0018,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0040381,,,,,,,mu_en_over_rho,208.4,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0019,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0040381,,,,,,,mu_over_rho,252.0,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0019,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.0040381,,,,,,,mu_en_over_rho,241.5,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0020,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.005,,,,,,,mu_over_rho,140.1,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0020,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.005,,,,,,,mu_en_over_rho,134.8,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0021,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.006,,,,,,,mu_over_rho,84.01,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0021,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.006,,,,,,,mu_en_over_rho,80.94,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0022,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.007112,,,,,,,mu_over_rho,51.87,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0022,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.007112,,,,,,,mu_en_over_rho,49.95,cm2/g,,,NIST coefficient; edge_side=pre_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0023,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.007112,,,,,,,mu_over_rho,54.15,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0023,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.007112,,,,,,,mu_en_over_rho,51.53,cm2/g,,,NIST coefficient; edge_side=post_edge,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0024,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.008,,,,,,,mu_over_rho,38.78,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0024,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.008,,,,,,,mu_en_over_rho,36.89,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0025,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.01,,,,,,,mu_over_rho,20.45,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0025,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.01,,,,,,,mu_en_over_rho,19.37,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0026,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.015,,,,,,,mu_over_rho,6.351,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0026,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.015,,,,,,,mu_en_over_rho,5.855,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0027,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.02,,,,,,,mu_over_rho,2.806,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0027,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.02,,,,,,,mu_en_over_rho,2.462,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_OVER_RHO_0028,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.03,,,,,,,mu_over_rho,0.9601,cm2/g,,,NIST coefficient; edge_side=none,OK,,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
P001_NIST_ORDINARY_CONCRETE_MU_EN_OVER_RHO_0028,P001_NIST_ORDINARY_CONCRETE,external_reference,photon,NIST ordinary concrete,2.3,monoenergetic photon,,,P001_INFINITE_MEDIUM_COEFFICIENT,NOT_APPLICABLE,,0.03,,,,,,,mu_en_over_rho,0.7157,cm2/g,,,NIST coefficient; edge_side=none,OK,mu_en/rho is reference-only in current Geant4 baseline,NIST X-Ray Mass Attenuation Coefficients,nist_ordinary_concrete_attenuation.csv
