file,stem,path,source_dir,channel,embedding_dimension,status,error,n_samples_original,n_samples_used,state_dim,subsample_step,dt_used,steps_used,elapsed_sec,dataset_id,sample_id,observable,ordered_coordinate,source_file,Exp1,Exp2,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10
10dembedded_V__macroscopic_removal_cross_section.npy,10dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/10dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.014395475387573242,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,118.31806703098304,76.3829814872219,50.88575553729498,22.90489391844263,1.7153272876472387,-9.239057226996241,-29.134258325944057,-62.661041398394765,-118.47906009511152,-187.36070924271237
10dembedded_V__transmission.npy,10dembedded_V__transmission,embeddings_4to10/10dembedded_V__transmission.npy,embeddings_4to10,V__transmission,10,ok,,5991,2996,10,2,0.004603362395251549,150,0.013938188552856445,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,116.06620886816741,83.51817546934237,45.286579341081456,28.652933581739454,9.195399294024732,-4.777839528614433,-25.859030804249937,-74.52309772819805,-106.49043942660687,-181.5227293277589
4dembedded_A__macroscopic_removal_cross_section.npy,4dembedded_A__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_A__macroscopic_removal_cross_section.npy,embeddings_4to10,A__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012829303741455078,N003,A,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,101.13849484610253,39.52937060063565,-57.60835230585395,-248.58130005199558,,,,,,
4dembedded_A__transmission.npy,4dembedded_A__transmission,embeddings_4to10/4dembedded_A__transmission.npy,embeddings_4to10,A__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.013062715530395508,N003,A,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,103.56719353313623,24.934753052747123,-48.718010288761256,-234.12058993454022,,,,,,
4dembedded_B__macroscopic_removal_cross_section.npy,4dembedded_B__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_B__macroscopic_removal_cross_section.npy,embeddings_4to10,B__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.015727996826171875,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,104.76456523410373,42.251510601020655,-67.86647497101188,-263.4563417803756,,,,,,
4dembedded_B__transmission.npy,4dembedded_B__transmission,embeddings_4to10/4dembedded_B__transmission.npy,embeddings_4to10,B__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.013173580169677734,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,92.66058601358552,36.41910464129403,-56.134448537064436,-233.2336650914872,,,,,,
4dembedded_C__macroscopic_removal_cross_section.npy,4dembedded_C__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_C__macroscopic_removal_cross_section.npy,embeddings_4to10,C__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012410402297973633,N003,C,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,107.7861014755089,9.407981525281144,-53.71335814844876,-241.74259308335223,,,,,,
4dembedded_C__transmission.npy,4dembedded_C__transmission,embeddings_4to10/4dembedded_C__transmission.npy,embeddings_4to10,C__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012092351913452148,N003,C,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,110.63885270502644,11.914560367907624,-58.660903135124464,-239.72294111901874,,,,,,
4dembedded_D__macroscopic_removal_cross_section.npy,4dembedded_D__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_D__macroscopic_removal_cross_section.npy,embeddings_4to10,D__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012528657913208008,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,94.81432841226058,20.796939876011905,-61.605463913763515,-193.77882582250103,,,,,,
4dembedded_D__transmission.npy,4dembedded_D__transmission,embeddings_4to10/4dembedded_D__transmission.npy,embeddings_4to10,D__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012847661972045898,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,97.56408143007177,27.25239374729291,-60.760386223358104,-194.57269138239928,,,,,,
4dembedded_R__macroscopic_removal_cross_section.npy,4dembedded_R__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_R__macroscopic_removal_cross_section.npy,embeddings_4to10,R__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012726783752441406,N003,R,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,108.01083092534121,50.36563560086162,-58.16755161179503,-188.8607232384579,,,,,,
4dembedded_R__transmission.npy,4dembedded_R__transmission,embeddings_4to10/4dembedded_R__transmission.npy,embeddings_4to10,R__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.01245570182800293,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,124.17855688327943,23.216930440775027,-32.45574768249773,-206.12812808941123,,,,,,
4dembedded_S__macroscopic_removal_cross_section.npy,4dembedded_S__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_S__macroscopic_removal_cross_section.npy,embeddings_4to10,S__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.01197361946105957,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,105.97722077307337,33.20214814704216,-51.86794925569413,-210.0008735094845,,,,,,
4dembedded_S__transmission.npy,4dembedded_S__transmission,embeddings_4to10/4dembedded_S__transmission.npy,embeddings_4to10,S__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012258529663085938,N003,S,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,109.2984603817889,49.131709394658486,-67.4439716790289,-206.34879035234664,,,,,,
4dembedded_T__macroscopic_removal_cross_section.npy,4dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.013095617294311523,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,119.9230981316363,19.71963495172343,-67.43890286997095,-200.9800593322671,,,,,,
4dembedded_T__transmission.npy,4dembedded_T__transmission,embeddings_4to10/4dembedded_T__transmission.npy,embeddings_4to10,T__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.01341557502746582,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,118.91131334242075,36.60240409385554,-70.41618652299455,-191.62950911074822,,,,,,
4dembedded_U__macroscopic_removal_cross_section.npy,4dembedded_U__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_U__macroscopic_removal_cross_section.npy,embeddings_4to10,U__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012433290481567383,N003,U,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,118.80421157520811,43.773969211546415,-64.10660348809704,-221.15935350565863,,,,,,
4dembedded_U__transmission.npy,4dembedded_U__transmission,embeddings_4to10/4dembedded_U__transmission.npy,embeddings_4to10,U__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012414693832397461,N003,U,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,113.77370001222248,23.789986185960796,-48.288057204887814,-216.6540888676789,,,,,,
4dembedded_V__macroscopic_removal_cross_section.npy,4dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/4dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.012528657913208008,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,99.45685564040734,53.73521922047249,-45.08459453537639,-196.65661052376888,,,,,,
4dembedded_V__transmission.npy,4dembedded_V__transmission,embeddings_4to10/4dembedded_V__transmission.npy,embeddings_4to10,V__transmission,4,ok,,5997,2999,4,2,0.004603362395251549,150,0.013060569763183594,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,102.9693737610393,54.523605283271756,-43.655901776492534,-217.22689399044728,,,,,,
5dembedded_A__macroscopic_removal_cross_section.npy,5dembedded_A__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_A__macroscopic_removal_cross_section.npy,embeddings_4to10,A__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012438297271728516,N003,A,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,106.14752944962729,32.70054067428352,-25.659727626266687,-93.02547379628243,-239.55246405926573,,,,,
5dembedded_A__transmission.npy,5dembedded_A__transmission,embeddings_4to10/5dembedded_A__transmission.npy,embeddings_4to10,A__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012842178344726562,N003,A,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,106.50957146447237,24.822527350322673,-25.486961532212327,-87.95832258469487,-243.48427078498793,,,,,
5dembedded_B__macroscopic_removal_cross_section.npy,5dembedded_B__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_B__macroscopic_removal_cross_section.npy,embeddings_4to10,B__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012553930282592773,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,84.15692455597456,30.936237421515802,-11.242996038734303,-87.70756722828855,-245.00753541543097,,,,,
5dembedded_B__transmission.npy,5dembedded_B__transmission,embeddings_4to10/5dembedded_B__transmission.npy,embeddings_4to10,B__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012365102767944336,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,77.56236073863904,38.192099573027285,-0.9936228111540174,-106.72235401678736,-253.5586046713776,,,,,
5dembedded_C__macroscopic_removal_cross_section.npy,5dembedded_C__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_C__macroscopic_removal_cross_section.npy,embeddings_4to10,C__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012642860412597656,N003,C,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,90.32598088626621,38.23323315740959,-13.494840928261139,-102.39112834651895,-228.29089830265897,,,,,
5dembedded_C__transmission.npy,5dembedded_C__transmission,embeddings_4to10/5dembedded_C__transmission.npy,embeddings_4to10,C__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012599706649780273,N003,C,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,88.30286541958436,37.27056458229135,-19.33399054963313,-102.78023924683178,-221.86079930151013,,,,,
5dembedded_D__macroscopic_removal_cross_section.npy,5dembedded_D__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_D__macroscopic_removal_cross_section.npy,embeddings_4to10,D__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012964725494384766,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,97.34287123678226,55.564768012690124,-30.08854237468763,-96.2795503007763,-205.25417706564838,,,,,
5dembedded_D__transmission.npy,5dembedded_D__transmission,embeddings_4to10/5dembedded_D__transmission.npy,embeddings_4to10,D__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012395143508911133,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,93.5215015777672,63.107044598017566,-23.79659876256398,-97.1342950836153,-209.0167018699039,,,,,
5dembedded_R__macroscopic_removal_cross_section.npy,5dembedded_R__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_R__macroscopic_removal_cross_section.npy,embeddings_4to10,R__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012413740158081055,N003,R,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,96.90422008690474,38.83256368418277,-16.305760349846114,-92.376292267957,-227.43609840461676,,,,,
5dembedded_R__transmission.npy,5dembedded_R__transmission,embeddings_4to10/5dembedded_R__transmission.npy,embeddings_4to10,R__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012603998184204102,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,97.60351953873798,34.24220111789143,-35.508344291868106,-75.7190015771055,-215.4715186081676,,,,,
5dembedded_S__macroscopic_removal_cross_section.npy,5dembedded_S__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_S__macroscopic_removal_cross_section.npy,embeddings_4to10,S__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.01298975944519043,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,100.88257483396322,50.271771563596,0.3677394052021375,-93.57353671023759,-257.46686253723806,,,,,
5dembedded_S__transmission.npy,5dembedded_S__transmission,embeddings_4to10/5dembedded_S__transmission.npy,embeddings_4to10,S__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.01361703872680664,N003,S,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,101.22908709692287,47.53267382659282,-2.9253858369576062,-86.05533071508053,-239.05374338352948,,,,,
5dembedded_T__macroscopic_removal_cross_section.npy,5dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012145042419433594,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,99.95280583387861,37.62022279344664,-5.248537619008025,-84.64300290101347,-229.1542887885362,,,,,
5dembedded_T__transmission.npy,5dembedded_T__transmission,embeddings_4to10/5dembedded_T__transmission.npy,embeddings_4to10,T__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.01263737678527832,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,98.74819107844812,49.16825534243874,-16.424885388213163,-83.62433221481916,-237.7575751751294,,,,,
5dembedded_U__macroscopic_removal_cross_section.npy,5dembedded_U__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_U__macroscopic_removal_cross_section.npy,embeddings_4to10,U__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.013437509536743164,N003,U,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,92.42259626730838,32.34104594612174,-16.98771912260212,-84.91450234163707,-214.29351492018853,,,,,
5dembedded_U__transmission.npy,5dembedded_U__transmission,embeddings_4to10/5dembedded_U__transmission.npy,embeddings_4to10,U__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012428760528564453,N003,U,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,83.13690821865792,34.56105743602031,-9.446038821339016,-86.31849371752556,-246.10853076995267,,,,,
5dembedded_V__macroscopic_removal_cross_section.npy,5dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/5dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012773275375366211,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,88.3410603517519,26.552082132423532,-11.867584191885884,-78.88292808333871,-226.97764332704716,,,,,
5dembedded_V__transmission.npy,5dembedded_V__transmission,embeddings_4to10/5dembedded_V__transmission.npy,embeddings_4to10,V__transmission,5,ok,,5996,2998,5,2,0.004603362395251549,150,0.012883901596069336,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,86.02781570552874,37.908328379347196,-4.285484493714153,-90.61753460574764,-211.09231657456115,,,,,
6dembedded_A__macroscopic_removal_cross_section.npy,6dembedded_A__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_A__macroscopic_removal_cross_section.npy,embeddings_4to10,A__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.01265716552734375,N003,A,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,74.1108978197466,32.847829014994495,17.308403538412236,-35.73330724166198,-119.85361218100228,-254.9630584071152,,,,
6dembedded_A__transmission.npy,6dembedded_A__transmission,embeddings_4to10/6dembedded_A__transmission.npy,embeddings_4to10,A__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.013771772384643555,N003,A,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,77.5787528508033,45.882949100970094,9.923342611420107,-46.910972447260676,-107.05111495691438,-243.24203354275554,,,,
6dembedded_B__macroscopic_removal_cross_section.npy,6dembedded_B__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_B__macroscopic_removal_cross_section.npy,embeddings_4to10,B__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012746572494506836,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,71.94651167821685,56.59153758959475,-3.9989915771373488,-43.940177170969136,-85.83737179870228,-224.82285867944884,,,,
6dembedded_B__transmission.npy,6dembedded_B__transmission,embeddings_4to10/6dembedded_B__transmission.npy,embeddings_4to10,B__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012484550476074219,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,79.7191634045462,47.75766371733042,5.3125331690985975,-49.90538386118615,-92.64352114686142,-221.35800272169436,,,,
6dembedded_C__macroscopic_removal_cross_section.npy,6dembedded_C__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_C__macroscopic_removal_cross_section.npy,embeddings_4to10,C__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.01256704330444336,N003,C,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,79.9755681245111,47.4235601837649,11.266486378320641,-38.962000795512964,-107.04165362588985,-238.00125406288885,,,,
6dembedded_C__transmission.npy,6dembedded_C__transmission,embeddings_4to10/6dembedded_C__transmission.npy,embeddings_4to10,C__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012472867965698242,N003,C,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,81.57527469841989,45.501518165830596,5.611637810518729,-36.40293964668985,-96.29716140023186,-230.51914341028026,,,,
6dembedded_D__macroscopic_removal_cross_section.npy,6dembedded_D__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_D__macroscopic_removal_cross_section.npy,embeddings_4to10,D__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.01242828369140625,N003,D,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,75.89266196380645,43.25605197114354,3.9637790189394773,-39.31002017935935,-101.91751983854535,-256.1313563939974,,,,
6dembedded_D__transmission.npy,6dembedded_D__transmission,embeddings_4to10/6dembedded_D__transmission.npy,embeddings_4to10,D__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012514352798461914,N003,D,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,81.74795821979937,40.16655063658078,-2.85196320677133,-32.07933991557454,-112.12976738097717,-226.60646068708945,,,,
6dembedded_R__macroscopic_removal_cross_section.npy,6dembedded_R__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_R__macroscopic_removal_cross_section.npy,embeddings_4to10,R__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012594461441040039,N003,R,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,70.89237729033874,32.198630628112,6.525341644053784,-36.0981206704852,-80.55237236335374,-231.49000484382748,,,,
6dembedded_R__transmission.npy,6dembedded_R__transmission,embeddings_4to10/6dembedded_R__transmission.npy,embeddings_4to10,R__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012892007827758789,N003,R,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,75.47974084964846,34.4779247104775,-0.8326319721456549,-44.22698249571011,-83.71547139982074,-223.51411149187888,,,,
6dembedded_S__macroscopic_removal_cross_section.npy,6dembedded_S__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_S__macroscopic_removal_cross_section.npy,embeddings_4to10,S__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.013020753860473633,N003,S,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,95.69259919332325,53.382959737395254,3.951412611473218,-35.030547518512066,-115.6107034827341,-222.74087227620134,,,,
6dembedded_S__transmission.npy,6dembedded_S__transmission,embeddings_4to10/6dembedded_S__transmission.npy,embeddings_4to10,S__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.013381242752075195,N003,S,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,99.13236501312502,50.575598206027955,-10.246402364576207,-43.65954103192609,-110.81907114938426,-239.12445160781843,,,,
6dembedded_T__macroscopic_removal_cross_section.npy,6dembedded_T__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_T__macroscopic_removal_cross_section.npy,embeddings_4to10,T__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012393951416015625,N003,T,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,99.6543333558829,55.35425040268474,21.85056632470434,-43.621191928098746,-117.1760544150628,-245.77699629753096,,,,
6dembedded_T__transmission.npy,6dembedded_T__transmission,embeddings_4to10/6dembedded_T__transmission.npy,embeddings_4to10,T__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012511491775512695,N003,T,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,83.6142428191367,63.35183222478458,24.95429208607863,-42.60544908994542,-111.82760393004851,-216.04343341616195,,,,
6dembedded_U__macroscopic_removal_cross_section.npy,6dembedded_U__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_U__macroscopic_removal_cross_section.npy,embeddings_4to10,U__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012456178665161133,N003,U,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,66.11208780876753,44.504134482809825,10.35922623956478,-38.35742980841056,-100.04872564357426,-232.35223625274025,,,,
6dembedded_U__transmission.npy,6dembedded_U__transmission,embeddings_4to10/6dembedded_U__transmission.npy,embeddings_4to10,U__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.012716293334960938,N003,U,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,80.03672948012968,39.776398400246634,5.128305145134186,-32.87492931113282,-97.05997430068193,-253.27238777176697,,,,
6dembedded_V__macroscopic_removal_cross_section.npy,6dembedded_V__macroscopic_removal_cross_section,embeddings_4to10/6dembedded_V__macroscopic_removal_cross_section.npy,embeddings_4to10,V__macroscopic_removal_cross_section,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.01232147216796875,N003,V,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,88.54820465255172,40.07654036893651,4.186746845120213,-40.58483798757055,-102.51171909921503,-230.69931273488638,,,,
6dembedded_V__transmission.npy,6dembedded_V__transmission,embeddings_4to10/6dembedded_V__transmission.npy,embeddings_4to10,V__transmission,6,ok,,5995,2998,6,2,0.004603362395251549,150,0.0123291015625,N003,V,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,92.38402531996165,35.852093605018304,11.20485819420155,-45.122854713207154,-98.43934175283869,-228.53315466325662,,,,
7dembedded_A__macroscopic_removal_cross_section.npy,7dembedded_A__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_A__macroscopic_removal_cross_section.npy,embeddings_4to10,A__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.013134241104125977,N003,A,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,84.92107658747557,46.99357297676442,17.265386167409975,-26.01197329506464,-62.123442150061784,-123.6692606413941,-215.88441711176034,,,
7dembedded_A__transmission.npy,7dembedded_A__transmission,embeddings_4to10/7dembedded_A__transmission.npy,embeddings_4to10,A__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.013132572174072266,N003,A,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,76.68017910101243,34.57136260353905,17.50610238279154,-20.284964748794554,-61.07393468905152,-130.01909862789276,-230.33638561013456,,,
7dembedded_B__macroscopic_removal_cross_section.npy,7dembedded_B__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_B__macroscopic_removal_cross_section.npy,embeddings_4to10,B__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.01332545280456543,N003,B,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,72.46598349145128,52.76600398197054,21.437207245337728,-22.054701174318723,-60.6521794665157,-114.43760079679755,-247.40085228172356,,,
7dembedded_B__transmission.npy,7dembedded_B__transmission,embeddings_4to10/7dembedded_B__transmission.npy,embeddings_4to10,B__transmission,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.013527154922485352,N003,B,transmission,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,70.92285088881904,51.01869135164539,23.619976902747773,-18.233823725111346,-57.07870277730189,-113.75743515059153,-248.9172086152227,,,
7dembedded_C__macroscopic_removal_cross_section.npy,7dembedded_C__macroscopic_removal_cross_section,embeddings_4to10/7dembedded_C__macroscopic_removal_cross_section.npy,embeddings_4to10,C__macroscopic_removal_cross_section,7,ok,,5994,2997,7,2,0.004603362395251549,150,0.012986421585083008,N003,C,macroscopic_removal_cross_section,log(E/E_min),data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,65.9500571509275,61.957521261583665,11.67254315898894,-12.385361289797821,-48.90112418478143,-118.79373882314287,-240.8085655941639,,,
