sample_id,lag_samples,lag_log_energy,mutual_information
D,213,0.5883293283598725,0.9607284605060888
D,225,0.6214746426336681,0.9878867901532642
D,236,0.6518578473846475,0.944239668947576
D,248,0.6850031616584431,0.9683169147427293
D,260,0.7181484759322387,0.9669560056062938
D,272,0.7512937902060344,0.9807948176454291
D,283,0.7816769949570137,0.9588776662073597
D,295,0.8148223092308093,0.9463899642889455
D,307,0.847967623504605,0.9681349332532898
D,319,0.8811129377784006,0.9549555468182218
D,330,0.9114961425293799,0.9403258686182303
D,342,0.9446414568031756,0.928920662182338
D,354,0.9777867710769712,0.9336264821915243
D,366,1.0109320853507668,0.9371660653252851
D,377,1.0413152901017462,0.9334077199899777
D,389,1.0744606043755418,0.9260126192385183
D,401,1.1076059186493374,0.9114529581011563
D,413,1.140751232923133,0.9052467746802826
D,424,1.1711344376741124,0.9186779761693495
D,436,1.204279751947908,0.9032890006906307
D,448,1.2374250662217037,0.9051533147058954
D,460,1.2705703804954993,0.9246208421266404
D,471,1.3009535852464786,0.9144640783895088
D,483,1.3340988995202743,0.9006895856254582
D,495,1.36724421379407,0.9106666094583327
D,507,1.4003895280678655,0.8970279817401652
D,518,1.4307727328188449,0.9046964565848548
D,530,1.4639180470926405,0.8983864202388876
D,542,1.4970633613664361,0.8553167837679307
D,554,1.5302086756402318,0.8452400258528243
D,565,1.560591880391211,0.8520470654506056
D,577,1.5937371946650067,0.8580582011137983
D,589,1.6268825089388024,0.8508906697066569
D,601,1.660027823212598,0.8339848770810301
D,612,1.6904110279635773,0.8335434316311385
D,624,1.723556342237373,0.8443763412020218
D,636,1.7567016565111686,0.8266013072454319
D,648,1.7898469707849642,0.8254234989694869
D,659,1.8202301755359436,0.8354678763636105
D,671,1.8533754898097392,0.8314607629220623
D,683,1.8865208040835348,0.8316331462865181
D,695,1.9196661183573305,0.8028281522772476
D,706,1.9500493231083098,0.8062986273992641
D,718,1.9831946373821054,0.7955118808186894
D,730,2.016339951655901,0.7644675335505706
D,742,2.0494852659296967,0.7746348428901397
D,753,2.079868470680676,0.7929959280970689
D,765,2.1130137849544717,0.7675677251127109
D,777,2.1461590992282673,0.7516405006222353
D,789,2.179304413502063,0.7552343786205356
D,800,2.2096876182530423,0.7553235935705285
D,812,2.242832932526838,0.7350093558297006
D,824,2.2759782468006335,0.7528613945187539
D,836,2.309123561074429,0.7604988968074515
D,847,2.3395067658254085,0.7328419377711546
D,859,2.372652080099204,0.7188381503961159
D,871,2.4057973943729998,0.7264585560756869
D,883,2.4389427086467954,0.7378865340609213
D,894,2.4693259133977747,0.7336417979475351
D,906,2.5024712276715704,0.6864173752388201
D,918,2.535616541945366,0.7087287139587213
D,930,2.5687618562191616,0.6942671114254555
D,941,2.599145060970141,0.6942200305298432
D,953,2.6322903752439366,0.6923856190657167
D,965,2.6654356895177322,0.7039110040689209
D,977,2.698581003791528,0.6802478070792413
D,988,2.728964208542507,0.6747249077419548
D,1000,2.762109522816303,0.6635996567431306
R,25,0.06905273807040757,0.9591484227425537
R,26,0.07181484759322387,0.9457718810230231
R,27,0.07457695711604018,0.9267140548028765
R,28,0.07733906663885648,0.9310064968032314
R,29,0.08010117616167278,0.9348735354246429
R,30,0.08286328568448909,0.951009519652799
R,31,0.08562539520730539,0.9102218288796919
R,32,0.08838750473012169,0.9238002998358423
R,33,0.091149614252938,0.9481946761036353
R,34,0.0939117237757543,0.9294506911956395
R,35,0.0966738332985706,0.948761496638344
R,36,0.0994359428213869,0.9369312854735359
R,37,0.1021980523442032,0.9354882505815798
R,38,0.10496016186701951,0.9170797480469206
R,39,0.10772227138983581,0.9282634290229597
R,40,0.11048438091265211,0.9153499493424295
R,41,0.11324649043546842,0.9492276086585845
R,42,0.11600859995828472,0.9206809066262496
R,43,0.11877070948110102,0.9143118568964042
R,44,0.12153281900391733,0.937957492685543
R,45,0.12429492852673363,0.946218882011661
R,46,0.12705703804954993,0.9169625101601167
R,47,0.12981914757236623,0.9405889495518309
R,48,0.13258125709518254,0.9428392374151651
R,49,0.13534336661799884,0.9346348931421966
R,60,0.16572657136897817,0.9371485383331919
R,72,0.1988718856427738,0.9317903775550604
R,84,0.23201719991656944,0.911255068648563
R,95,0.26240040466754877,0.9479558577813254
R,107,0.2955457189413444,0.9055192006545489
R,119,0.32869103321514004,0.906282851297
R,131,0.3618363474889357,0.9124812546224854
R,142,0.392219552239915,0.8903230693616431
