K,aggregate_circular_mean,aggregate_resultant_length,aggregate_normalized_concentration,aggregate_stabilization_TV
8.095642607327543,0.39358032432132445,0.24285008010559359,0.014736851786515464,0.023111111111111096
8.216473094004074,0.3630373834382993,0.21755437156131358,0.01011078346069886,0.024698412698412674
8.337303580680604,0.3290064718893298,0.2917005997920018,0.018522889280795953,0.022793650793650796
8.458134067357134,0.23512153437408664,0.9150069919355962,0.7922164938263381,0.0658412698412698
8.578964554033666,0.23260297443379752,0.9279166859041116,0.7235078095230585,0.09225396825396831
8.699795040710196,0.21710319177670553,0.9222162882937588,0.40838449330416815,0.04666666666666658
8.820625527386726,0.2115201579236475,0.9061104771934547,0.2348897783001024,0.039873015873015845
8.941456014063258,0.2775403140123205,0.4478990148788004,0.032180570383401136,0.02120634920634925
9.062286500739788,0.2831992037174574,0.32990356748876404,0.014979448951581507,0.023301587301587254
9.183116987416318,0.32148146809719613,0.30626943485418184,0.013331335031666839,0.023682539682539666
9.303947474092848,0.370908895006647,0.22145879693393106,0.008934201842044392,0.022539682539682533
9.42477796076938,0.36932206353839603,0.17884636166847337,0.008895314390218699,0.022095238095238088
9.54560844744591,0.3399372314626046,0.08730480912958756,0.0033884548958093654,0.0194285714285714
9.66643893412244,0.1659622513509893,0.09807044383176401,0.006285457182043212,0.02304761904761904
9.787269420798971,0.1743733254161158,0.1738646828285923,0.007125128486503776,0.024698412698412685
9.908099907475501,0.22075634484419215,0.1796548394806598,0.007326915147944542,0.02609523809523809
10.028930394152031,0.30366786638796817,0.07852813259977705,0.004390883271273729,0.024952380952380948
10.149760880828563,0.4315708491441733,0.04553930269427128,0.004263903324837138,0.02120634920634919
10.270591367505093,0.6079522665764611,0.05082712362974202,0.002570689659674607,0.023238095238095193
10.391421854181623,0.8409197203083428,0.0867036804842647,0.004906177542616857,0.021587301587301575
10.512252340858154,0.774546140392925,0.6211309384717215,0.35508030674729624,0.1250158730158729
10.633082827534684,0.7770165142656376,0.679454950145393,0.4669093056367221,0.11142857142857145
10.753913314211214,0.7864814962718637,0.7564546868421731,0.27446661911265513,0.09701587301587293
10.874743800887744,0.7748692304537249,0.8223130957912785,0.23254639754368692,0.07441269841269842
10.995574287564276,0.7331519626288099,0.325420165956711,0.01674504461426176,0.02596825396825396
11.116404774240806,0.7554582154684085,0.31238036411723813,0.015306309229848863,0.021523809523809494
11.237235260917336,0.7501761602119841,0.2583346339085489,0.013770476451746085,0.020634920634920603
11.358065747593868,0.8124460795141559,0.16511227530706116,0.006941435234168733,0.022031746031746048
11.478896234270398,0.8766445998328148,0.257468227037459,0.01989740309619723,0.022984126984126975
11.599726720946927,0.9150740244903953,0.2303396449540537,0.009102318374802718,0.018984126984126954
11.72055720762346,0.841184904040289,0.2688592011495589,0.010549598798081643,0.02406349206349205
11.84138769429999,0.8369879547661313,0.2981199059275851,0.009928787510604333,0.02126984126984126
11.96221818097652,0.8075456026679321,0.2394565811750476,0.008835340257355741,0.02495238095238093
12.083048667653049,0.8192826212585633,0.2072868190037388,0.006560737866607556,0.020317460317460328
12.20387915432958,0.858845715118939,0.16334512512113183,0.005753624665223589,0.034031746031746024
12.32470964100611,0.8870236070627946,0.24612636003018248,0.018096933307186085,0.03676190476190472
12.44554012768264,0.8315521093721931,0.17576501907680298,0.006914270037225795,0.02495238095238094
12.566370614359172,0.8553192978220382,0.1292793918833281,0.003758032007312015,0.024000000000000004
