sample_id,observable,embedding_family,embedding_dimension,time_delay,status,error,nn_distance_entropy_bits,ks_metric,n_points_used,state_dim,nearest_distance_mean,nearest_distance_std,nearest_distance_min,nearest_distance_max,nn_cv,log10_nn_mean,nearest_index_gap_mean,nearest_index_gap_median,nearest_index_gap_min,adjacent_neighbor_fraction
A,transmission,Delay embedding,4,1,ok,,2.8787654140720145,2.8787654140720145,4997,4,0.1640266582054201,0.2026672161600137,0.003523745641198258,4.547486184853216,1.2355748655500025,-0.7850855631042221,337.1244746848109,94.0,1.0,0.019411646988192914
A,transmission,Delay embedding,5,1,ok,,3.4187983833732023,3.4187983833732023,4996,5,0.2417522605417143,0.2572664228625611,0.009012338943871184,4.581558525914662,1.0641738045593399,-0.6166294562867933,323.6957566052842,87.0,1.0,0.02842273819055244
A,transmission,Delay embedding,6,1,ok,,3.7960570899053034,3.7960570899053034,4995,6,0.31930887556993987,0.3091937820919543,0.012157620710729128,4.595327980512852,0.9683219156971467,-0.49578900955980143,311.5133133133133,83.0,1.0,0.03303303303303303
A,transmission,Delay embedding,7,1,ok,,3.617529064920099,3.617529064920099,4994,7,0.39494220406021624,0.36256822143915385,0.01339889457599386,6.330227578521716,0.9180285563579719,-0.4034664544844364,314.7398878654385,81.0,1.0,0.03844613536243492
A,transmission,Delay embedding,8,1,ok,,3.8118370565112007,3.8118370565112007,4993,8,0.46867882219331575,0.41542872733928693,0.014159677658970348,6.434351420432368,0.8863825452882291,-0.3291246701451241,313.0957340276387,75.0,1.0,0.04666533146404967
A,transmission,Delay embedding,9,1,ok,,3.9627314399939495,3.9627314399939495,4992,9,0.5396990276596421,0.4656822223767473,0.02600313433369617,6.443277260900307,0.8628554036779998,-0.26784836437317433,308.6416266025641,74.0,1.0,0.055088141025641024
A,transmission,Delay embedding,10,1,ok,,4.1023551117671,4.1023551117671,4991,10,0.6100491085883603,0.5142070428074058,0.02645768228714479,6.447272990487723,0.842894507290448,-0.21463520313526402,302.235423762773,74.0,1.0,0.06531757162893208
B,Sigma_R_cm_inv,Delay embedding,2,1,ok,,1.2628770486275378,1.2628770486275378,4999,2,0.04380768642773205,0.11148388578388875,0.0002928035669976803,3.2944695279984386,2.544847602606333,-1.3584496821737233,560.8835767153431,198.0,1.0,0.011802360472094419
B,Sigma_R_cm_inv,Delay embedding,3,1,ok,,2.6909817695650515,2.6909817695650515,4998,3,0.1375673335735262,0.24709788821086426,0.002350954922491924,3.8964765663530256,1.7961959557571898,-0.861484680436131,434.99159663865544,140.5,1.0,0.013405362144857944
B,Sigma_R_cm_inv,Delay embedding,4,1,ok,,3.5164371589015886,3.5164371589015886,4997,4,0.2472325370517531,0.3741170253551407,0.00512246038422802,4.125787621744483,1.5132192138420424,-0.6068943744707868,394.79247548529116,121.0,1.0,0.013408044826896138
B,Sigma_R_cm_inv,Delay embedding,5,1,ok,,3.8582226891958307,3.8582226891958307,4996,5,0.36726697606168235,0.5126586059418156,0.010317359861402134,4.840617235697608,1.395874498267764,-0.43501812082033664,376.9365492393915,114.0,1.0,0.017013610888710968
B,Sigma_R_cm_inv,Delay embedding,6,1,ok,,3.9939997744703812,3.9939997744703812,4995,6,0.48542078947401723,0.6418829741171499,0.014547565610821066,5.757519123169225,1.322322792996457,-0.3138816277549322,365.2958958958959,109.0,1.0,0.023623623623623625
B,Sigma_R_cm_inv,Delay embedding,7,1,ok,,4.153377636924467,4.153377636924467,4994,7,0.5965654664270855,0.7566646676084352,0.01667568793820824,6.257242677572269,1.268368201295556,-0.2243418903869697,348.8588305967161,106.0,1.0,0.026231477773327995
B,Sigma_R_cm_inv,Delay embedding,8,1,ok,,4.1789377377232,4.1789377377232,4993,8,0.7039921282730903,0.8642660109540491,0.024962898373651777,7.0348959152506785,1.2276643107826886,-0.1524321969178856,340.3689164830763,99.0,1.0,0.037252153014219906
B,Sigma_R_cm_inv,Delay embedding,9,1,ok,,4.234769041663055,4.234769041663055,4992,9,0.8056533544225838,0.966422626940677,0.02889594637620317,7.572391805628418,1.199551422003472,-0.09385178033370499,327.80689102564105,91.0,1.0,0.04807692307692308
B,Sigma_R_cm_inv,Delay embedding,10,1,ok,,4.323200587489818,4.323200587489818,4991,10,0.9033712377375435,1.064518395973215,0.03240744338843219,7.793596488731785,1.1783842029751574,-0.0441337409721998,327.4245642155881,88.0,1.0,0.057703866960528954
B,transmission,Delay embedding,2,1,ok,,1.3679345195356878,1.3679345195356878,4999,2,0.03397357568580537,0.07173360859424649,0.00045876672127270735,2.5549236947475773,2.1114530085246908,-1.4688587416396854,555.864172834567,192.0,1.0,0.01220244048809762
