Omega,K,rotation_mean_mod1,rotation_std_across_samples,rotation_mean_unwrapped,nearest_low_order_rational,nearest_rational_p,nearest_rational_q,rational_distance,low_order_lock_within_tolerance
0.8846153846153847,0.0,0.8846153846153786,1.1102230246251565e-16,0.8846153846153786,0.875,7,8,0.009615384615378586,True
0.8942307692307693,0.0,0.8942307692307728,1.0467283057891834e-16,0.8942307692307728,0.875,7,8,0.019230769230772826,False
0.9038461538461539,0.0,0.9038461538461511,1.1102230246251565e-16,0.9038461538461511,0.875,7,8,0.02884615384615108,False
0.9134615384615385,0.0,0.9134615384615437,9.791246743253677e-17,0.9134615384615437,0.875,7,8,0.038461538461543654,False
0.9230769230769231,0.0,0.9230769230769208,1.1102230246251565e-16,0.9230769230769208,0.875,7,8,0.0480769230769208,False
0.9326923076923077,0.0,0.9326923076923168,1.1102230246251565e-16,0.9326923076923168,0.875,7,8,0.05769230769231681,False
0.9423076923076924,0.0,0.942307692307683,1.1102230246251565e-16,0.942307692307683,1.0,1,1,0.057692307692317035,False
0.951923076923077,0.0,0.9519230769230798,6.409875621278546e-17,0.9519230769230798,1.0,1,1,0.04807692307692024,False
0.9615384615384616,0.0,0.9615384615384561,1.1102230246251565e-16,0.9615384615384561,1.0,1,1,0.038461538461543876,False
0.9711538461538463,0.0,0.9711538461538505,0.0,0.9711538461538505,1.0,1,1,0.028846153846149525,False
0.9807692307692308,0.0,0.9807692307692272,2.1259152388627147e-16,0.9807692307692272,1.0,1,1,0.019230769230772826,False
0.9903846153846154,0.0,0.9903846153846241,5.233641528945917e-17,0.9903846153846241,1.0,1,1,0.009615384615375921,True
1.0,0.0,0.1111111111111111,0.3142696805273545,1.0,1.0,1,1,0.0,True
0.0,0.06041524333826525,1.337909743118442e-05,4.531950536938616e-06,1.337909743118442e-05,0.0,0,1,1.337909743118442e-05,True
0.009615384615384616,0.06041524333826525,0.00024004291022106138,6.824817282928858e-06,0.00024004291022106138,0.0,0,1,0.00024004291022106138,True
0.019230769230769232,0.06041524333826525,0.01676965280010044,1.2361324331737688e-05,0.01676965280010044,0.0,0,1,0.01676965280010044,False
0.028846153846153848,0.06041524333826525,0.026891124290080427,3.6354953355989394e-06,0.026891124290080427,0.0,0,1,0.026891124290080427,False
0.038461538461538464,0.06041524333826525,0.037230115101366285,1.4975137305567892e-06,0.037230115101366285,0.0,0,1,0.037230115101366285,False
0.04807692307692308,0.06041524333826525,0.04708550421426853,1.8908338155530842e-05,0.04708550421426853,0.0,0,1,0.04708550421426853,False
0.057692307692307696,0.06041524333826525,0.05692365653620831,2.4494591011134785e-06,0.05692365653620831,0.0,0,1,0.05692365653620831,False
0.06730769230769232,0.06041524333826525,0.06673900584621233,3.290818147598e-06,0.06673900584621233,0.125,1,8,0.058260994153787674,False
0.07692307692307693,0.06041524333826525,0.07624339625942488,3.132545843581722e-06,0.07624339625942488,0.125,1,8,0.048756603740575125,False
0.08653846153846154,0.06041524333826525,0.085993470731734,2.210256145393478e-06,0.085993470731734,0.125,1,8,0.039006529268266005,False
0.09615384615384616,0.06041524333826525,0.09571124841783366,9.547390278879098e-06,0.09571124841783366,0.125,1,8,0.029288751582166345,False
0.10576923076923078,0.06041524333826525,0.10535506778400824,3.5102685450676083e-06,0.10535506778400824,0.125,1,8,0.019644932215991756,False
0.11538461538461539,0.06041524333826525,0.11503248028275476,5.1431283154217405e-06,0.11503248028275476,0.125,1,8,0.009967519717245243,True
0.125,0.06041524333826525,0.12459036067355189,3.769439280954212e-06,0.12459036067355189,0.125,1,8,0.00040963932644810797,True
0.13461538461538464,0.06041524333826525,0.13429174359271345,2.999465344303361e-09,0.13429174359271345,0.14285714285714285,1,7,0.008565399264429396,True
0.14423076923076925,0.06041524333826525,0.14398654417897108,2.2753344630885067e-06,0.14398654417897108,0.14285714285714285,1,7,0.0011294013218282328,True
0.15384615384615385,0.06041524333826525,0.15353974131504883,3.4484797876926906e-06,0.15353974131504883,0.14285714285714285,1,7,0.010682598457905979,False
0.16346153846153846,0.06041524333826525,0.1631965599372686,1.9954004605791274e-06,0.1631965599372686,0.16666666666666666,1,6,0.0034701067293980703,True
0.17307692307692307,0.06041524333826525,0.17283244074561754,5.832311542887468e-06,0.17283244074561754,0.16666666666666666,1,6,0.006165774078950886,True
0.1826923076923077,0.06041524333826525,0.18247792964741855,2.009296445142314e-06,0.18247792964741855,0.16666666666666666,1,6,0.01581126298075189,False
0.19230769230769232,0.06041524333826525,0.19212223893257943,2.425936053594715e-06,0.19212223893257943,0.2,1,5,0.00787776106742058,True
0.20192307692307693,0.06041524333826525,0.20168307789519227,1.4265545553500927e-06,0.20168307789519227,0.2,1,5,0.0016830778951922587,True
