subsample_index,phase_cycles,cross_sample_resultant_length
191,0.03549883859297405,0.8465634170397466
192,0.0008215695175644568,0.9256596627170194
193,0.010527767483501059,0.8762188555503124
194,0.10529924211021066,0.8642787390826852
195,0.9587448676260617,0.9799591677112796
196,0.18761292944873367,0.919405483373256
197,0.07639091435208664,0.9627638158491069
198,0.21393244833754307,0.9336709994781481
199,0.13912949094825866,0.8345261628219162
200,0.22398915473667963,0.9309896428465875
201,0.24764560865723512,0.6394701539151351
202,0.3909671346095513,0.09413078770493816
203,0.2348881529862961,0.5172729182485618
204,0.32989444186530564,0.4700561002358901
205,0.362191245136564,0.808760670809369
206,0.1708740098491221,0.28007460961634295
207,0.43837385831553527,0.7617659433111589
208,0.07282929022733929,0.30293997081143864
209,0.5301682105565892,0.28979298940713716
210,0.3575112759318608,0.2320910409771313
211,0.303481752200928,0.28968356738516077
212,0.47614587392686325,0.6866760534280536
213,0.41583444749864595,0.6943519161870597
214,0.5599142710696978,0.5960319656994607
215,0.5029214311438671,0.503897056889059
216,0.632121964698475,0.8885467681279889
217,0.616827254983533,0.7046957330392666
218,0.7563128083222938,0.9449539957318805
219,0.6810554756658139,0.12421554091747242
220,0.535213874201474,0.6212294507304594
221,0.6358570618877152,0.4337144951181359
222,0.7381957701673152,0.9019184343260673
223,0.36580775078235966,0.23839344095582532
224,0.7077494865282072,0.9058375593637146
225,0.7774718524008956,0.7021568459649183
226,0.9872965499748012,0.6483972031718372
227,0.24540368400352555,0.11759277248098658
228,0.6273372964610777,0.910225802014947
229,0.7961236573206807,0.511424385765889
230,0.537864548927153,0.7061540381235486
231,0.8267770572870287,0.5692884362740261
232,0.8105121273137312,0.7111220908362292
233,0.41884769465710586,0.4001982598575355
234,0.719763368356436,0.9063951652425145
235,0.7959608259453822,0.9313010576688511
236,0.015539975215545532,0.10932738690355795
237,0.6864638688085638,0.6822614740174703
238,0.7616442844626833,0.9428479168706919
239,0.6400990483285993,0.3017059001717794
240,0.7758485882069684,0.43798844037236406
241,0.6774184854588747,0.8568814800539718
242,0.7096742058040691,0.6266169388390543
243,0.7026567572105666,0.7070129197889855
244,0.8873916124003798,0.675550575816976
245,0.776621278244594,0.35461506852870306
246,0.7029547631435371,0.7427046669241009
247,0.7885000146312522,0.9008543002614254
248,0.8147903366231181,0.14954277410600192
249,0.7198814953792176,0.7221588462071421
250,0.6306345458680127,0.8725315778626626
251,0.6934965402455086,0.8207047965075202
252,0.7652094537624996,0.8925582486236476
253,0.7890853708062808,0.7104815430864918
254,0.6908883848696005,0.8070840295657364
255,0.7503195367245835,0.8455134988001335
256,0.7923870109570859,0.6336209519912964
257,0.7469046409463906,0.878867536048608
258,0.7912278593176097,0.8675990142035378
259,0.8205180297467465,0.8976518660076923
260,0.9121802147126029,0.8157881221896501
261,0.8085140240433766,0.7641187061490239
262,0.9058454408160241,0.7834755607037036
263,0.7550815377528328,0.5847283216979419
264,0.736275494704109,0.9748172795442629
265,0.9739745757683191,0.5110365959107137
266,0.8713524899442538,0.8782443423344387
267,0.8437054160292842,0.8778142113395065
268,0.8620874262369354,0.7297109252588825
269,0.6991395172895043,0.39335286872439595
270,0.8579803935509642,0.96044862820653
271,0.7501998505137031,0.824094151656149
272,0.7417312896430869,0.807049882588225
273,0.8432072070221963,0.971100362029654
274,0.8661448522557427,0.6391664680376767
275,0.7180691123329292,0.5183355781641448
276,0.745997498865291,0.8685847826299425
277,0.7621334991790077,0.9581716647439715
278,0.8053019383881566,0.7839733437500739
279,0.8256378866785097,0.8558700693758016
280,0.8069451945012127,0.9650320220396643
281,0.8487657278612806,0.8122667749373169
282,0.8220161177959727,0.8772320192621084
283,0.8225235124310105,0.9513802346673086
284,0.7718194772065688,0.9562543286537177
285,0.8315823952750918,0.9192184505854365
286,0.8689172063130601,0.9492858354348658
287,0.8166749142126885,0.9094648134782881
288,0.8109544112832607,0.749778741293304
289,0.887227420923746,0.9578674725724674
290,0.8506838499059501,0.939010215886599
291,0.9351394144377416,0.9455264240639406
292,0.9134205201697205,0.9194978296034944
293,0.8828910567167532,0.9536880946375836
294,0.8907921380499485,0.9543851916193694
295,0.9292280831228247,0.8898810422241592
296,0.9746689808915445,0.9118362857930709
297,0.895943207777514,0.8602935136487848
298,0.8936237264189666,0.9451527970630765
299,0.9078532243094435,0.8706660087701681
300,0.9219443441467027,0.6825759186300546
301,0.9060073353131364,0.9648251244219187
302,0.9483485748792132,0.7958535014315791
303,0.8962611168079594,0.8873730653364804
304,0.9377924158590336,0.9631827965254548
305,0.007814388886265297,0.8825874831417955
306,0.9717909360920254,0.7699700477628207
307,0.9856330371250457,0.7463481941781195
308,0.9552298455380851,0.9489852727583594
309,0.0038234319931007557,0.8834688656312425
310,0.05302578378122058,0.8779875564602277
311,0.07085792553916602,0.5152273009392454
312,0.9566063557133089,0.7040608016768529
313,0.042657040917450796,0.7510194166763747
314,0.002588173173622216,0.6009547275362787
315,0.9856868081802193,0.5307733280393867
316,0.9035089150560334,0.161983884299163
317,0.22358329397509813,0.7490899041933593
318,0.6011176354909341,0.7344743021254628
319,0.8399580041293648,0.6162837263817862
320,0.667100665527843,0.5957097806597933
321,0.7630020912765672,0.7344430729302786
322,0.9806150381541522,0.45102009120967806
323,0.8030054580307004,0.8591994344106952
324,0.23061633584492933,0.23565909214273978
325,0.6643677421473576,0.7123541391504361
326,0.6978206260707198,0.9121013256231418
327,0.7332987258741694,0.8996128081813233
328,0.8165332870119443,0.9262096293088844
329,0.7640105136698152,0.8877879271946864
330,0.8558166416649727,0.7565223811682005
331,0.7565622127610737,0.8293965054407095
332,0.7884492950086781,0.9369071868496289
333,0.8331592625209067,0.6426600847948258
334,0.9483485264931336,0.7727876358183623
335,0.7912264360948125,0.9605941343565947
336,0.8585602792146549,0.9069052582482423
337,0.8403152015721183,0.945171728501812
338,0.8122718311453827,0.848975641021681
339,0.8725587275087117,0.9528711869874231
340,0.8626349146796416,0.9613384313403662
341,0.8895599930055443,0.8722135566411616
342,0.8778219087843072,0.8134456147153925
343,0.9460419482343738,0.9234249986724544
344,0.8805896252915596,0.9434665990828223
345,0.9322819505049464,0.9786246454000924
346,0.9604919307690973,0.8789650776222894
347,0.8629594502074102,0.9072218943545531
348,0.8764545767579464,0.9514135996751801
349,0.9581279259799689,0.9279803077860725
350,0.928535663706742,0.9494886574716938
351,0.893656084488423,0.9561845776413507
352,0.8570007098812324,0.9051400332486578
353,0.9214305498395886,0.9797437187410698
354,0.006334255503305075,0.9006317957385669
355,0.9670183822229806,0.8720970339752929
356,0.8881437714368147,0.9253477438653863
357,0.8953693053487298,0.8766827840226731
358,0.8897073618109386,0.7146994918850387
359,0.885882071244072,0.8487513796755175
360,0.9780424755484817,0.9234683570316441
361,0.9810448419949971,0.5732384063521964
362,0.8341865133706443,0.7794525373040658
363,0.017087633948198348,0.9331753968151222
