source_file,speed_mode,n_coordinate_states,n_measured_samples,coordinate_step_used,pca_pc1_explained_fraction,pca_pc2_explained_fraction,pca_first_two_explained_fraction,affine_rmse_pc1,affine_rmse_pc2,affine_rmse_2d,affine_r2_pc1,affine_r2_pc2,affine_r2_joint,epsilon_median_one_step_residual,fixed_inclusion_residual,inside_F,inside_K,inclusion_margin,nearest_observed_state_distance,clipping_active_at_z_star,optimizer_success,optimizer_nfev
data/processed/RB2000164/rb2000164_physics_ready_strict.csv.gz,fast,1250,9,0.011048438091265211,0.9414929581193328,0.013355864755652676,0.9548488228749854,0.8981673927131965,0.3271673637250422,0.9558991312999585,0.9038783715680013,0.10237252927616236,0.8926502083285257,0.3549324021844956,3.634848257142429e-14,True,True,0.35493240218445926,0.039717199590069766,False,True,5
