K,final_state_bin_center,avg_probability,avg_probability_after_extra_iterations
1.0874743800887745,0.8392857142857142,0.0766349206349206,0.10831746031746026
1.0874743800887745,0.875,0.08317460317460312,0.09650793650793646
1.0874743800887745,0.9107142857142856,0.024317460317460304,0.008317460317460314
1.0874743800887745,0.9464285714285714,0.017904761904761892,0.008571428571428567
1.0874743800887745,0.9821428571428571,0.017523809523809514,0.0018412698412698404
1.208304866765305,0.017857142857142856,0.0008888888888888885,0.0009523809523809518
1.208304866765305,0.05357142857142857,0.000825396825396825,0.0017142857142857135
1.208304866765305,0.08928571428571427,0.0012698412698412692,0.0013333333333333326
1.208304866765305,0.125,0.0017142857142857135,0.001333333333333333
1.208304866765305,0.1607142857142857,0.0033015873015873,0.004380952380952378
1.208304866765305,0.1964285714285714,0.003174603174603173,0.0038730158730158715
1.208304866765305,0.23214285714285715,0.003936507936507934,0.0038730158730158715
1.208304866765305,0.26785714285714285,0.0056507936507936484,0.005714285714285711
1.208304866765305,0.30357142857142855,0.01885714285714285,0.017206349206349197
1.208304866765305,0.33928571428571425,0.38984126984126966,0.28869841269841257
1.208304866765305,0.375,0.0026666666666666657,0.00165079365079365
1.208304866765305,0.4107142857142857,0.00571428571428571,0.0026666666666666653
1.208304866765305,0.4464285714285714,0.009968253968253965,0.0055873015873015835
1.208304866765305,0.4821428571428571,0.045079365079365045,0.023936507936507923
1.208304866765305,0.5178571428571428,0.13142857142857137,0.38971428571428546
1.208304866765305,0.5535714285714286,0.005142857142857141,0.002730158730158729
1.208304866765305,0.5892857142857142,0.004444444444444442,0.0017142857142857135
1.208304866765305,0.625,0.004444444444444442,0.0013968253968253963
1.208304866765305,0.6607142857142856,0.009079365079365074,0.00495238095238095
1.208304866765305,0.6964285714285714,0.010031746031746027,0.004063492063492062
1.208304866765305,0.7321428571428571,0.008190476190476186,0.0038730158730158715
1.208304866765305,0.7678571428571428,0.03276190476190474,0.011301587301587295
1.208304866765305,0.8035714285714286,0.03511111111111109,0.02355555555555554
1.208304866765305,0.8392857142857142,0.054412698412698385,0.04158730158730157
1.208304866765305,0.875,0.20799999999999985,0.14749206349206342
1.208304866765305,0.9107142857142856,0.0010793650793650788,0.0018412698412698407
1.208304866765305,0.9464285714285714,0.0013968253968253963,0.0019047619047619037
1.208304866765305,0.9821428571428571,0.0015873015873015864,0.0009523809523809518
1.3291353534418355,0.017857142857142856,0.001269841269841269,0.0008888888888888885
1.3291353534418355,0.05357142857142857,0.0006349206349206346,0.0006349206349206346
1.3291353534418355,0.08928571428571427,0.0007619047619047616,0.0008253968253968249
1.3291353534418355,0.125,0.0010793650793650786,0.0007619047619047615
1.3291353534418355,0.1607142857142857,0.0008888888888888885,0.0003174603174603173
1.3291353534418355,0.1964285714285714,0.0014603174603174595,0.0007619047619047615
1.3291353534418355,0.23214285714285715,0.005650793650793647,0.002095238095238094
1.3291353534418355,0.26785714285714285,0.009079365079365074,0.004190476190476188
1.3291353534418355,0.30357142857142855,0.014031746031746025,0.004761904761904759
1.3291353534418355,0.33928571428571425,0.03726984126984125,0.015809523809523805
1.3291353534418355,0.375,0.41593650793650766,0.2857142857142856
1.3291353534418355,0.4107142857142857,0.0055873015873015835,0.0019682539682539676
1.3291353534418355,0.4464285714285714,0.01206349206349206,0.006095238095238092
1.3291353534418355,0.4821428571428571,0.013714285714285707,0.005968253968253965
1.3291353534418355,0.5178571428571428,0.18565079365079354,0.4513650793650792
1.3291353534418355,0.5535714285714286,0.0036190476190476172,0.0026666666666666653
1.3291353534418355,0.5892857142857142,0.002031746031746031,0.0012698412698412694
1.3291353534418355,0.625,0.00165079365079365,0.0007619047619047615
1.3291353534418355,0.6607142857142856,0.0018412698412698404,0.0010793650793650786
1.3291353534418355,0.6964285714285714,0.0026031746031746016,0.001777777777777777
1.3291353534418355,0.7321428571428571,0.0050158730158730135,0.001968253968253967
1.3291353534418355,0.7678571428571428,0.0034285714285714275,0.0017142857142857135
1.3291353534418355,0.8035714285714286,0.003746031746031744,0.00165079365079365
1.3291353534418355,0.8392857142857142,0.0053333333333333306,0.0020317460317460312
1.3291353534418355,0.875,0.012698412698412693,0.005460317460317457
1.3291353534418355,0.9107142857142856,0.24965079365079357,0.195111111111111
1.3291353534418355,0.9464285714285714,0.0018412698412698404,0.0015873015873015864
1.3291353534418355,0.9821428571428571,0.0014603174603174595,0.0007619047619047615
1.449965840118366,0.017857142857142856,0.0005079365079365077,6.349206349206346e-05
1.449965840118366,0.05357142857142857,0.00012698412698412692,0.00012698412698412692
1.449965840118366,0.08928571428571427,0.03257142857142856,0.029333333333333322
1.449965840118366,0.125,0.035809523809523784,0.030857142857142843
1.449965840118366,0.1607142857142857,0.0012063492063492057,0.0003174603174603173
1.449965840118366,0.1964285714285714,0.0009523809523809518,0.00012698412698412692
1.449965840118366,0.23214285714285715,0.0012698412698412692,0.0003809523809523808
1.449965840118366,0.26785714285714285,0.0014603174603174595,6.349206349206346e-05
1.449965840118366,0.30357142857142855,0.17473015873015862,0.05015873015873014
1.449965840118366,0.33928571428571425,0.0038730158730158706,0.0009523809523809521
1.449965840118366,0.375,0.37492063492063477,0.16660317460317453
1.449965840118366,0.4107142857142857,0.05999999999999997,0.0714285714285714
1.449965840118366,0.4464285714285714,0.0023492063492063483,0.0005714285714285713
1.449965840118366,0.4821428571428571,0.0022857142857142846,0.0005714285714285711
