speed_mode,a,b_cycles_per_model_unit,drive_omega_rad_per_model_unit,mean_sync,std_sync,drive_lock,collective_drive_lock,frequency_error,sync_gain_vs_no_drive,sync_variability_change_vs_no_drive,drive_lock_gain_vs_no_drive,frequency_error_improvement_vs_no_drive
fast,0.198662970926599,0.5652498348060164,3.5515694569388505,0.338296414528868,0.13820497720661915,0.04611479137137783,0.09435124827025732,2.814556963829916,-0.035304571840403476,-0.011500061696272379,-0.007697399578608752,0.0014997535722800492
fast,0.198662970926599,0.6047725770963785,3.7998981705970993,0.3413600563270517,0.16336131730135262,0.04973444875551994,0.06874704758486705,2.561854219777123,-0.032240930042219784,0.013656278398461091,0.011653454103600608,0.005873783966824142
fast,0.198662970926599,0.6442953193867407,4.048226884255348,0.3390578693551842,0.1395924798802159,0.08370361145689569,0.08530315746372114,2.3043502429340412,-0.03454311701408724,-0.010112559022675632,0.008960752757366533,0.015049047151658002
fast,0.198662970926599,0.6838180616771029,4.296555597913597,0.34020120167973933,0.15684159199683556,0.0741007799809342,0.18414567959964434,2.0685290835676877,-0.03339978468953214,0.007136553093944037,0.011525510144599654,0.002541492859761796
fast,0.198662970926599,0.723340803967465,4.544884311571845,0.35270700655225407,0.1774579402165332,0.14663406462127865,0.24322534329339157,1.803021487906392,-0.020893979817017405,0.027752901313641665,0.023943332472719014,0.019720374862809198
fast,0.198662970926599,0.7628635462578272,4.793213025230094,0.30137529521531364,0.13653144278220886,0.1567495223921776,0.31727615052667396,1.557102139335206,-0.07222569115395783,-0.013173596120682668,0.07753288900661298,0.01731100977574629
fast,0.198662970926599,0.8023862885481894,5.041541738888343,0.3822805143333106,0.15326178580903468,0.3921207731914572,0.6776474907268606,1.269578917951229,0.008679527964039147,0.00355674690614316,0.1194697073191654,0.05650551750147459
fast,0.198662970926599,0.8419090308385515,5.289870452546592,0.4474068874386186,0.16046665628267556,0.5424544096397246,0.8122383753485387,1.016832022268437,0.07380590106934715,0.010761617379784039,0.09498650698151012,0.06526267972004396
fast,0.198662970926599,0.8814317731289136,5.538199166204841,0.45303386270617096,0.19049505717339657,0.5595309946336621,0.7664806730547723,0.8594864086690752,0.0794328763368995,0.040790018270505046,0.13939063721297806,0.12766357057511857
fast,0.198662970926599,0.9209545154192758,5.7865278798630895,0.26720200770673486,0.1312436441838138,0.3024379264918844,0.4209647212445873,0.9089838879184207,-0.10639897866253661,-0.018461394719077734,0.11931628831371724,0.05057401203041212
fast,0.198662970926599,0.9604772577096379,6.034856593521337,0.3797875711417552,0.16343989196290676,0.37047549016241094,0.39097079792850137,0.8566451702578329,0.006186584772483739,0.013734853060015234,0.11375940510384647,0.07532065039563896
fast,0.198662970926599,1.0,6.283185307179586,0.35968111780277096,0.16808868501887123,0.43105286459901326,0.5682846702122085,0.8342528420800367,-0.013919868566500515,0.0183836461159797,0.13436385205337686,0.07266250074751368
fast,0.198662970926599,1.0395227422903621,6.531514020837835,0.4154921665781768,0.15744087250599642,0.43743943337844793,0.7110242486773227,0.867933219797473,0.04189118020890531,0.007735833603104897,0.13766280855558732,0.10357154466802798
fast,0.198662970926599,1.0790454845807242,6.779842734496083,0.31470617763847253,0.1345313952999707,0.2321516076380987,0.3577543791071782,1.0427640102576696,-0.05889480873079894,-0.015173643602920811,0.01807991348317431,0.021405085048072925
fast,0.198662970926599,1.1185682268710866,7.028171448154334,0.357545085931026,0.14843240214076214,0.16430271069198332,0.17251455663035076,1.155338225596748,-0.016055900438245452,-0.001272636762129381,0.0006748919577793389,0.04679126618580054
fast,0.198662970926599,1.1580909691614485,7.276500161812581,0.34416613188066014,0.1682948932199466,0.1153332713914871,0.14234815071990475,1.301980056619259,-0.02943485448861133,0.018589854317055066,0.0207939775556968,0.038109831640093184
fast,0.198662970926599,1.1976137114518108,7.52482887547083,0.31686674564367545,0.15402163795234708,0.12503983761133663,0.09065980596310427,1.4569354278226843,-0.05673424072559602,0.004316599049455555,0.00016951782770865953,0.02111485691347359
fast,0.198662970926599,1.2371364537421727,7.773157589129077,0.3462159484674491,0.1659429286223992,0.20587229308920896,0.27874784867094926,1.5629269922068256,-0.027385037901822396,0.01623788971950768,0.04061821887145567,0.05308368900613614
fast,0.198662970926599,1.276659196032535,8.021486302787327,0.35694001285845667,0.1543074007252851,0.2063872370029085,0.32958599425230717,1.7195026357590821,-0.016660973510814803,0.004602361822393569,0.009374904423786273,0.051627130797294196
fast,0.198662970926599,1.3161819383228972,8.269815016445577,0.329194662278662,0.1266374322572275,0.2569909522982086,0.13640107468387888,1.9139618301498027,-0.04440632409060946,-0.023067606645664013,0.10798707537103139,0.050312491474101106
fast,0.198662970926599,1.3557046806132593,8.518143730103825,0.3692324100347545,0.1628442669501628,0.175730718643004,0.29302047327018926,2.1436876627450507,-0.004368576334516983,0.013139228047271273,0.03250162900913267,0.019526282324974442
fast,0.198662970926599,1.3952274229036215,8.766472443762073,0.44369352551985414,0.18010450337449646,0.1568439054430468,0.20054144202197005,2.3559333299579475,0.07009253915058267,0.030399464471604937,0.01984245843380672,0.042912939463078725
fast,0.198662970926599,1.4347501651939836,9.014801157420322,0.32749960259571487,0.14678028216275182,0.0588027008033942,0.06786557260333054,2.640878896971955,-0.0461013837735566,-0.0029247567401397,-0.013335667899346551,0.006296086107320686
fast,0.198662970926599,1.4742729074843457,9.26312987107857,0.3368780702576437,0.13105768310953686,0.07454355117767311,0.12462830972408008,2.8860204793981947,-0.03672291611162776,-0.018647355793354664,0.001750792638085974,0.009483217339328665
fast,0.397325941853198,0.5257270925156543,3.303240743280602,0.36214753121406423,0.13269504706985774,0.0768411178553115,0.19536290304169246,3.0190531262327243,-0.011453455155207237,-0.017009991833033783,0.03912806177285224,0.04533230482772055
fast,0.397325941853198,0.5652498348060164,3.5515694569388505,0.3431992001614145,0.1483331705195815,0.08057244665001184,0.1743141930256222,2.774199659096018,-0.030401786207856996,-0.001371868383310021,0.026760255700025257,0.04185705830617792
fast,0.397325941853198,0.6047725770963785,3.7998981705970993,0.3363711713549047,0.15562133849324325,0.10200772887166756,0.15263968021180674,2.5102734103263016,-0.037229815014366785,0.005916299590351726,0.06392673421974823,0.05745459341764558
fast,0.397325941853198,0.6442953193867407,4.048226884255348,0.36250702657778144,0.1655107876616972,0.11245100884133613,0.28651864492677515,2.255253284850056,-0.011093959791490027,0.015805748758805666,0.03770815014180698,0.06414600523564307
