coordinate,z_star,g_z_star,unclipped_Az_plus_b,lower_K,upper_K
PC1,0.21435241354477155,0.21435241354474646,0.21435241354474646,-10.460640935632428,4.378362848895198
PC2,0.002475200703577096,0.002475200703550797,0.002475200703550797,-1.5386691770134016,3.729514844743292
