benchmark_id,shield_thickness_cm,n,valid_ratio_rows,geometric_mean_mc_over_reference,median_mc_over_reference,median_factor_error,fraction_within_factor2,fraction_mc_over_2x_reference,fraction_mc_under_half_reference,median_abs_log10_ratio,median_abs_uncertainty_z,fraction_within_2sigma
N001_JAERI_TIARA_43MEV,25,116,114,0.841571262241739,0.9267864575962173,1.200729544948297,0.9298245614035088,0.008771929824561403,0.06140350877192982,0.07944519694185648,1.217357672557006,0.7631578947368421
N001_JAERI_TIARA_43MEV,50,115,113,0.9238936197040934,1.0636260987463588,1.1967896726157183,0.9380530973451328,0.008849557522123894,0.05309734513274336,0.07801783290561544,0.9585889881016549,0.8230088495575221
N001_JAERI_TIARA_43MEV,100,40,40,0.8725016583964326,1.0174630797135045,1.1885966093739144,0.95,0.0,0.05,0.07503448704258486,0.9846755593669791,0.825
N001_JAERI_TIARA_43MEV,150,39,37,1.0918319347849206,1.1801089596693681,1.2462381043099526,0.918918918918919,0.05405405405405406,0.02702702702702703,0.09560102587762387,0.8138388511834891,0.8648648648648649
N002_JAERI_TIARA_68MEV,25,151,150,0.9656947922650634,1.0292303769754865,1.1723540695253518,0.96,0.0,0.04,0.069058795315328,0.9130296478782446,0.74
N002_JAERI_TIARA_68MEV,50,151,150,1.0492195789714935,1.1293181278369873,1.198809369438647,0.92,0.03333333333333333,0.04666666666666667,0.07875012856756916,1.0947742957922022,0.7533333333333333
N002_JAERI_TIARA_68MEV,100,51,51,1.033405104461727,1.1147714813351184,1.3490385696756784,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.13002436654207455,1.2174991813291753,0.7254901960784313
N002_JAERI_TIARA_68MEV,150,51,51,1.1047946140891427,1.2312429082058851,1.399777976626296,0.9019607843137255,0.0392156862745098,0.058823529411764705,0.1460591562691847,1.2793860800665682,0.8431372549019608
N002_JAERI_TIARA_68MEV,200,51,50,0.6919404463961587,0.7444234172893174,1.3566484960431797,0.86,0.0,0.14,0.1324673377087316,1.3874856417022057,0.64
