benchmark_id,iron_configuration,additional_iron_collimator_cm,n,valid_ratio_rows,geometric_mean_mc_over_reference,median_mc_over_reference,median_factor_error,fraction_within_factor2,fraction_mc_over_2x_reference,fraction_mc_under_half_reference,median_abs_log10_ratio,median_abs_uncertainty_z,fraction_within_2sigma
N001_JAERI_TIARA_43MEV,IRON_PRESENT,40.0,231,227,0.881591018322589,0.9896295947519889,1.1996600000179216,0.933920704845815,0.00881057268722467,0.05726872246696035,0.07905817851551541,1.0326462459691137,0.7929515418502202
N001_JAERI_TIARA_43MEV,NO_ADDITIONAL_IRON,0.0,79,77,0.9717707622398272,1.0836667739673365,1.2260758108381427,0.935064935064935,0.025974025974025976,0.03896103896103896,0.08851732435104696,0.8778648468106139,0.8441558441558441
N002_JAERI_TIARA_68MEV,IRON_PRESENT,80.0,302,300,1.0065912195898161,1.066310187255687,1.1799989912821913,0.94,0.016666666666666666,0.043333333333333335,0.07188163605123951,1.0256162585141375,0.7466666666666667
N002_JAERI_TIARA_68MEV,NO_ADDITIONAL_IRON,0.0,153,152,0.9261925568967458,0.9284510602998003,1.3628764071310802,0.8618421052631579,0.05263157894736842,0.08552631578947369,0.13445647349079995,1.2751401263880102,0.7368421052631579
