K,mean_concentration,uniform_baseline_concentration,mean_concentration_excess,mean_stabilization_TV
0.0,0.018315018315017056,0.0015698587127150774,0.016745159602301978,0.5857142857142774
0.20600607564523232,0.02291993720565011,0.0019884877027726297,0.02093144950287748,0.5714285714285632
0.41201215129046465,0.0271062271062256,0.008267922553635863,0.018838304552589738,0.5571428571428492
0.618018226935697,0.04678178963893045,0.01747776033490196,0.02930402930402849,0.5714285714285633
0.8240243025809293,0.016221873364729314,0.030036630036628455,-0.013814756671899141,0.5714285714285633
1.0300303782261615,0.06436420722134752,0.10832025117739023,-0.04395604395604272,0.6428571428571337
1.236036453871394,0.17906855049711615,0.23181580324436735,-0.0527472527472512,0.21428571428571125
1.4420425295166264,0.2108843537414899,0.15939298796441131,0.05149136577707858,0.41428571428570843
1.6480486051618586,0.038827838827837,0.03338566195708884,0.005442176870748154,0.38571428571428024
1.8540546808070908,0.029199372056513358,0.036734693877549233,-0.007535321821035876,0.31428571428570984
2.060060756452323,0.06645735217163527,0.07901622187336176,-0.012558869701726483,0.31428571428570984
2.2660668320975557,0.9999999999999708,0.9999999999999708,0.0,0.0
2.472072907742788,0.34986917844059634,0.5227629513343642,-0.1728937728937679,0.0857142857142845
2.67807898338802,0.8597592883306917,0.9426478283620866,-0.0828885400313949,0.07142857142857038
2.8840850590332527,0.48550497121924235,0.48885400313970273,-0.003349031920460377,0.028571428571428144
3.090091134678485,0.5076923076922925,0.4779696493982065,0.029722658294085935,0.0
3.296097210323717,0.24688644688643913,0.21883830455258332,0.028048142333855802,0.14285714285714082
3.5021032859689494,0.09827315541600902,0.06645735217163527,0.03181580324437375,0.18571428571428306
3.7081093616141816,0.036734693877549233,0.03422291993720395,0.0025117739403452827,0.31428571428570984
3.9141154372594142,0.024175824175822758,0.01538461538461421,0.008791208791208548,0.342857142857138
4.120121512904646,0.030873888016743546,0.022919937205650102,0.007953950811093444,0.48571428571427877
4.326127588549879,0.5051805337519472,0.46289900575613463,0.04228152799581253,0.2428571428571394
4.532133664195111,0.9999999999999708,0.9999999999999708,0.0,0.0
4.738139739840343,0.5290423861852275,0.49387755102039343,0.03516483516483404,0.0
4.944145815485576,0.16148613291469902,0.1719518576661378,-0.010465724751438782,0.15714285714285492
5.150151891130808,0.09450549450549109,0.11083202511773553,-0.01632653061224444,0.2714285714285676
5.35615796677604,0.052642595499736135,0.04720041862898799,0.005442176870748147,0.31428571428570984
5.562164042421273,0.022082679225535005,0.03422291993720394,-0.012140240711668932,0.38571428571428024
5.7681701180665055,0.032129774986916194,0.0212454212454199,0.010884353741496294,0.45714285714285063
5.974176193711737,0.022501308215592555,0.020408163265304802,0.002093144950287753,0.2857142857142817
6.18018226935697,0.022501308215592555,0.0312925170068011,-0.008791208791208545,0.3857142857142802
6.386188345002202,0.021664050235477458,0.019152276295132158,0.0025117739403453,0.42857142857142244
6.592194420647434,0.02668759811616805,0.015803244374671763,0.010884353741496287,0.4285714285714225
6.798200496292667,0.019989534275247262,0.01538461538461421,0.004604918890633053,0.35714285714285204
7.004206571937899,0.01664050235478686,0.014965986394556657,0.001674515960230204,0.3999999999999943
7.210212647583131,0.02040816326530481,0.03338566195708884,-0.012977498691784033,0.31428571428570984
7.416218723228363,0.027106227106225594,0.030455259026686006,-0.0033490319204604116,0.38571428571428024
7.622224798873596,0.02040816326530481,0.0296180010465709,-0.009209837781266092,0.38571428571428024
7.8282308745188285,0.02417582417582275,0.01747776033490196,0.006698063840920792,0.42857142857142244
8.034236950164061,0.0338042909471464,0.051805337519621034,-0.018001046572474637,0.38571428571428024
8.240243025809292,0.03506017791731904,0.016221873364729314,0.018838304552589724,0.342857142857138
8.446249101454525,0.8869701726844323,0.8074306645734982,0.07953950811093413,0.05714285714285637
8.652255177099757,0.44406070120354507,0.4515960230245809,-0.007535321821035834,0.0571428571428563
8.85826125274499,0.15311355311354807,0.1476713762427999,0.005442176870748161,0.19999999999999718
9.064267328390223,0.025013082155937855,0.02668759811616805,-0.0016745159602301954,0.32857142857142385
9.270273404035455,0.018733647305074614,0.018733647305074607,6.938893903907228e-18,0.3714285714285661
9.476279479680686,0.02040816326530481,0.01747776033490196,0.0029304029304028506,0.31428571428570984
9.682285555325919,0.0271062271062256,0.02166405023547745,0.005442176870748151,0.39999999999999425
9.888291630971151,0.02501308215593785,0.017059131344844405,0.007953950811093444,0.45714285714285063
10.094297706616384,0.01747776033490196,0.02417582417582275,-0.006698063840920792,0.342857142857138
10.300303782261617,0.010361067503923618,0.01705913134484441,-0.006698063840920794,0.38571428571428024
10.506309857906848,0.388383045525891,0.42522239665095524,-0.03683935112506426,0.22857142857142532
10.71231593355208,0.3741496598639342,0.2954474097331149,0.07870225013081933,0.12857142857142675
10.918322009197313,0.02417582417582275,0.02291993720565011,0.0012558869701726413,0.45714285714285063
11.124328084842546,0.02333856619570766,0.0271062271062256,-0.0037676609105179414,0.2714285714285676
11.330334160487778,0.018733647305074607,0.019570905285189705,-0.0008372579801150977,0.35714285714285204
11.536340236133011,0.039665096807952084,0.011198325484038716,0.02846677132391337,0.42857142857142244
11.742346311778242,0.025850340136052953,0.028362114076398246,-0.002511773940345293,0.42857142857142244
11.948352387423474,0.0237571951857652,0.030455259026685992,-0.006698063840920792,0.31428571428570984
12.154358463068707,0.019152276295132158,0.012454212454211366,0.006698063840920792,0.3857142857142802
12.36036453871394,0.011616954474096268,0.014547357404499113,-0.0029304029304028454,0.3571428571428521
12.566370614359172,0.011198325484038716,0.018315018315017063,-0.007116692830978348,0.3714285714285661
