observable,embedding_dimension,n,LLE_median,LLE_trimmed_mean,LLE_MAD,KS_proxy_median,KY_median,positive_count_median
pdd_percent,2,1,-0.02543543756640546,-0.02543543756640546,,0.0,0.0,0.0
pdd_percent,3,1,-0.08709167452057033,-0.08709167452057033,,0.0,0.0,0.0
pdd_percent,4,1,-0.09066903195171687,-0.09066903195171687,,0.0,0.0,0.0
