embedding_dimension,theiler_entropy_median,raw_entropy_median,adjacent_fraction_median,n
2,4.4778900514789655,3.286451881265423,0.9625,1
3,4.453425488623617,2.7604939909772552,1.0,1
4,4.569396174862706,2.933683777564012,1.0,1
5,4.774658579791253,3.067891091529201,1.0,1
6,4.9842551447948,3.150385489687941,1.0,1
7,5.101761023656136,3.2988536015321746,1.0,1
8,5.30243423753755,3.316034867530555,1.0,1
9,5.511608462930333,3.4478147415609564,1.0,1
