sample_id,run_spec,energy_eV,energy_keV,energy_MeV,sample_monitor_ratio,sample_monitor_ratio_uncertainty,interpolated_control_monitor_ratio,interpolated_control_monitor_ratio_uncertainty,transmission,transmission_uncertainty,late_control_weight,control_weight_method,sample_mid_time,early_control_mid_time,late_control_mid_time,incident_monitor_spectrum,transmitted_monitor_spectrum,gem_event_data_used,detector_basis,source,evidence_type,energy_range_1meV_1keV_flag,finite_flag,physical_transmission_flag,sample_title,sample_mass_g
6I,44785-44790,0.002316079387659679,2.316079387659679e-06,2.316079387659679e-09,0.03335640460370066,0.0049994833802896035,0.02223593240259915,0.0012386405993051598,1.5001127004596237,0.23986436200369976,0.8023784506176127,acquisition_time,2021-05-10 14:26:55.500000+00:00,2021-05-08 16:25:07.500000+00:00,2021-05-11 01:47:08.500000+00:00,1,2,False,standard_VESUVIO_RAW_monitors,ISIS_RB2000209,EXPERIMENTAL_DERIVED_MONITOR_PROXY,True,True,False,Concrete sample 6I (158.58g),158.58
