curve,observable,ensemble_group,embedding_dimension,nn_distance_entropy_raw_bits,nn_distance_entropy_theiler_bits,nn_distance_entropy_theiler2_bits,theiler_sensitivity_bits,theiler_window,nearest_distance_mean_theiler,nearest_distance_cv_theiler,adjacent_neighbor_fraction_raw,n_points,raw_quality_status
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,2,4.22202355862828,3.4885037420463196,2.6098687605853472,0.8786349814609724,2,0.07240457566606459,1.3929933929460754,0.14074074074074075,270,valid
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,3,4.559940950480011,3.4444694783585055,2.9889511966396207,0.45551828171888475,3,0.14784987286776013,1.2913756630247917,0.17843866171003717,269,valid
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,4,4.863737053380138,3.4761113403595254,3.2633313045905674,0.212780035768958,4,0.23595736148894964,1.314076720116511,0.19029850746268656,268,valid
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,5,5.1549298059835635,3.511820405192098,3.531463111119296,0.01964270592719819,5,0.32679087605312584,1.337239393346243,0.2247191011235955,267,valid
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,6,5.291729214956693,3.6509802245613314,3.6977890546045367,0.04680883004320524,6,0.41683212963872185,1.221653123597344,0.2631578947368421,266,valid
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,7,5.4027071273968446,3.873556434350186,3.9214910238254586,0.04793458947527274,7,0.5023665812048359,1.090596144706643,0.3132075471698113,265,valid
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,8,5.3885284359619785,3.9518808322433365,4.02126370901283,0.0693828767694935,8,0.5939876229102778,0.9788446405326466,0.4053030303030303,264,valid
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,9,5.5086544640452635,4.074533284470817,4.118907089760618,0.044373805289800394,9,0.6908485301166175,0.8835926362604025,0.5019011406844106,263,sampling_geometry_dominated
exfor_12_26_201_L0125_3,experimental_cross_section_barn,experimental_reaction_cross_sections,10,5.422779213116574,4.1548239329134855,4.16971401278666,0.014890079873174145,10,0.7839044538038984,0.8178659942978982,0.5725190839694656,262,sampling_geometry_dominated
exfor_13_27_4_M0267_2,experimental_cross_section_barn,experimental_reaction_cross_sections,2,5.030603462696517,5.0562444883375415,4.899005225433819,0.15723926290372248,2,0.10322102592898866,0.48138586858863813,0.24358974358974358,78,valid
exfor_13_27_4_M0267_2,experimental_cross_section_barn,experimental_reaction_cross_sections,3,4.758823762273413,4.732514261637531,4.979856879268918,0.24734261763138665,3,0.18828411811811624,0.5088918538725039,0.36363636363636365,77,valid
exfor_13_27_4_M0267_2,experimental_cross_section_barn,experimental_reaction_cross_sections,4,4.719021962149013,5.103273323184495,5.165837632423487,0.06256430923899181,4,0.3070091780964529,0.47251394399445845,0.5657894736842105,76,sampling_geometry_dominated
exfor_13_27_4_M0267_2,experimental_cross_section_barn,experimental_reaction_cross_sections,5,4.953502150605954,5.073762817388006,5.281891357047162,0.20812853965915679,5,0.4472392677335054,0.4240157515038022,0.6266666666666667,75,sampling_geometry_dominated
exfor_13_27_4_M0267_2,experimental_cross_section_barn,experimental_reaction_cross_sections,6,5.111018061370246,5.140272075375386,4.90400256922182,0.23626950615356623,6,0.6015957885612085,0.4027296921238899,0.7702702702702703,74,sampling_geometry_dominated
