curve,observable,ensemble_group,embedding_dimension,n_points_used,steps_used,coordinate_step,threshold_trimmed,quality_status,Exp1,Exp2,LLE,sum_exponents,positive_count,KS_entropy_proxy,Kaplan_Yorke_dim,Exp3,Exp4
PDD,pdd_percent,PDD,2,70,68,0.4928571428571429,False,valid,-0.02686504259443562,-1.794508436825633,-0.02686504259443562,-1.8213734794200687,0,0.0,0.0,,
PDD,pdd_percent,PDD,3,69,67,0.4928571428571429,False,valid,-0.05578133608502216,-0.9189079737829532,-0.05578133608502216,-2.6489583087321593,0,0.0,0.0,-1.674268998864184,
PDD,pdd_percent,PDD,4,68,66,0.4928571428571429,False,valid,-0.08465627096009389,-0.5529580060591154,-0.08465627096009389,-2.6530734879207434,0,0.0,0.0,-0.7404902242805966,-1.2749689866209375
