curve,observable,ensemble_group,individual_MI_delay_samples,individual_MI_delay_coordinate,selection_method,common_delay_coordinate,applied_delay_samples,applied_delay_coordinate,relative_feedback_rms,roughness_ratio,variance_ratio,correlation_original_controlled
PDD,pdd_percent,PDD,2,0.9857142857142858,first local minimum,0.9857142857142858,2,0.9857142857142858,0.008700803632774269,0.9232260476800584,0.9884310723687908,0.9996984312295742
