detector,source_proton_MeV,shield_thickness_cm,off_axis_cm,energy_lower_MeV,energy_upper_MeV,lethargy_flux_n_cm2_per_uC,error_percent,geometry_id,source_normalization_id,additional_iron_collimator_cm,peak_source_intensity_x1e9_n_sr_uC,peak_source_intensity_n_sr_uC
BC501A,43,150,0,9,10,0.0378,20.4,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
BC501A,43,150,0,8,9,0.0451,5.2,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
BC501A,43,150,0,7,8,0.0583,22.8,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
BC501A,43,150,0,6,7,0.0687,42.2,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
BC501A,43,150,0,5,6,0.0631,54.9,JAERI_43MEV_BC501A_T150_FE000,JAERI_43MEV_PEAK_3.15E9_N_SR_UC,0.0,3.15,3150000000.0
BC501A,68,25,0,68,70,16000.0,4.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,66,68,32400.0,4.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,64,66,45800.0,4.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,62,64,46600.0,4.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,60,62,34800.0,4.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,58,60,19500.0,5.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,56,58,9140.0,4.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,54,56,5440.0,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,52,54,5550.0,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,50,52,6560.0,5.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,48,50,7050.0,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,46,48,6740.0,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,44,46,5920.0,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,43,44,5280.0,5.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,42,43,4940.0,5.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,41,42,4690.0,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,40,41,4530.0,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,39,40,4420.0,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,38,39,4350.0,6.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,37,38,4270.0,6.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,36,37,4170.0,7.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,35,36,4020.0,7.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,34,35,3830.0,7.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,33,34,3630.0,7.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,32,33,3440.0,8.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,31,32,3310.0,8.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,30,31,3240.0,8.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,29,30,3230.0,8.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,28,29,3240.0,8.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,27,28,3210.0,9.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,26,27,3100.0,10.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,25,26,2900.0,12.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,24,25,2630.0,13.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,23,24,2310.0,14.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,22,23,2000.0,12.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,21,22,1690.0,9.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,20,21,1400.0,6.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,19,20,1140.0,10.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,18,19,922.0,17.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,17,18,764.0,21.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,16,17,672.0,17.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,15,16,632.0,11.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,14,15,617.0,8.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,13,14,599.0,10.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,12,13,571.0,15.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,11,12,541.0,21.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,10,11,522.0,22.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,9,10,521.0,17.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,8,9,535.0,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,7,8,549.0,28.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,0,6,7,521.0,64.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,68,70,108.0,11.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,66,68,258.0,14.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,64,66,495.0,11.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,62,64,534.0,11.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,60,62,376.0,15.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,58,60,177.0,15.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,56,58,123.0,13.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,54,56,151.0,9.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,52,54,175.0,6.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,50,52,189.0,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,48,50,200.0,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,46,48,214.0,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,44,46,224.0,6.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,43,44,226.0,6.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,42,43,226.0,5.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,41,42,225.0,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,40,41,225.0,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,39,40,225.0,6.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,38,39,225.0,6.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,37,38,227.0,6.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,36,37,228.0,6.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,35,36,230.0,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,34,35,231.0,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,33,34,230.0,5.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,32,33,228.0,6.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,31,32,223.0,6.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,30,31,216.0,6.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,29,30,208.0,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,28,29,201.0,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,27,28,194.0,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,26,27,187.0,7.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,25,26,179.0,9.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,24,25,170.0,11.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,23,24,160.0,10.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,22,23,150.0,9.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,21,22,141.0,6.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,20,21,132.0,5.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,19,20,124.0,7.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,18,19,115.0,11.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,17,18,106.0,12.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,16,17,98.2,9.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,15,16,91.1,6.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,14,15,85.1,8.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,13,14,81.1,5.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,12,13,79.8,7.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,11,12,79.9,8.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,10,11,80.0,7.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,9,10,79.4,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,8,9,78.9,5.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,20,7,8,80.7,4.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,68,70,5.04,13.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,66,68,9.94,21.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,64,66,23.6,13.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,62,64,33.7,11.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,60,62,21.4,18.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,58,60,13.5,14.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,56,58,14.1,9.0,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,54,56,15.2,7.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,52,54,15.8,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,50,52,16.7,5.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,48,50,18.6,5.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,46,48,20.8,5.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,44,46,22.0,5.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,43,44,22.2,5.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,42,43,22.3,5.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,41,42,22.4,5.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,40,41,22.9,5.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,39,40,23.5,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,38,39,24.3,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,37,38,25.3,5.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,36,37,26.4,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,35,36,27.4,5.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,34,35,28.3,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,33,34,28.8,5.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,32,33,28.7,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,31,32,28.1,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,30,31,27.2,6.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,29,30,26.3,5.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,28,29,25.7,5.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,27,28,25.3,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,26,27,25.2,6.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,25,26,25.1,8.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,24,25,24.8,10.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,23,24,24.2,9.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,22,23,23.2,8.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,21,22,22.0,6.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,20,21,20.4,4.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,19,20,18.8,6.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,18,19,17.4,9.5,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,17,18,16.6,10.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,16,17,16.2,7.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,15,16,15.9,5.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,14,15,15.5,6.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,13,14,14.9,4.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,12,13,14.4,5.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,11,12,14.4,7.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,10,11,14.6,6.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,9,10,14.7,5.4,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
BC501A,68,25,40,8,9,14.8,4.9,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0
