detector,source_proton_MeV,shield_thickness_cm,off_axis_cm,energy_lower_MeV,energy_upper_MeV,lethargy_flux_n_cm2_per_uC,error_percent,geometry_id,source_normalization_id,additional_iron_collimator_cm,peak_source_intensity_x1e9_n_sr_uC,peak_source_intensity_n_sr_uC,expected_run_id,run_id,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC,reference_sigma,mc_statistical_sigma,source_normalization_systematic_percent,source_normalization_systematic_sigma,combined_sigma,residual,relative_residual,percent_difference,log_residual,uncertainty_normalized_residual,uncertainty_correlation_note
BC501A,68,25,0,36,37,4170.0,7.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,3871.0628249280535,83.05346592044806,296.07,83.05346592044806,3.9,150.9714501721941,342.56050833173157,-298.9371750719465,-0.07168757195969941,-7.168757195969941,-0.07438693470906471,-0.8726551012192546,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,35,36,4020.0,7.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,3762.832818996987,80.61161978853738,293.46,80.61161978853738,3.9,146.75047994088249,337.8649259805034,-257.16718100301296,-0.0639719355728888,-6.39719355728888,-0.06610981959173877,-0.7611538257683866,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,34,35,3830.0,7.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,3533.742315267877,76.30059799555211,291.08,76.30059799555211,3.9,137.8159502954472,330.9721798132224,-296.2576847321229,-0.07735187590917048,-7.7351875909170476,-0.08050734783699523,-0.8951135557656541,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,33,34,3630.0,7.8,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,3422.662818170287,73.36622487950734,283.14,73.36622487950734,3.9,133.48384990864122,321.51018761386564,-207.3371818297128,-0.05711768094482446,-5.711768094482446,-0.05881379835120981,-0.6448852627921239,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,32,33,3440.0,8.1,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,3230.7108192678984,70.51093316180364,278.64,70.51093316180364,3.9,125.99772195144804,313.8271295351993,-209.2891807321016,-0.06083987811979698,-6.083987811979698,-0.06276929047732846,-0.6668932065945798,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,31,32,3310.0,8.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,3089.5585726166914,67.72378463752311,271.41999999999996,67.72378463752311,3.9,120.49278433205096,304.5879815122713,-220.44142738330856,-0.06659861854480621,-6.659861854480622,-0.06891996544266833,-0.7237364596226767,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,30,31,3240.0,8.2,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,3020.836549863226,66.13346476377876,265.67999999999995,66.13346476377876,3.9,117.81262544466581,298.0592428961515,-219.16345013677392,-0.06764304016567096,-6.764304016567096,-0.07003953350981204,-0.7353016400606436,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,29,30,3230.0,8.3,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,2853.451719149504,62.71645065021923,268.09000000000003,62.71645065021923,3.9,111.28461704683065,296.9677882758013,-376.5482808504962,-0.11657841512399264,-11.657841512399264,-0.12395274625359058,-1.2679768504077167,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,28,29,3240.0,8.7,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,2651.8232262425217,59.491117894668974,281.87999999999994,59.491117894668974,3.9,103.42110582345835,306.09059547477824,-588.1767737574783,-0.1815360412831723,-18.15360412831723,-0.20032591647357978,-1.921577410260368,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
BC501A,68,25,0,27,28,3210.0,9.6,JAERI_68MEV_BC501A_T025_FE080,JAERI_68MEV_PEAK_4.77E9_N_SR_UC,80.0,4.77,4770000000.0,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,2526.791844457988,56.79842265568544,308.16,56.79842265568544,3.9,98.54488193386155,328.4809586133306,-683.2081555420118,-0.2128374316330255,-21.28374316330255,-0.23932048472147813,-2.079901856187184,source_normalization_systematic_sigma is shared/correlated across bins in this proton-energy source; do not treat these per-bin normalized residuals as independent chi-square contributions.
