source_proton_MeV,shield_thickness_cm,measured_rem_counter_dose_equivalent_uSv_per_uC,measured_error_percent,estimated_from_measured_spectra_uSv_per_uC,quality_flag,quality_note,geometry_id,source_normalization_id,additional_iron_collimator_cm,peak_source_intensity_x1e9_n_sr_uC,peak_source_intensity_n_sr_uC,incident_peak_fluence_n_cm2_uC,expected_run_id,run_id,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC,residual,relative_residual,percent_difference,log_residual
68,0,4.58,0.45,29.9,OK,,JAERI_68MEV_REM_T000_FE000,JAERI_68MEV_PEAK_4.00E9_N_SR_UC,0.0,4.0,4000000000.0,24900.0,N002_JAERI_TIARA_68MEV__ICRP21__T000,N002_JAERI_TIARA_68MEV__ICRP21__T000,22.7528538869644,0.0017091096444186,-7.1471461130356,-0.23903498705804682,-23.903498705804683,-0.2731678972864675
68,100,0.01,1.4,0.0519,OK,,JAERI_68MEV_REM_T100_FE000,JAERI_68MEV_PEAK_4.00E9_N_SR_UC,0.0,4.0,4000000000.0,24900.0,N002_JAERI_TIARA_68MEV__ICRP21__T100,N002_JAERI_TIARA_68MEV__ICRP21__T100,0.0670839994137943,0.0014446972955084,0.015183999413794294,0.29256260912898446,29.256260912898448,0.25662676655915495
68,150,0.000789,1.5,0.00327,OK,,JAERI_68MEV_REM_T150_FE000,JAERI_68MEV_PEAK_4.00E9_N_SR_UC,0.0,4.0,4000000000.0,24900.0,N002_JAERI_TIARA_68MEV__ICRP21__T150,N002_JAERI_TIARA_68MEV__ICRP21__T150,0.0046575144100037,0.0003982604237742,0.0013875144100037001,0.4243163333344649,42.43163333344649,0.3536919325149669
