relative_path,size_bytes,size_mib,sha256,part_count
processed/IAEA_EXFOR/exfor_c4_all_points.parquet,161563006,154.078489,0cf8cb58112fceaf66acf9a6d76fd03cf199e27d9e57eaaf513fd494b1e7e5b3,7
processed/IAEA_EXFOR/exfor_mf3_cross_sections.parquet,104432341,99.594441,56e88f2fefed3a3a3f60c4bf6a86bb698f8006032803212641501d7b21663b33,5
processed/PSSD/otherfiles.zip,58038092,55.349438,24c5c183c6a0d017db0f07acb1c7d1f52af6345e06d989e5e82e293133229d2f,3
processed/PSSD/pssd_semantic_spectra.csv.gz,31395401,29.940988,68fdf4c19bcbcf2aa3bfeaf7f48967154bf9fb6245b30bd52d5062195b94cc22,2
raw/IAEA_PD2019/iaea-pd2019.tar.gz,164096615,156.494727,29a1edf72e68f9acfd1c16c00696e23f9c52f8c1191563ed34d9657da57df4a4,7
raw/PSSD/PSSD.zip,514769190,490.922155,b5c890fa7e757e70b635499a79881763cda6ca8904136fefcb3b415051ab278e,21
raw/RB2000164/RB2000164_raw.zip,1039573918,991.414946,48f135c6521ab09d818cd1c8c271b0343fed99a726c7d910b7fb29aa34953cff,42
raw/RB2000209/RB2000209_raw.zip,820972021,782.939931,2695a16eb6100ce8560d15ab5b0e0d8915eb9dd69fba3a0a8ee0900fff556108,33
