embedding_dimension,theiler_entropy_median,raw_entropy_median,adjacent_fraction_median,n
2,4.39192341367854,3.0539304105688823,0.9710144927536232,1
3,4.6793951065171875,2.887908736721521,1.0,1
4,5.065797399283834,3.0828876853508964,1.0,1
5,5.404020445017689,3.2255882902009962,1.0,1
6,5.518446466841324,3.248143141881612,1.0,1
7,5.456954882778696,3.4072106596232064,1.0,1
8,5.520853137751289,3.456642132507609,1.0,1
