source_file,size_bytes,data_rows,comment_rows,parse_errors,MF_values,MT_values,filename_projectile,filename_target,filename_reaction,filename_quantity,filename_distribution,filename_spectrum
c4/1/11426.013-n-Zr96-g-sig-excfun-spa-Brooksbank_1955.c4,1017,1,25,0,[3],[102],n,Zr96,g,sig,excfun,spa
c4/1/11426.014-n-Pt196-g-sig-excfun-spa-Brooksbank_1955.c4,1020,1,25,0,[3],[102],n,Pt196,g,sig,excfun,spa
c4/1/11427.002-n-F19-tot-sig-excfun-mon-Bilpuch_1964.c4,27194,201,22,0,[3],[1],n,F19,tot,sig,excfun,mon
c4/1/11428.002-n-O-tot-sig-excfun-mon-Palevsky_1955.c4,2247,12,22,0,[3],[1],n,O,tot,sig,excfun,mon
c4/1/11429.002-n-Na23-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Na23,g,sig,excfun,mon
c4/1/11429.003-n-Si30-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Si30,g,sig,excfun,mon
c4/1/11429.004-n-K41-g-sig-excfun-mon-Booth_1958.c4,927,1,24,0,[3],[102],n,K41,g,sig,excfun,mon
c4/1/11429.005-n-Sc45-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Sc45,g,sig,excfun,mon
c4/1/11429.006-n-Mn55-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Mn55,g,sig,excfun,mon
c4/1/11429.007-n-Ni64-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Ni64,g,sig,excfun,mon
c4/1/11429.008-n-Cu63-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Cu63,g,sig,excfun,mon
c4/1/11429.009-n-Cu65-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Cu65,g,sig,excfun,mon
c4/1/11429.010-n-Zn68-g-sig-excfun-mon-Booth_1958.c4,934,1,24,0,[3],[102],n,Zn68,g,sig,excfun,mon
c4/1/11429.011-n-Zn68-g-sig-excfun-mon-Booth_1958.c4,934,1,24,0,[3],[102],n,Zn68,g,sig,excfun,mon
c4/1/11429.012-n-As75-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,As75,g,sig,excfun,mon
c4/1/11429.013-n-Y89-g-sig-excfun-mon-Booth_1958.c4,927,1,24,0,[3],[102],n,Y89,g,sig,excfun,mon
c4/1/11429.014-n-Mo98-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,Mo98,g,sig,excfun,mon
c4/1/11429.015-n-Pd108-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,Pd108,g,sig,excfun,mon
c4/1/11429.017-n-In113-g-sig-excfun-mon-Booth_1958.c4,937,1,24,0,[3],[102],n,In113,g,sig,excfun,mon
c4/1/11429.018-n-In115-g-sig-excfun-mon-Booth_1958.c4,945,1,24,0,[3],[102],n,In115,g,sig,excfun,mon
c4/1/11429.019-n-Sb121-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,Sb121,g,sig,excfun,mon
c4/1/11429.020-n-Sb123-x-sigc-excfun-mon-Booth_1958.c4,940,1,24,0,[3],[459],n,Sb123,x,sigc,excfun,mon
c4/1/11429.021-n-Cs133-g-sig-excfun-mon-Booth_1958.c4,937,1,24,0,[3],[102],n,Cs133,g,sig,excfun,mon
c4/1/11429.022-n-Cs133-g-sig-excfun-mon-Booth_1958.c4,937,1,24,0,[3],[102],n,Cs133,g,sig,excfun,mon
c4/1/11429.023-n-La139-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,La139,g,sig,excfun,mon
c4/1/11429.024-n-Pr141-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,Pr141,g,sig,excfun,mon
c4/1/11429.025-n-Dy164-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,Dy164,g,sig,excfun,mon
c4/1/11429.026-n-Ta181-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,Ta181,g,sig,excfun,mon
c4/1/11429.027-n-W184-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,W184,g,sig,excfun,mon
c4/1/11429.028-n-W186-g-sig-excfun-mon-Booth_1958.c4,930,1,24,0,[3],[102],n,W186,g,sig,excfun,mon
c4/1/11429.029-n-Pt196-x-sigc-excfun-mon-Booth_1958.c4,940,1,24,0,[3],[459],n,Pt196,x,sigc,excfun,mon
c4/1/11429.030-n-Pt198-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,Pt198,g,sig,excfun,mon
c4/1/11429.031-n-Au197-g-sig-excfun-mon-Booth_1958.c4,933,1,24,0,[3],[102],n,Au197,g,sig,excfun,mon
c4/1/11429.032-n-Bi209-g-sig-excfun-mon-Booth_1958.c4,937,1,24,0,[3],[102],n,Bi209,g,sig,excfun,mon
c4/1/11432.002-n-O-tot-sig-excfun-mon-Jones%Jr_1948.c4,2323,12,23,0,[3],[1],n,O,tot,sig,excfun,mon
c4/1/11432.003-n-C-tot-sig-excfun-mon-Jones%Jr_1948.c4,2323,12,23,0,[3],[1],n,C,tot,sig,excfun,mon
c4/1/11432.004.1-n-H1-tot-sig-excfun-mon-Jones%Jr_1948.c4,870,1,23,0,[3],[1],n,H1,tot,sig,excfun,mon
c4/1/11432.004.2-n-H1-tot-sig-excfun-mon-Jones%Jr_1948.c4,870,1,23,0,[3],[1],n,H1,tot,sig,excfun,mon
c4/1/11432.005-n-H1-tot-sig-excfun-mon-Jones%Jr_1948.c4,7207,49,23,0,[3],[1],n,H1,tot,sig,excfun,mon
c4/1/11432.006.1-n-O-tot-sig-excfun-mon-Jones%Jr_1948.c4,870,1,23,0,[3],[1],n,O,tot,sig,excfun,mon
c4/1/11432.006.2-n-C-tot-sig-excfun-mon-Jones%Jr_1948.c4,870,1,23,0,[3],[1],n,C,tot,sig,excfun,mon
c4/1/11433.002-n-O16-a-adxl-angdisc-mon-Maxson_1968.c4,2373,12,24,0,[4],[800],n,O16,a,adxl,angdisc,mon
c4/1/11434.002-n-F19-el-sig-excfun-mxw-Hibdon_1951.c4,862,1,24,0,[3],[2],n,F19,el,sig,excfun,mxw
c4/1/11434.003-n-Ti-el-sig-excfun-mxw-Hibdon_1951.c4,859,1,24,0,[3],[2],n,Ti,el,sig,excfun,mxw
c4/1/11434.004-n-Th232-el-sig-excfun-mxw-Hibdon_1951.c4,872,1,24,0,[3],[2],n,Th232,el,sig,excfun,mxw
c4/1/11434.005-n-U235-el-sig-excfun-mxw-Hibdon_1951.c4,869,1,24,0,[3],[2],n,U235,el,sig,excfun,mxw
c4/1/11434.008-n-U238-el-sig-excfun-mxw-Hibdon_1951.c4,869,1,24,0,[3],[2],n,U238,el,sig,excfun,mxw
c4/1/11437.002-n-O17-a-sig-excfun-mxw-May_1947.c4,923,1,25,0,[3],[107],n,O17,a,sig,excfun,mxw
c4/1/11442.002-n-F19-inl-adxc-angdisc-mon-Clarke_1970.c4,2411,12,25,0,[4],[4],n,F19,inl,adxc,angdisc,mon
c4/1/11443.002-n-Na23-tot-sig-excfun-mon-Joki_1955.c4,48960,365,24,0,[3],[1],n,Na23,tot,sig,excfun,mon
c4/1/11443.003-n-K-tot-sig-excfun-mon-Joki_1955.c4,47770,356,24,0,[3],[1],n,K,tot,sig,excfun,mon
c4/1/11443.004-n-Rb-tot-sig-excfun-mon-Joki_1955.c4,61367,459,24,0,[3],[1],n,Rb,tot,sig,excfun,mon
c4/1/11445.002-n-O18-g-sig-excfun-mon-Vaughn_1968.c4,6750,45,25,0,[3],[102],n,O18,g,sig,excfun,mon
c4/1/11446.002-n-I127-tot-sig-excfun-mon-Slaughter_1958.c4,32616,241,24,0,[3],[1],n,I127,tot,sig,excfun,mon
c4/1/11446.007-n-Au197-tot-sig-excfun-mon-Slaughter_1958.c4,41725,310,24,0,[3],[1],n,Au197,tot,sig,excfun,mon
c4/1/11447.002-n-O18-g-sig-excfun-spa-Seren_1947.c4,926,1,24,0,[3],[102],n,O18,g,sig,excfun,spa
c4/1/11447.003-n-F19-g-sig-excfun-spa-Seren_1947.c4,926,1,24,0,[3],[102],n,F19,g,sig,excfun,spa
c4/1/11447.004-n-Na23-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Na23,g,sig,excfun,spa
c4/1/11447.005-n-Mg26-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Mg26,g,sig,excfun,spa
c4/1/11447.006-n-Al27-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Al27,g,sig,excfun,mxw
c4/1/11447.007-n-Si30-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Si30,g,sig,excfun,spa
c4/1/11447.008-n-P31-g-sig-excfun-spa-Seren_1947.c4,930,1,24,0,[3],[102],n,P31,g,sig,excfun,spa
c4/1/11447.009-n-S34-g-sig-excfun-spa-Seren_1947.c4,930,1,24,0,[3],[102],n,S34,g,sig,excfun,spa
c4/1/11447.010-n-Cl35-p-sig-excfun-mxw-Seren_1947.c4,931,1,24,0,[3],[103],n,Cl35,p,sig,excfun,mxw
c4/1/11447.011-n-Cl37-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Cl37,g,sig,excfun,mxw
c4/1/11447.012-n-K41-g-sig-excfun-spa-Seren_1947.c4,930,1,24,0,[3],[102],n,K41,g,sig,excfun,spa
c4/1/11447.014-n-Ca44-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Ca44,g,sig,excfun,spa
c4/1/11447.017-n-Sc45-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Sc45,g,sig,excfun,spa
c4/1/11447.018-n-Ti50-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Ti50,g,sig,excfun,spa
c4/1/11447.020-n-V51-g-sig-excfun-mxw-Seren_1947.c4,930,1,24,0,[3],[102],n,V51,g,sig,excfun,mxw
c4/1/11447.021-n-Cr50-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Cr50,g,sig,excfun,spa
c4/1/11447.023-n-Mn55-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Mn55,g,sig,excfun,mxw
c4/1/11447.024-n-Fe58-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Fe58,g,sig,excfun,spa
c4/1/11447.025-n-Co59-g-sig-excfun-mxw-Seren_1947.c4,937,1,24,0,[3],[102],n,Co59,g,sig,excfun,mxw
c4/1/11447.026-n-Co59-g-sig-excfun-spa-Seren_1947.c4,937,1,24,0,[3],[102],n,Co59,g,sig,excfun,spa
c4/1/11447.027-n-Ni64-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Ni64,g,sig,excfun,mxw
c4/1/11447.028-n-Cu63-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Cu63,g,sig,excfun,mxw
c4/1/11447.029-n-Cu65-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Cu65,g,sig,excfun,mxw
c4/1/11447.030-n-Zn64-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Zn64,g,sig,excfun,spa
c4/1/11447.031-n-Zn68-g-sig-excfun-mxw-Seren_1947.c4,937,1,24,0,[3],[102],n,Zn68,g,sig,excfun,mxw
c4/1/11447.032-n-Zn68-g-sig-excfun-spa-Seren_1947.c4,937,1,24,0,[3],[102],n,Zn68,g,sig,excfun,spa
c4/1/11447.033-n-Ga69-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Ga69,g,sig,excfun,mxw
c4/1/11447.034-n-Ga71-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Ga71,g,sig,excfun,spa
c4/1/11447.036-n-Ge70-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Ge70,g,sig,excfun,spa
c4/1/11447.037-n-Ge74-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Ge74,g,sig,excfun,spa
c4/1/11447.038-n-Ge76-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Ge76,g,sig,excfun,spa
c4/1/11447.039-n-As75-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,As75,g,sig,excfun,mxw
c4/1/11447.040-n-Se74-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Se74,g,sig,excfun,spa
c4/1/11447.041-n-Se80-x-sigc-excfun-mxw-Seren_1947.c4,942,1,24,0,[3],[459],n,Se80,x,sigc,excfun,mxw
c4/1/11447.042-n-Se80-g-sig-excfun-spa-Seren_1947.c4,939,1,24,0,[3],[102],n,Se80,g,sig,excfun,spa
c4/1/11447.043-n-Se82-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Se82,g,sig,excfun,spa
c4/1/11447.044-n-Br79-g-sig-excfun-mxw-Seren_1947.c4,937,1,24,0,[3],[102],n,Br79,g,sig,excfun,mxw
c4/1/11447.045-n-Br79-g-sig-excfun-mxw-Seren_1947.c4,937,1,24,0,[3],[102],n,Br79,g,sig,excfun,mxw
c4/1/11447.046-n-Br81-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Br81,g,sig,excfun,spa
c4/1/11447.047-n-Rb85-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Rb85,g,sig,excfun,spa
c4/1/11447.048-n-Rb87-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Rb87,g,sig,excfun,mxw
c4/1/11447.049-n-Sr86-g-sig-excfun-mxw-Seren_1947.c4,937,1,24,0,[3],[102],n,Sr86,g,sig,excfun,mxw
c4/1/11447.050-n-Sr88-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Sr88,g,sig,excfun,spa
c4/1/11447.051-n-Y89-g-sig-excfun-spa-Seren_1947.c4,930,1,24,0,[3],[102],n,Y89,g,sig,excfun,spa
c4/1/11447.055-n-Nb93-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,Nb93,g,sig,excfun,mxw
c4/1/11447.056-n-Mo100-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Mo100,g,sig,excfun,spa
c4/1/11447.057-n-Mo98-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,Mo98,g,sig,excfun,spa
c4/1/11447.061-n-Ru102-g-sig-excfun-spa-Seren_1947.c4,938,1,24,0,[3],[102],n,Ru102,g,sig,excfun,spa
c4/1/11447.062-n-Rh103-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Rh103,g,sig,excfun,mxw
c4/1/11447.063-n-Rh103-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Rh103,g,sig,excfun,mxw
c4/1/11447.064-n-Pd108-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Pd108,g,sig,excfun,mxw
c4/1/11447.065-n-Pd110-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Pd110,g,sig,excfun,mxw
c4/1/11447.066-n-Ag107-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Ag107,g,sig,excfun,mxw
c4/1/11447.067-n-Ag109-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Ag109,g,sig,excfun,mxw
c4/1/11447.068-n-Ag109-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Ag109,g,sig,excfun,spa
c4/1/11447.069-n-Cd114-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Cd114,g,sig,excfun,spa
c4/1/11447.070-n-Cd114-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Cd114,g,sig,excfun,spa
c4/1/11447.071-n-Cd116-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Cd116,g,sig,excfun,spa
c4/1/11447.072-n-Ag107-g-sig-excfun-spa-Seren_1947.c4,938,1,24,0,[3],[102],n,Ag107,g,sig,excfun,spa
c4/1/11447.073-n-In113-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,In113,g,sig,excfun,mxw
c4/1/11447.074-n-In115-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,In115,g,sig,excfun,mxw
c4/1/11447.075-n-In115-g-sig-excfun-mxw-Seren_1947.c4,942,1,24,0,[3],[102],n,In115,g,sig,excfun,mxw
c4/1/11447.076-n-Sn112-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Sn112,g,sig,excfun,spa
c4/1/11447.077-n-Sn124-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Sn124,g,sig,excfun,spa
c4/1/11447.078-n-Sn122-g-sig-excfun-spa-Seren_1947.c4,942,1,24,0,[3],[102],n,Sn122,g,sig,excfun,spa
c4/1/11447.079-n-Sn120-g-sig-excfun-spa-Seren_1947.c4,942,1,24,0,[3],[102],n,Sn120,g,sig,excfun,spa
c4/1/11447.080-n-Sn124-g-sig-excfun-mxw-Seren_1947.c4,938,1,24,0,[3],[102],n,Sn124,g,sig,excfun,mxw
c4/1/11447.082-n-Sb121-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Sb121,g,sig,excfun,spa
c4/1/11447.083-n-Sb123-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Sb123,g,sig,excfun,spa
c4/1/11447.084-n-Te126-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Te126,g,sig,excfun,spa
c4/1/11447.085-n-Te126-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Te126,g,sig,excfun,spa
c4/1/11447.086-n-Te128-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Te128,g,sig,excfun,spa
c4/1/11447.087-n-Te128-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Te128,g,sig,excfun,spa
c4/1/11447.088-n-Te130-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Te130,g,sig,excfun,mxw
c4/1/11447.090-n-I127-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,I127,g,sig,excfun,mxw
c4/1/11447.091-n-Cs133-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Cs133,g,sig,excfun,spa
c4/1/11447.092-n-Cs133-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Cs133,g,sig,excfun,spa
c4/1/11447.093-n-Ba138-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Ba138,g,sig,excfun,mxw
c4/1/11447.094-n-La139-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,La139,g,sig,excfun,spa
c4/1/11447.095-n-Pr141-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Pr141,g,sig,excfun,mxw
c4/1/11447.096-n-Sm152-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Sm152,g,sig,excfun,mxw
c4/1/11447.101-n-Gd158-g-sig-excfun-mxw-Seren_1947.c4,938,1,24,0,[3],[102],n,Gd158,g,sig,excfun,mxw
c4/1/11447.105-n-Dy164-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Dy164,g,sig,excfun,mxw
c4/1/11447.106-n-Dy164-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Dy164,g,sig,excfun,mxw
c4/1/11447.107-n-Ho165-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Ho165,g,sig,excfun,mxw
c4/1/11447.108-n-Tm169-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Tm169,g,sig,excfun,mxw
c4/1/11447.109-n-Lu175-g-sig-excfun-mxw-Seren_1947.c4,942,1,24,0,[3],[102],n,Lu175,g,sig,excfun,mxw
c4/1/11447.110-n-Lu176-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Lu176,g,sig,excfun,mxw
c4/1/11447.111-n-Hf180-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Hf180,g,sig,excfun,spa
c4/1/11447.112-n-Ta181-g-sig-excfun-mxw-Seren_1947.c4,942,1,24,0,[3],[102],n,Ta181,g,sig,excfun,mxw
c4/1/11447.113-n-Ta181-g-sig-excfun-mxw-Seren_1947.c4,946,1,24,0,[3],[102],n,Ta181,g,sig,excfun,mxw
c4/1/11447.114-n-W184-g-sig-excfun-spa-Seren_1947.c4,933,1,24,0,[3],[102],n,W184,g,sig,excfun,spa
c4/1/11447.115-n-W186-g-sig-excfun-mxw-Seren_1947.c4,933,1,24,0,[3],[102],n,W186,g,sig,excfun,mxw
c4/1/11447.116-n-Re185-g-sig-excfun-mxw-Seren_1947.c4,940,1,24,0,[3],[102],n,Re185,g,sig,excfun,mxw
c4/1/11447.117-n-Re187-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Re187,g,sig,excfun,mxw
c4/1/11447.118-n-Os192-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Os192,g,sig,excfun,spa
c4/1/11447.119-n-Os190-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Os190,g,sig,excfun,spa
c4/1/11447.120-n-Ir191-g-sig-excfun-mxw-Seren_1947.c4,942,1,24,0,[3],[102],n,Ir191,g,sig,excfun,mxw
c4/1/11447.121-n-Ir191-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Ir191,g,sig,excfun,mxw
c4/1/11447.122-n-Ir193-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Ir193,g,sig,excfun,mxw
c4/1/11447.123-n-Pt196-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Pt196,g,sig,excfun,spa
c4/1/11447.125-n-Pt198-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Pt198,g,sig,excfun,mxw
c4/1/11447.126-n-Au197-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Au197,g,sig,excfun,mxw
c4/1/11447.127-n-Hg204-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Hg204,g,sig,excfun,mxw
c4/1/11447.128-n-Hg202-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Hg202,g,sig,excfun,spa
c4/1/11447.129-n-Tl205-g-sig-excfun-mxw-Seren_1947.c4,936,1,24,0,[3],[102],n,Tl205,g,sig,excfun,mxw
c4/1/11447.130-n-Tl203-g-sig-excfun-spa-Seren_1947.c4,936,1,24,0,[3],[102],n,Tl203,g,sig,excfun,spa
c4/1/11447.131-n-Bi209-g-sig-excfun-spa-Seren_1947.c4,940,1,24,0,[3],[102],n,Bi209,g,sig,excfun,spa
c4/1/11447.132-n-Sm154-g-sig-excfun-mxw-Seren_1947.c4,938,1,24,0,[3],[102],n,Sm154,g,sig,excfun,mxw
c4/1/11448.002-n-Na23-g-sig-excfun-mon-Reese%Jr_1953.c4,875,1,24,0,[3],[102],n,Na23,g,sig,excfun,mon
c4/1/11449.002-n-Ne20-a-sig-excfun-mon-Graves_1946.c4,898,1,24,0,[3],[107],n,Ne20,a,sig,excfun,mon
c4/1/11449.003-n-Ar-a-sig-excfun-mon-Graves_1946.c4,872,1,23,0,[3],[107],n,Ar,a,sig,excfun,mon
c4/1/11450.002-n-Na23-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Na23,g,sig,excfun,fis
c4/1/11450.003-n-Mg26-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Mg26,g,sig,excfun,fis
c4/1/11450.004-n-Al27-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Al27,g,sig,excfun,fis
c4/1/11450.005-n-Cl37-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Cl37,g,sig,excfun,fis
c4/1/11450.006-n-K41-g-sig-excfun-fis-Hughes_1949.c4,935,1,24,0,[3],[102],n,K41,g,sig,excfun,fis
c4/1/11450.007-n-V51-g-sig-excfun-fis-Hughes_1949.c4,935,1,24,0,[3],[102],n,V51,g,sig,excfun,fis
c4/1/11450.008-n-Mn55-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Mn55,g,sig,excfun,fis
c4/1/11450.009-n-Co59-g-sig-excfun-fis-Hughes_1949.c4,942,1,24,0,[3],[102],n,Co59,g,sig,excfun,fis
c4/1/11450.010-n-Co59-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Co59,g,sig,excfun,fis
c4/1/11450.011-n-Ni64-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Ni64,g,sig,excfun,fis
c4/1/11450.012-n-Cu63-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Cu63,g,sig,excfun,fis
c4/1/11450.013-n-Cu65-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Cu65,g,sig,excfun,fis
c4/1/11450.014-n-Zn68-g-sig-excfun-fis-Hughes_1949.c4,942,1,24,0,[3],[102],n,Zn68,g,sig,excfun,fis
c4/1/11450.015-n-Zn68-g-sig-excfun-fis-Hughes_1949.c4,942,1,24,0,[3],[102],n,Zn68,g,sig,excfun,fis
c4/1/11450.016-n-Ga69-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Ga69,g,sig,excfun,fis
c4/1/11450.019-n-As75-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,As75,g,sig,excfun,fis
c4/1/11450.020-n-Br79-g-sig-excfun-fis-Hughes_1949.c4,942,1,24,0,[3],[102],n,Br79,g,sig,excfun,fis
c4/1/11450.021-n-Br79-g-sig-excfun-fis-Hughes_1949.c4,942,1,24,0,[3],[102],n,Br79,g,sig,excfun,fis
c4/1/11450.022-n-Br81-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Br81,g,sig,excfun,fis
c4/1/11450.023-n-Nb93-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Nb93,g,sig,excfun,fis
c4/1/11450.024-n-Mo98-g-sig-excfun-fis-Hughes_1949.c4,938,1,24,0,[3],[102],n,Mo98,g,sig,excfun,fis
c4/1/11450.025-n-Mo100-g-sig-excfun-fis-Hughes_1949.c4,941,1,24,0,[3],[102],n,Mo100,g,sig,excfun,fis
c4/1/11450.026-n-Rh103-g-sig-excfun-fis-Hughes_1949.c4,945,1,24,0,[3],[102],n,Rh103,g,sig,excfun,fis
c4/1/11450.027-n-Rh103-g-sig-excfun-fis-Hughes_1949.c4,945,1,24,0,[3],[102],n,Rh103,g,sig,excfun,fis
c4/1/11450.028-n-Ag107-g-sig-excfun-fis-Hughes_1949.c4,941,1,24,0,[3],[102],n,Ag107,g,sig,excfun,fis
c4/1/11450.029-n-Ag109-g-sig-excfun-fis-Hughes_1949.c4,945,1,24,0,[3],[102],n,Ag109,g,sig,excfun,fis
