run_id,off_axis_cm,energy_lower_MeV,energy_upper_MeV,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,6,7,0.092822291990097866,0.014181113385600149
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,7,8,0.080576934465458563,0.014729736940874157
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,8,9,0.071682570995093092,0.013708509568218336
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,9,10,0.069837384308417474,0.014288196294958604
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,10,11,0.07604029708254767,0.016544395795219116
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,11,12,0.092234732091581784,0.017956198543191297
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,12,13,0.10075449756428251,0.021389291831212635
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,13,14,0.10637650711534545,0.023921138870461767
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,14,15,0.069429527385118123,0.018154394904364927
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,15,16,0.080853174529394098,0.020130526758556991
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,16,17,0.1430175134391897,0.030505323350821595
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,17,18,0.09208440956057562,0.02349805636352803
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,18,19,0.10610975457121287,0.024445813439271161
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,19,20,0.11758632878359382,0.027360152959807014
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,20,21,0.1005275223677585,0.02601477922783061
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,21,22,0.15521665086688682,0.036367185482518723
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,22,23,0.12311477500361624,0.032643974803331977
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,23,24,0.11914764214695812,0.031196140082144466
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,24,25,0.17429160769678984,0.040924200396254648
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,25,26,0.16804759443075548,0.041767964048094866
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,26,27,0.13756232080625755,0.03802832078161543
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,27,28,0.16444451031931573,0.039761574518437065
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T200_FE000,0,28,29,0.18984681111355672,0.045275149685625009
