run_id,mc_incident_peak_fluence_n_cm2_per_uC,mc_sigma_incident_peak_fluence_n_cm2_per_uC,source_solid_angle_sr,normalization_scale_per_primary_per_uC,normalization_multiplier_for_per_primary_mean_per_uC
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T050_FE040,18655.293391891279,25.374535604649221,0.00058312603605229136,4.9502969198622653,4950296.9198622657
