run_id,off_axis_cm,energy_lower_MeV,energy_upper_MeV,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,5,6,0.068200668950276863,0.0087396262547584196
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,6,7,0.083744166106692178,0.01122902917031793
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,7,8,0.05660337854377151,0.0095859436018084412
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,8,9,0.053222914081088576,0.0095312926524057668
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,9,10,0.058382178481861627,0.011702184734956494
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,10,11,0.053651520452593887,0.012318548753591133
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,11,12,0.045771149473047459,0.010647146328282755
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,12,13,0.07436403891800869,0.015881590725481898
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,13,14,0.043815382862787876,0.011933453436582503
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,14,15,0.044216320236978975,0.012511712043910836
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,15,16,0.059636505603853272,0.015827368533481691
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,16,17,0.11913397327328749,0.023801575625156203
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,17,18,0.058290122989802427,0.014750258460437154
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,18,19,0.12710061584793864,0.024002051438685279
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,19,20,0.10159691260180273,0.023357396496738566
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,20,21,0.10590649417524624,0.024147011774742606
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,21,22,0.1080313801211068,0.02445918666747663
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,22,23,0.061078080074305555,0.016369127889804262
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,23,24,0.067014150077436607,0.018671446751804256
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,24,25,0.10754885646018017,0.02760011567143596
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,25,26,0.10728928394192111,0.025802199308675496
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,26,27,0.11238878948226554,0.028282298883046616
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,27,28,0.15058553198061378,0.035387169670621596
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,28,29,0.12532319081240906,0.029972375123522577
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,29,30,0.13476887653292063,0.030718831928832312
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,30,31,0.19007310306609454,0.037898529735077575
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,31,32,0.12290854582005566,0.028629255968189278
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,32,33,0.16340394578442502,0.037028744261625918
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,33,34,0.24779705518526771,0.046289599639407646
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,34,35,0.26295624000940004,0.052354325393372605
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,35,36,0.37707252978891781,0.060328632916396577
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,36,37,0.4658599643972085,0.070166083971378274
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,37,38,0.86110063004707582,0.096228559438392522
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,38,39,0.80949908015360039,0.092902499426606139
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,39,40,1.0243089306889002,0.10926455595529777
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,40,41,0.55789474261209315,0.08070119848720142
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,41,42,0.21210078105875491,0.053912981028538018
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,42,43,0,0
N001_JAERI_TIARA_43MEV__TRANS__JAERI_43MEV_BC501A_T150_FE000,0,43,44,0,0
