run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N001_JAERI_TIARA_43MEV__ICRP21__T150,150,0.00015614467797025076,5.4748901827815026e-05
