run_id,off_axis_cm,energy_lower_MeV,energy_upper_MeV,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,6,7,699.84292438792386,12.836923021045855
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,7,8,663.5743993818171,13.489960920570322
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,8,9,766.70426378009506,15.855178305644502
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,9,10,789.81096300886497,17.037859084089494
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,10,11,833.68480211884628,18.542643931232995
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,11,12,789.63221247104036,19.046294225710518
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,12,13,902.92298561908126,21.56116177374609
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,13,14,925.81540507001478,22.730759192433208
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,14,15,973.61470495039657,23.792420643062268
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,15,16,1078.5756320347659,26.354472749994812
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,16,17,1249.8972443008313,29.476144809836512
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,17,18,1316.5383886747745,31.353905145575702
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T025_FE080,0,18,19,1415.8815652749681,33.6157402657891
