run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N001_JAERI_TIARA_43MEV__ICRP21__T100,100,0.0075479738792039869,0.00047832262854884149
