run_id,mc_incident_peak_fluence_n_cm2_per_uC,mc_sigma_incident_peak_fluence_n_cm2_per_uC,source_solid_angle_sr,normalization_scale_per_primary_per_uC,normalization_multiplier_for_per_primary_mean_per_uC
N001_JAERI_TIARA_43MEV__ICRP21__T025,19905.551378340475,23.8324437012025,0.00058312603605229136,4.5198363181351118,4519836.3181351116
