run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N001_JAERI_TIARA_43MEV__ICRP21__T025,25,3.4272757429978316,0.0083459207331198233
