run_id,mc_incident_peak_fluence_n_cm2_per_uC,mc_sigma_incident_peak_fluence_n_cm2_per_uC,source_solid_angle_sr,normalization_scale_per_primary_per_uC,normalization_multiplier_for_per_primary_mean_per_uC
NORM_68MEV_FE000,24969.425974719812,33.221177174914651,0.00058312603605229136,6.4541066096469439,6454106.6096469443
