run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N002_JAERI_TIARA_68MEV__ICRP21__T000,0,22.752853886964402,0.0017091096444186986
