run_id,off_axis_cm,energy_lower_MeV,energy_upper_MeV,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC
NORM_43MEV_FE040,0,9.9999999999999994e-12,72.5,1203.5034718009485,0.56747257005836937
