run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N002_JAERI_TIARA_68MEV__ICRP21__T150,150,0.0046575144100037078,0.00039826042377421553
