run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N001_JAERI_TIARA_43MEV__ICRP21__T050,50,0.41442315743739988,0.00316391284653521
