run_id,off_axis_cm,energy_lower_MeV,energy_upper_MeV,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC
CTRL_JAERI43_T025,0,9.9999999999999994e-12,1.2798806800472323e-11,0,0
CTRL_JAERI43_T025,0,1.2798806800472323e-11,1.6380945551581657e-11,0,0
CTRL_JAERI43_T025,0,1.6380945551581657e-11,2.0965655732375102e-11,0,0
CTRL_JAERI43_T025,0,2.0965655732375102e-11,2.6833537716388402e-11,0,0
CTRL_JAERI43_T025,0,2.6833537716388402e-11,3.4343726500524242e-11,0,0
CTRL_JAERI43_T025,0,3.4343726500524242e-11,4.395587202884712e-11,0,0
CTRL_JAERI43_T025,0,4.395587202884712e-11,5.62582713843502e-11,0,0
CTRL_JAERI43_T025,0,5.62582713843502e-11,7.2003874637683884e-11,0,0
CTRL_JAERI43_T025,0,7.2003874637683884e-11,9.215636803731451e-11,0,0
CTRL_JAERI43_T025,0,9.215636803731451e-11,1.1794915499428113e-10,0,0
CTRL_JAERI43_T025,0,1.1794915499428113e-10,1.5096084470507755e-10,0,0
CTRL_JAERI43_T025,0,1.5096084470507755e-10,1.9321186858163928e-10,0.18318229543976616,0.18318229543976614
CTRL_JAERI43_T025,0,1.9321186858163928e-10,2.4728813775346495e-10,0,0
CTRL_JAERI43_T025,0,2.4728813775346495e-10,3.1649930991551841e-10,0,0
CTRL_JAERI43_T025,0,3.1649930991551841e-10,4.050813520091551e-10,0,0
CTRL_JAERI43_T025,0,4.050813520091551e-10,5.1845579628392966e-10,0,0
CTRL_JAERI43_T025,0,5.1845579628392966e-10,6.6356155712230529e-10,0,0
CTRL_JAERI43_T025,0,6.6356155712230529e-10,8.492796169828964e-10,0,0
CTRL_JAERI43_T025,0,8.492796169828964e-10,1.0869765737343225e-09,0.18809369729687234,0.18809369729687234
CTRL_JAERI43_T025,0,1.0869765737343225e-09,1.3912003163865009e-09,0.79823680334386304,0.35870023463832124
CTRL_JAERI43_T025,0,1.3912003163865009e-09,1.7805704070186795e-09,1.0521093437663505,0.4754087341292873
CTRL_JAERI43_T025,0,1.7805704070186795e-09,2.2789176634070446e-09,0.18627772797117784,0.18627772797117784
CTRL_JAERI43_T025,0,2.2789176634070446e-09,2.9167426888130701e-09,1.1573789564060493,0.44454204108144568
CTRL_JAERI43_T025,0,2.9167426888130701e-09,3.7330826160808652e-09,3.2314183530484559,0.98833457287576054
CTRL_JAERI43_T025,0,3.7330826160808652e-09,4.7779003173420784e-09,3.129131169874245,0.81531079998794964
CTRL_JAERI43_T025,0,4.7779003173420784e-09,6.115142307357666e-09,9.1312114463612968,3.0084533927960169
CTRL_JAERI43_T025,0,6.115142307357666e-09,7.8266524949265303e-09,7.1655013973903792,1.3872688606601806
CTRL_JAERI43_T025,0,7.8266524949265303e-09,1.0017181317699977e-08,17.632921541235334,2.4002335579103899
CTRL_JAERI43_T025,0,1.0017181317699977e-08,1.2820796837054278e-08,22.22489026961933,2.6963558141692103
CTRL_JAERI43_T025,0,1.2820796837054278e-08,1.6409090174556434e-08,37.483212333148238,3.3967795756364629
CTRL_JAERI43_T025,0,1.6409090174556434e-08,2.1001677491567688e-08,48.623532756796067,4.1853620778080467
CTRL_JAERI43_T025,0,2.1001677491567688e-08,2.6879641270040362e-08,65.755497118194924,5.1317161361692563
CTRL_JAERI43_T025,0,2.6879641270040362e-08,3.4402733548124905e-08,82.967584830691493,6.4086635728836754
CTRL_JAERI43_T025,0,3.4402733548124905e-08,4.4031394009057838e-08,102.54043843162378,7.0369329342917455
CTRL_JAERI43_T025,0,4.4031394009057838e-08,5.6354930507740693e-08,103.54131231746871,6.4238957088960209
CTRL_JAERI43_T025,0,5.6354930507740693e-08,7.2127586782261823e-08,103.1499950878882,6.4245486519195873
CTRL_JAERI43_T025,0,7.2127586782261823e-08,9.2314704821047023e-08,85.8432987774857,7.1339395525638833
CTRL_JAERI43_T025,0,9.2314704821047023e-08,1.1815180718472118e-07,61.582670022287715,4.2570700189995527
CTRL_JAERI43_T025,0,1.1815180718472118e-07,1.5122021532839072e-07,42.081851867110053,4.0539073248500692
CTRL_JAERI43_T025,0,1.5122021532839072e-07,1.9354383203138961e-07,34.246653374151201,6.8654591012770485
CTRL_JAERI43_T025,0,1.9354383203138961e-07,2.4771301135928274e-07,21.950121119528642,2.5394007676415971
CTRL_JAERI43_T025,0,2.4771301135928274e-07,3.1704309743506661e-07,20.066667244509286,2.4352208445490824
CTRL_JAERI43_T025,0,3.1704309743506661e-07,4.0577733514947478e-07,19.391458816702301,2.6593073938889846
CTRL_JAERI43_T025,0,4.0577733514947478e-07,5.1934657165886352e-07,19.608237688790915,2.3666292581447266
CTRL_JAERI43_T025,0,5.1934657165886352e-07,6.6470164331494622e-07,20.470510107690739,2.5207446065158896
CTRL_JAERI43_T025,0,6.6470164331494622e-07,8.5073879127444626e-07,20.016624500934533,2.1547180409003457
CTRL_JAERI43_T025,0,8.5073879127444626e-07,1.0888441427189009e-06,17.985935105859777,2.2164083370588243
CTRL_JAERI43_T025,0,1.0888441427189009e-06,1.3935905818485126e-06,21.144824546092821,2.4542801020142195
CTRL_JAERI43_T025,0,1.3935905818485126e-06,1.7836296616036959e-06,20.398727452992123,2.4906982095683916
CTRL_JAERI43_T025,0,1.7836296616036959e-06,2.2828331442457534e-06,21.36770594104923,3.451668889475672
CTRL_JAERI43_T025,0,2.2828331442457534e-06,2.9217540370916224e-06,17.99379119832264,2.2101977096980581
CTRL_JAERI43_T025,0,2.9217540370916224e-06,3.7394965439235719e-06,17.793311139484409,2.324990095585465
CTRL_JAERI43_T025,0,3.7394965439235719e-06,4.7861093796711856e-06,20.640077441774078,2.4053027847175978
CTRL_JAERI43_T025,0,4.7861093796711856e-06,6.1256489276339944e-06,23.044901090048342,2.769026365156571
CTRL_JAERI43_T025,0,6.1256489276339944e-06,7.8400997152308127e-06,22.329630429443277,2.4702585341415526
CTRL_JAERI43_T025,0,7.8400997152308127e-06,1.0034392155167725e-05,30.770438835034586,5.2037709853691627
CTRL_JAERI43_T025,0,1.0034392155167725e-05,1.2842824655416706e-05,21.05085817711624,2.4943661083892876
CTRL_JAERI43_T025,0,1.2842824655416706e-05,1.6437283153702097e-05,23.515672742031569,3.8920224104392562
CTRL_JAERI43_T025,0,1.6437283153702097e-05,2.1037761140889196e-05,27.58003792868044,3.5523981752511866
CTRL_JAERI43_T025,0,2.1037761140889196e-05,2.6925824035672502e-05,26.30192991398717,2.8857122267617163
CTRL_JAERI43_T025,0,2.6925824035672502e-05,3.4461841977608709e-05,25.268550318971354,2.9480898031787395
CTRL_JAERI43_T025,0,3.4461841977608709e-05,4.4107045745982086e-05,32.033732708015258,4.6692511989901471
CTRL_JAERI43_T025,0,4.4107045745982086e-05,5.6451755704242055e-05,26.911214028794607,3.0281542655054676
CTRL_JAERI43_T025,0,5.6451755704242055e-05,7.2251511480605547e-05,28.350831654979896,3.1273840817809861
CTRL_JAERI43_T025,0,7.2251511480605547e-05,9.2473313648237842e-05,33.383179084742714,6.0413498156854226
CTRL_JAERI43_T025,0,9.2473313648237842e-05,0.00011835480755832789,35.135822957802965,3.3331728011672599
CTRL_JAERI43_T025,0,0.00011835480755832789,0.00015148003158461202,27.968544149400554,3.1024533992093133
CTRL_JAERI43_T025,0,0.00015148003158461202,0.00019387636583808986,34.146829860858738,4.7360170473969374
CTRL_JAERI43_T025,0,0.00019387636583808986,0.00024813861495394043,33.187829028310517,4.6460293097737946
CTRL_JAERI43_T025,0,0.00024813861495394043,0.00031758781925322828,34.192482460630728,3.648412864068038
CTRL_JAERI43_T025,0,0.00031758781925322828,0.0004064745140805393,27.10672971931913,2.8181866248275282
CTRL_JAERI43_T025,0,0.0004064745140805393,0.00052023887750326993,34.674061050768621,4.1369371723631545
CTRL_JAERI43_T025,0,0.00052023887750326993,0.00066584368832589395,26.759015464011959,2.7494420068080401
CTRL_JAERI43_T025,0,0.00066584368832589395,0.00085220047261970434,33.844083491646124,4.489949551505898
CTRL_JAERI43_T025,0,0.00085220047261970434,0.00109071492043308,37.118629648826285,5.0831011810280904
CTRL_JAERI43_T025,0,0.00109071492043308,0.0013959849541015533,36.750808764672051,3.7592859008430248
CTRL_JAERI43_T025,0,0.0013959849541015533,0.0017866941723912076,34.249890608462529,3.8492079580868648
CTRL_JAERI43_T025,0,0.0017866941723912076,0.0022867553523964858,38.219879631463535,4.0653078425936213
CTRL_JAERI43_T025,0,0.0022867553523964858,0.0029267739955268625,36.663500868115072,3.7452064341712803
CTRL_JAERI43_T025,0,0.0029267739955268625,0.0037459214917394761,41.814916926339521,4.3432249360642148
CTRL_JAERI43_T025,0,0.0037459214917394761,0.0047943325462510827,50.119015956544992,8.897451577605878
CTRL_JAERI43_T025,0,0.0047943325462510827,0.0061361735996684147,36.507630379850006,3.6028042135211571
CTRL_JAERI43_T025,0,0.0061361735996684147,0.0078535700396314845,43.347577356629316,3.7638034687756727
CTRL_JAERI43_T025,0,0.0078535700396314845,0.010051632563122113,43.478407159527833,4.8263901909731226
CTRL_JAERI43_T025,0,0.010051632563122113,0.012864890320473688,53.233109562338257,5.233613887814176
CTRL_JAERI43_T025,0,0.012864890320473688,0.016465524572100921,41.197462256610095,3.8678999598365928
CTRL_JAERI43_T025,0,0.016465524572100921,0.021073906786674937,47.129805052672694,4.0951755081721748
