run_id,off_axis_cm,energy_lower_MeV,energy_upper_MeV,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,6,7,11.104137036414057,1.5239686209654428
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,7,8,9.0184522477275397,1.4857799278083639
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,8,9,9.1995576689920302,1.6220543569827528
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,9,10,8.2791984293366276,1.5233134938377497
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,10,11,4.7441193631243772,1.1881954036545506
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,11,12,7.7066389489634117,1.8057629484625404
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,12,13,9.6729298991386337,1.9230473949862377
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,13,14,12.210968785134522,2.4167444143274701
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,14,15,12.570455657206473,2.570567178519318
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,15,16,13.783647783328034,2.7869913637043351
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,16,17,11.672191372302125,2.6807283157350894
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,17,18,18.008334199336975,3.3476474574927919
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,18,19,16.595052148936446,3.559183441606959
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,19,20,12.509395020809507,3.0260371436834865
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,20,21,9.4214248586632561,2.7665058899012429
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,21,22,12.931349183487374,3.0916722270901937
N002_JAERI_TIARA_68MEV__TRANS__JAERI_68MEV_BC501A_T100_FE000,0,22,23,12.01079441192058,2.8378572950851186
