run_id,off_axis_cm,energy_lower_MeV,energy_upper_MeV,mc_lethargy_flux_n_cm2_per_uC,mc_sigma_lethargy_flux_n_cm2_per_uC
CTRL_JAERI43_T125,0,9.9999999999999994e-12,1.2798806800472323e-11,0,0
CTRL_JAERI43_T125,0,1.2798806800472323e-11,1.6380945551581657e-11,0,0
CTRL_JAERI43_T125,0,1.6380945551581657e-11,2.0965655732375102e-11,0,0
CTRL_JAERI43_T125,0,2.0965655732375102e-11,2.6833537716388402e-11,0,0
CTRL_JAERI43_T125,0,2.6833537716388402e-11,3.4343726500524242e-11,0,0
CTRL_JAERI43_T125,0,3.4343726500524242e-11,4.395587202884712e-11,0,0
CTRL_JAERI43_T125,0,4.395587202884712e-11,5.62582713843502e-11,0,0
CTRL_JAERI43_T125,0,5.62582713843502e-11,7.2003874637683884e-11,0,0
CTRL_JAERI43_T125,0,7.2003874637683884e-11,9.215636803731451e-11,0,0
CTRL_JAERI43_T125,0,9.215636803731451e-11,1.1794915499428113e-10,0,0
CTRL_JAERI43_T125,0,1.1794915499428113e-10,1.5096084470507755e-10,0,0
CTRL_JAERI43_T125,0,1.5096084470507755e-10,1.9321186858163928e-10,0,0
CTRL_JAERI43_T125,0,1.9321186858163928e-10,2.4728813775346495e-10,0,0
CTRL_JAERI43_T125,0,2.4728813775346495e-10,3.1649930991551841e-10,0,0
CTRL_JAERI43_T125,0,3.1649930991551841e-10,4.050813520091551e-10,0,0
CTRL_JAERI43_T125,0,4.050813520091551e-10,5.1845579628392966e-10,0,0
CTRL_JAERI43_T125,0,5.1845579628392966e-10,6.6356155712230529e-10,0,0
CTRL_JAERI43_T125,0,6.6356155712230529e-10,8.492796169828964e-10,0,0
CTRL_JAERI43_T125,0,8.492796169828964e-10,1.0869765737343225e-09,0,0
CTRL_JAERI43_T125,0,1.0869765737343225e-09,1.3912003163865009e-09,0,0
CTRL_JAERI43_T125,0,1.3912003163865009e-09,1.7805704070186795e-09,0,0
CTRL_JAERI43_T125,0,1.7805704070186795e-09,2.2789176634070446e-09,0,0
CTRL_JAERI43_T125,0,2.2789176634070446e-09,2.9167426888130701e-09,0,0
CTRL_JAERI43_T125,0,2.9167426888130701e-09,3.7330826160808652e-09,0,0
CTRL_JAERI43_T125,0,3.7330826160808652e-09,4.7779003173420784e-09,0,0
CTRL_JAERI43_T125,0,4.7779003173420784e-09,6.115142307357666e-09,0.27589641921940233,0.27589641921940233
CTRL_JAERI43_T125,0,6.115142307357666e-09,7.8266524949265303e-09,0,0
CTRL_JAERI43_T125,0,7.8266524949265303e-09,1.0017181317699977e-08,0,0
CTRL_JAERI43_T125,0,1.0017181317699977e-08,1.2820796837054278e-08,0,0
CTRL_JAERI43_T125,0,1.2820796837054278e-08,1.6409090174556434e-08,0,0
CTRL_JAERI43_T125,0,1.6409090174556434e-08,2.1001677491567688e-08,0.18934058904394718,0.18934058904394721
CTRL_JAERI43_T125,0,2.1001677491567688e-08,2.6879641270040362e-08,0,0
CTRL_JAERI43_T125,0,2.6879641270040362e-08,3.4402733548124905e-08,0.89064877323402192,0.40105311719388015
CTRL_JAERI43_T125,0,3.4402733548124905e-08,4.4031394009057838e-08,0.399276742307341,0.2927582094933171
CTRL_JAERI43_T125,0,4.4031394009057838e-08,5.6354930507740693e-08,0.3990352842139665,0.2844258930707268
CTRL_JAERI43_T125,0,5.6354930507740693e-08,7.2127586782261823e-08,0.87452075009038444,0.44263328971060817
