run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N002_JAERI_TIARA_68MEV__ICRP21__T100,100,0.06708399941379431,0.0014446972955084057
