run_id,mc_incident_peak_fluence_n_cm2_per_uC,mc_sigma_incident_peak_fluence_n_cm2_per_uC,source_solid_angle_sr,normalization_scale_per_primary_per_uC,normalization_multiplier_for_per_primary_mean_per_uC
CTRL_JAERI43_T200,19843.449148790725,23.821115374048091,0.00058312603605229136,4.5198363181351118,4519836.3181351116
