run_id,shield_thickness_cm,mc_icrp21_dose_equivalent_uSv_per_uC,mc_sigma_icrp21_dose_equivalent_uSv_per_uC
N001_JAERI_TIARA_43MEV__ICRP21__T000,0,15.26657574557899,0.0013950298030079213
