embedding_dimension,theiler_entropy_median,raw_entropy_median,adjacent_fraction_median,n
2,1.4579663053724787,1.4135218609280344,0.9444444444444444,2
3,1.5282103322165808,1.4600285140347624,0.9886363636363636,2
4,1.508473918915378,1.508473918915378,0.9883720930232558,2
