curve,observable,ensemble_group,individual_MI_delay_samples,individual_MI_delay_coordinate,selection_method,common_delay_coordinate,applied_delay_samples,applied_delay_coordinate,relative_feedback_rms,roughness_ratio,variance_ratio,correlation_original_controlled
Active NNS (He-3 current-mode),neutron_fluence_rate,spectrometers,6,3.001071707087733,first local minimum,2.9216769671430396,6,3.001071707087733,0.1028545413785643,0.8833491533045071,0.8230921560388296,0.9951883488415302
Passive NNS (gold-foil),neutron_fluence_rate,spectrometers,6,2.8422822271983463,first local minimum,2.9216769671430396,6,2.8422822271983463,0.10627554128347834,0.8820462537004864,0.8335811373250478,0.9946490588688754
