embedding_dimension,theiler_entropy_median,raw_entropy_median,adjacent_fraction_median,n
2,2.931662757913136,3.123886329936786,0.5590277777777778,2
3,3.258685699316445,3.5261632142813237,0.6820599613152805,2
4,3.422776018641405,3.750299839811059,0.8099089989888777,2
5,3.384187899567143,3.8356458738189905,0.8666666666666667,1
