keywords,text
sample,2021-05-08T18:53:54 Sample 829.4179356845098
sample,2021-05-08T18:54:03 Sample 829.4179356845098
sample,2021-05-08T19:04:37 Sample 829.4179356845098
sample,2021-05-08T19:04:46 Sample 829.4179356845098
sample,2021-05-08T19:15:22 Sample 829.4179356845098
sample,2021-05-08T19:15:31 Sample 829.4179356845098
sample,2021-05-08T19:26:06 Sample 829.4179356845098
sample,2021-05-08T19:26:15 Sample 829.4179356845098
sample,2021-05-08T19:36:48 Sample 829.4179356845098
sample,2021-05-08T19:47:33 Sample 829.4179356845098
sample,2021-05-08T20:17:32 Sample 829.4179356845098
sample,2021-05-08T20:47:32 Sample 829.4179356845098
sample,2021-05-08T20:50:59 Sample 829.4179356845098
sample,2021-05-08T20:52:07 Sample 829.4179356845098
sample,2021-05-08T21:22:06 Sample 829.4179356845098
sample,2021-05-08T21:52:06 Sample 829.4179356845098
sample,2021-05-08T21:55:32 Sample 829.4179356845098
sample,2021-05-08T21:56:41 Sample 829.4179356845098
sample,2021-05-08T22:26:40 Sample 829.4179356845098
sample,2021-05-08T22:56:40 Sample 829.4179356845098
sample,2021-05-08T23:18:05 Sample 829.4179356845098
sample,2021-05-08T23:19:13 Sample 829.4179356845098
sample,2021-05-08T23:49:12 Sample 829.4179356845098
sample,2021-05-09T00:19:12 Sample 829.4179356845098
sample,2021-05-09T00:23:18 Sample 829.4179356845098
sample,2021-05-09T00:24:26 Sample 829.4179356845098
sample,2021-05-09T00:54:25 Sample 829.4179356845098
sample,2021-05-09T01:24:25 Sample 829.4179356845098
sample,2021-05-09T01:27:59 Sample 829.4179356845098
sample,2021-05-09T01:29:06 Sample 829.4179356845098
sample,2021-05-09T01:59:05 Sample 829.4179356845098
sample,2021-05-09T02:29:05 Sample 829.4179356845098
sample,2021-05-09T02:32:39 Sample 829.4179356845098
sample,2021-05-09T02:33:48 Sample 829.4179356845098
sample,2021-05-09T03:03:47 Sample 829.4179356845098
sample,2021-05-09T03:33:47 Sample 829.4179356845098
sample,2021-05-09T03:37:21 Sample 829.4179356845098
sample,2021-05-09T03:38:30 Sample 829.4179356845098
sample,2021-05-09T04:08:29 Sample 829.4179356845098
sample,2021-05-09T04:38:29 Sample 829.4179356845098
sample,2021-05-09T04:42:05 Sample 829.4179356845098
sample,2021-05-09T04:43:14 Sample 829.4179356845098
sample,2021-05-09T05:13:13 Sample 829.4179356845098
sample,2021-05-09T05:43:13 Sample 829.4179356845098
sample,2021-05-09T05:46:48 Sample 829.4179356845098
sample,2021-05-09T05:47:56 Sample 829.4179356845098
sample,2021-05-09T06:17:56 Sample 829.4179356845098
sample,2021-05-09T06:47:56 Sample 829.4179356845098
sample,2021-05-09T06:51:34 Sample 829.4179356845098
sample,2021-05-09T06:52:42 Sample 829.4179356845098
sample,2021-05-09T07:22:41 Sample 829.4179356845098
sample,2021-05-09T07:52:41 Sample 829.4179356845098
sample,2021-05-09T07:56:19 Sample 829.4179356845098
sample,2021-05-09T07:57:26 Sample 829.4179356845098
sample,2021-05-09T08:27:25 Sample 829.4179356845098
sample,2021-05-09T08:57:25 Sample 829.4179356845098
sample,2021-05-09T09:01:04 Sample 829.4179356845098
sample,2021-05-09T09:02:12 Sample 829.4179356845098
sample,2021-05-09T09:32:11 Sample 829.4179356845098
sample,2021-05-09T10:02:11 Sample 829.4179356845098
sample,2021-05-09T10:05:46 Sample 829.4179356845098
sample,2021-05-09T10:06:53 Sample 829.4179356845098
sample,2021-05-09T10:34:20 Sample 829.4179356845098
sample,2021-05-09T11:02:36 Sample 829.4179356845098
sample,2021-05-09T11:09:40 Sample 829.4179356845098
sample,2021-05-09T11:10:48 Sample 829.4179356845098
sample,2021-05-09T11:18:59 Sample 829.4179356845098
sample,2021-05-09T11:20:08 Sample 829.4179356845098
sample,2021-05-09T11:27:12 Sample 829.4179356845098
sample,2021-05-09T11:28:20 Sample 829.4179356845098
sample,2021-05-09T11:35:24 Sample 829.4179356845098
sample,2021-05-09T11:36:31 Sample 829.4179356845098
sample,2021-05-09T11:43:36 Sample 829.4179356845098
sample,2021-05-09T11:44:43 Sample 829.4179356845098
sample,2021-05-09T11:51:47 Sample 829.4179356845098
sample,2021-05-09T12:08:02 Sample 829.4179356845098
sample,2021-05-09T12:15:06 Sample 829.4179356845098
sample,2021-05-09T12:16:15 Sample 829.4179356845098
sample,2021-05-09T12:23:19 Sample 829.4179356845098
sample,2021-05-09T12:24:26 Sample 829.4179356845098
sample,2021-05-09T12:31:31 Sample 829.4179356845098
sample,2021-05-09T12:32:38 Sample 829.4179356845098
sample,2021-05-09T12:39:43 Sample 829.4179356845098
sample,2021-05-09T12:40:50 Sample 829.4179356845098
sample,2021-05-09T12:47:54 Sample 829.4179356845098
sample,2021-05-09T12:49:01 Sample 829.4179356845098
sample,2021-05-09T12:56:06 Sample 829.4179356845098
sample,2021-05-09T13:26:05 Sample 829.4179356845098
sample,2021-05-09T13:38:23 Sample 829.4179356845098
sample,2021-05-09T13:45:27 Sample 829.4179356845098
sample,2021-05-09T13:46:36 Sample 829.4179356845098
sample,2021-05-09T13:53:39 Sample 829.4179356845098
sample,2021-05-09T13:54:47 Sample 829.4179356845098
sample,2021-05-09T14:01:50 Sample 829.4179356845098
sample,2021-05-09T14:02:58 Sample 829.4179356845098
sample,2021-05-09T14:10:02 Sample 829.4179356845098
sample,2021-05-09T14:11:10 Sample 829.4179356845098
sample,2021-05-09T14:18:56 Sample 829.4179356845098
sample,2021-05-09T14:20:04 Sample 829.4179356845098
sample,2021-05-09T14:27:07 Sample 829.4179356845098
sample,2021-05-09T14:41:50 Sample 829.4179356845098
sample,2021-05-09T15:11:49 Sample 829.4179356845098
sample,2021-05-09T15:41:49 Sample 829.4179356845098
sample,2021-05-09T16:11:49 Sample 829.4179356845098
sample,2021-05-09T16:41:49 Sample 829.4179356845098
sample,2021-05-09T17:11:49 Sample 829.4179356845098
sample,2021-05-09T17:23:41 Sample 829.4179356845098
sample,2021-05-09T17:24:46 Sample 829.4179356845098
sample,2021-05-09T17:54:46 Sample 829.4179356845098
sample,2021-05-09T18:24:46 Sample 829.4179356845098
sample,2021-05-09T18:27:52 Sample 829.4179356845098
sample,2021-05-09T18:57:51 Sample 829.4179356845098
sample,2021-05-09T19:27:51 Sample 829.4179356845098
sample,2021-05-09T19:31:30 Sample 829.4179356845098
sample,2021-05-09T19:32:36 Sample 829.4179356845098
sample,2021-05-09T20:02:35 Sample 829.4179356845098
sample,2021-05-09T20:32:35 Sample 829.4179356845098
sample,2021-05-09T20:36:15 Sample 829.4179356845098
sample,2021-05-09T20:37:21 Sample 829.4179356845098
sample,2021-05-09T20:43:20 Sample 829.4179356845098
sample,2021-05-09T21:13:19 Sample 829.4179356845098
sample,2021-05-09T21:43:19 Sample 829.4179356845098
sample,2021-05-09T21:46:56 Sample 829.4179356845098
sample,2021-05-09T21:48:05 Sample 829.4179356845098
sample,2021-05-09T22:18:04 Sample 829.4179356845098
sample,2021-05-09T22:48:04 Sample 829.4179356845098
sample,2021-05-09T22:51:43 Sample 829.4179356845098
sample,2021-05-09T22:52:51 Sample 829.4179356845098
sample,2021-05-09T23:22:50 Sample 829.4179356845098
sample,2021-05-09T23:52:50 Sample 829.4179356845098
sample,2021-05-09T23:56:54 Sample 829.4179356845098
sample,2021-05-09T23:58:02 Sample 829.4179356845098
sample,2021-05-10T00:28:01 Sample 829.4179356845098
sample,2021-05-10T00:58:01 Sample 829.4179356845098
sample,2021-05-10T01:01:43 Sample 829.4179356845098
sample,2021-05-10T01:02:50 Sample 829.4179356845098
sample,2021-05-10T01:32:50 Sample 829.4179356845098
sample,2021-05-10T02:02:50 Sample 829.4179356845098
sample,2021-05-10T02:06:29 Sample 829.4179356845098
sample,2021-05-10T02:07:38 Sample 829.4179356845098
sample,2021-05-10T02:37:37 Sample 829.4179356845098
sample,2021-05-10T03:07:37 Sample 829.4179356845098
sample,2021-05-10T03:11:17 Sample 829.4179356845098
sample,2021-05-10T03:12:25 Sample 829.4179356845098
sample,2021-05-10T03:42:24 Sample 829.4179356845098
sample,2021-05-10T04:12:24 Sample 829.4179356845098
sample,2021-05-10T04:16:04 Sample 829.4179356845098
sample,2021-05-10T04:17:12 Sample 829.4179356845098
sample,2021-05-10T04:47:12 Sample 829.4179356845098
sample,2021-05-10T05:17:12 Sample 829.4179356845098
sample,2021-05-10T05:21:09 Sample 829.4179356845098
sample,2021-05-10T05:22:17 Sample 829.4179356845098
sample,2021-05-10T05:52:16 Sample 829.4179356845098
sample,2021-05-10T06:22:16 Sample 829.4179356845098
sample,2021-05-10T06:25:55 Sample 829.4179356845098
sample,2021-05-10T06:27:04 Sample 829.4179356845098
sample,2021-05-10T06:57:03 Sample 829.4179356845098
sample,2021-05-10T07:27:03 Sample 829.4179356845098
sample,2021-05-10T07:30:43 Sample 829.4179356845098
sample,2021-05-10T07:31:51 Sample 829.4179356845098
sample,2021-05-10T08:01:50 Sample 829.4179356845098
sample,2021-05-10T08:31:50 Sample 829.4179356845098
sample,2021-05-10T08:34:44 Sample 829.4179356845098
sample,2021-05-10T08:35:53 Sample 829.4179356845098
sample,2021-05-10T09:05:52 Sample 829.4179356845098
sample,2021-05-10T09:35:36 Sample 829.4179356845098
sample,2021-05-10T09:36:43 Sample 829.4179356845098
sample,2021-05-10T10:06:42 Sample 829.4179356845098
sample,2021-05-10T10:22:28 Sample 829.4179356845098
sample,2021-05-10T10:52:28 Sample 829.4179356845098
sample,2021-05-10T11:22:14 Sample 829.4179356845098
sample,2021-05-10T11:23:23 Sample 829.4179356845098
sample,2021-05-10T11:53:22 Sample 829.4179356845098
sample,2021-05-10T12:23:08 Sample 829.4179356845098
sample,2021-05-10T12:24:16 Sample 829.4179356845098
sample,2021-05-10T12:27:49 Sample 829.4179356845098
sample,2021-05-10T12:50:11 Sample 829.4179356845098
sample,2021-05-10T12:56:50 Sample 829.4179356845098
sample,2021-05-10T12:57:58 Sample 829.4179356845098
sample,2021-05-10T13:04:37 Sample 829.4179356845098
sample,2021-05-10T13:05:44 Sample 829.4179356845098
sample,2021-05-10T13:12:23 Sample 829.4179356845098
sample,2021-05-10T13:13:30 Sample 829.4179356845098
sample,2021-05-10T13:27:52 Sample 829.4179356845098
sample,2021-05-10T13:29:01 Sample 829.4179356845098
sample,2021-05-10T13:35:39 Sample 829.4179356845098
sample,2021-05-10T13:36:47 Sample 829.4179356845098
sample,2021-05-10T13:43:25 Sample 829.4179356845098
sample,2021-05-10T14:04:53 Sample 829.4179356845098
sample,2021-05-10T14:11:32 Sample 829.4179356845098
sample,2021-05-10T14:12:39 Sample 829.4179356845098
sample,2021-05-10T14:24:35 Sample 829.4179356845098
sample,2021-05-10T14:25:42 Sample 829.4179356845098
sample,2021-05-10T14:32:21 Sample 829.4179356845098
sample,2021-05-10T14:33:29 Sample 829.4179356845098
sample,2021-05-10T14:40:08 Sample 829.4179356845098
sample,2021-05-10T14:41:15 Sample 829.4179356845098
sample,2021-05-10T14:47:54 Sample 829.4179356845098
sample,2021-05-10T14:49:02 Sample 829.4179356845098
sample,2021-05-10T14:55:41 Sample 829.4179356845098
sample,2021-05-10T15:25:40 Sample 829.4179356845098
sample,2021-05-10T15:55:40 Sample 829.4179356845098
sample,2021-05-10T16:24:12 Sample 829.4179356845098
sample,2021-05-10T16:25:36 Sample 829.4179356845098
sample,2021-05-10T16:55:35 Sample 829.4179356845098
sample,2021-05-10T17:25:35 Sample 829.4179356845098
sample,2021-05-10T17:40:39 Sample 829.4179356845098
sample,2021-05-10T18:10:38 Sample 829.4179356845098
sample,2021-05-10T18:40:23 Sample 829.4179356845098
sample,2021-05-10T18:40:32 Sample 829.4179356845098
sample,2021-05-10T19:10:31 Sample 829.4179356845098
sample,2021-05-10T19:40:16 Sample 829.4179356845098
sample,2021-05-10T19:40:26 Sample 829.4179356845098
sample,2021-05-10T20:10:25 Sample 829.4179356845098
sample,2021-05-10T20:40:11 Sample 829.4179356845098
sample,2021-05-10T20:40:20 Sample 829.4179356845098
sample,2021-05-10T21:10:20 Sample 829.4179356845098
sample,2021-05-10T21:40:05 Sample 829.4179356845098
sample,2021-05-10T21:40:15 Sample 829.4179356845098
sample,2021-05-10T22:10:14 Sample 829.4179356845098
sample,2021-05-10T22:39:55 Sample 829.4179356845098
sample,2021-05-10T22:40:06 Sample 829.4179356845098
sample,2021-05-10T23:10:05 Sample 829.4179356845098
sample,2021-05-10T23:39:47 Sample 829.4179356845098
sample,2021-05-11T00:09:46 Sample 829.4179356845098
sample,2021-05-11T00:39:46 Sample 829.4179356845098
sample,2021-05-11T01:09:46 Sample 829.4179356845098
sample,2021-05-11T01:39:46 Sample 829.4179356845098
sample,2021-05-11T02:09:46 Sample 829.4179356845098
sample,2021-05-11T02:39:46 Sample 829.4179356845098
sample,2021-05-11T03:09:46 Sample 829.4179356845098
sample,2021-05-11T03:39:46 Sample 829.4179356845098
sample,2021-05-11T04:09:46 Sample 829.4179356845098
sample,2021-05-11T04:39:47 Sample 829.4179356845098
sample,2021-05-11T05:09:47 Sample 829.4179356845098
sample,2021-05-11T05:39:47 Sample 829.4179356845098
sample,2021-05-11T06:09:47 Sample 829.4179356845098
sample,2021-05-11T06:39:47 Sample 829.4179356845098
sample,2021-05-11T07:09:47 Sample 829.4179356845098
sample,2021-05-11T07:39:47 Sample 829.4179356845098
sample,2021-05-11T08:09:47 Sample 829.4179356845098
sample,2021-05-11T08:39:47 Sample 829.4179356845098
sample,2021-05-11T09:09:47 Sample 829.4179356845098
sample,2021-05-11T09:39:47 Sample 829.4179356845098
sample,2021-05-11T09:53:43 Sample 829.4179356845098
sample,2021-05-11T10:23:42 Sample 829.4179356845098
sample,2021-05-11T10:53:28 Sample 829.4179356845098
sample,2021-05-25T10:11:34 Sample 827.6352577318944
sample,2021-05-25T10:41:34 Sample 827.6352577318944
sample,2021-05-25T11:02:04 Sample 827.6352577318944
sample,2021-05-25T11:32:03 Sample 827.6352577318944
sample,2021-05-25T11:33:48 Sample 827.6352577318944
sample,2021-05-25T11:34:00 Sample 827.6352577318944
sample,2021-05-25T12:03:59 Sample 827.6352577318944
sample,2021-05-25T12:19:13 Sample 827.6352577318944
sample,2021-05-25T12:19:24 Sample 827.6352577318944
sample,2021-05-25T12:49:23 Sample 827.6352577318944
sample,2021-05-25T12:52:24 Sample 827.6352577318944
sample,2021-05-25T12:52:36 Sample 827.6352577318944
sample,2021-05-25T13:22:35 Sample 827.6352577318944
sample,2021-05-25T13:25:35 Sample 827.6352577318944
sample,2021-05-25T13:25:46 Sample 827.6352577318944
sample,2021-05-25T13:41:05 Sample 827.6352577318944
sample,2021-05-25T14:11:04 Sample 827.6352577318944
sample,2021-05-25T14:12:47 Sample 827.6352577318944
sample,2021-05-25T14:12:59 Sample 827.6352577318944
sample,2021-05-25T14:42:58 Sample 827.6352577318944
sample,2021-05-25T14:50:01 Sample 827.6352577318944
spectrum,2021-05-08T16:00:04 Spectra table C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/spectrum_dae3_00.dat is unchanged - reload skipped
spectrum,2021-05-08T16:00:10 Spectra table C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/spectrum_dae3_00.dat is unchanged - reload skipped
temp,2021-05-08T15:28:12 Water_Bath_Temp 20.53
temp,2021-05-08T15:40:14 Water_Bath_Temp 20.52
temp,2021-05-08T15:40:38 Water_Bath_Temp 20.53
temp,2021-05-08T15:41:12 Water_Bath_Temp 20.52
temp,2021-05-08T15:41:44 Water_Bath_Temp 20.53
temp,2021-05-08T15:42:09 Water_Bath_Temp 20.52
temp,2021-05-08T15:54:37 Water_Bath_Temp 20.51
temp,2021-05-08T15:55:43 Water_Bath_Temp 20.52
temp,2021-05-08T15:56:05 Water_Bath_Temp 20.51
temp,2021-05-08T16:01:26 Water_Bath_Temp 20.51
temp,2021-05-08T16:07:54 Water_Bath_Temp 20.5
temp,2021-05-08T16:09:54 Water_Bath_Temp 20.51
temp,2021-05-08T16:11:20 Water_Bath_Temp 20.5
temp,2021-05-08T16:11:59 Water_Bath_Temp 20.5
temp,2021-05-08T16:12:08 Water_Bath_Temp 20.5
temp,2021-05-08T16:12:37 Water_Bath_Temp 20.51
temp,2021-05-08T16:12:51 Water_Bath_Temp 20.5
temp,2021-05-08T16:22:44 Water_Bath_Temp 20.49
temp,2021-05-08T16:22:53 Water_Bath_Temp 20.5
temp,2021-05-08T16:23:48 Water_Bath_Temp 20.49
temp,2021-05-08T16:24:51 Water_Bath_Temp 20.5
temp,2021-05-08T16:25:21 Water_Bath_Temp 20.49
temp,2021-05-08T16:33:26 Water_Bath_Temp 20.49
temp,2021-05-08T16:38:10 Water_Bath_Temp 20.49
temp,2021-05-08T16:40:08 Water_Bath_Temp 20.48
temp,2021-05-08T16:40:36 Water_Bath_Temp 20.49
temp,2021-05-08T16:41:36 Water_Bath_Temp 20.48
temp,2021-05-08T16:42:08 Water_Bath_Temp 20.49
temp,2021-05-08T16:42:35 Water_Bath_Temp 20.48
temp,2021-05-08T16:48:44 Water_Bath_Temp 20.48
temp,2021-05-08T16:48:53 Water_Bath_Temp 20.48
temp,2021-05-08T16:59:28 Water_Bath_Temp 20.48
temp,2021-05-08T16:59:55 Water_Bath_Temp 20.47
temp,2021-05-08T17:00:25 Water_Bath_Temp 20.48
temp,2021-05-08T17:00:53 Water_Bath_Temp 20.47
temp,2021-05-08T17:03:24 Water_Bath_Temp 20.48
temp,2021-05-08T17:03:53 Water_Bath_Temp 20.47
temp,2021-05-08T17:12:01 Water_Bath_Temp 20.47
temp,2021-05-08T17:22:35 Water_Bath_Temp 20.47
temp,2021-05-08T17:22:44 Water_Bath_Temp 20.47
temp,2021-05-08T17:28:03 Water_Bath_Temp 20.46
temp,2021-05-08T17:30:43 Water_Bath_Temp 20.47
temp,2021-05-08T17:31:05 Water_Bath_Temp 20.46
temp,2021-05-08T17:33:19 Water_Bath_Temp 20.46
temp,2021-05-08T17:33:28 Water_Bath_Temp 20.46
temp,2021-05-08T17:44:02 Water_Bath_Temp 20.46
temp,2021-05-08T17:44:11 Water_Bath_Temp 20.46
temp,2021-05-08T17:54:46 Water_Bath_Temp 20.46
temp,2021-05-08T17:54:56 Water_Bath_Temp 20.46
temp,2021-05-08T18:01:52 Water_Bath_Temp 20.45
temp,2021-05-08T18:01:55 Water_Bath_Temp 20.46
temp,2021-05-08T18:03:23 Water_Bath_Temp 20.45
temp,2021-05-08T18:03:50 Water_Bath_Temp 20.46
temp,2021-05-08T18:04:51 Water_Bath_Temp 20.45
temp,2021-05-08T18:05:30 Water_Bath_Temp 20.45
temp,2021-05-08T18:05:58 Water_Bath_Temp 20.46
temp,2021-05-08T18:08:28 Water_Bath_Temp 20.45
temp,2021-05-08T18:09:12 Water_Bath_Temp 20.45
temp,2021-05-08T18:09:41 Water_Bath_Temp 20.46
temp,2021-05-08T18:10:03 Water_Bath_Temp 20.45
temp,2021-05-08T18:19:49 Water_Bath_Temp 20.45
temp,2021-05-08T18:27:29 Water_Bath_Temp 20.45
temp,2021-05-08T18:38:05 Water_Bath_Temp 20.45
temp,2021-05-08T18:38:14 Water_Bath_Temp 20.45
temp,2021-05-08T18:42:17 Water_Bath_Temp 20.45
temp,2021-05-08T18:43:20 Water_Bath_Temp 20.45
temp,2021-05-08T18:46:16 Water_Bath_Temp 20.44
temp,2021-05-08T18:46:20 Water_Bath_Temp 20.45
temp,2021-05-08T18:47:17 Water_Bath_Temp 20.44
temp,2021-05-08T18:47:46 Water_Bath_Temp 20.45
temp,2021-05-08T18:49:18 Water_Bath_Temp 20.44
temp,2021-05-08T18:49:21 Water_Bath_Temp 20.45
temp,2021-05-08T18:51:17 Water_Bath_Temp 20.44
temp,2021-05-08T18:51:40 Water_Bath_Temp 20.45
temp,2021-05-08T18:52:45 Water_Bath_Temp 20.44
temp,2021-05-08T18:53:16 Water_Bath_Temp 20.45
temp,2021-05-08T18:53:54 Water_Bath_Temp 20.45
temp,2021-05-08T18:54:03 Water_Bath_Temp 20.44
temp,2021-05-08T18:56:52 Water_Bath_Temp 20.45
temp,2021-05-08T18:57:30 Water_Bath_Temp 20.44
temp,2021-05-08T18:57:59 Water_Bath_Temp 20.45
temp,2021-05-08T18:58:28 Water_Bath_Temp 20.44
temp,2021-05-08T18:59:31 Water_Bath_Temp 20.45
temp,2021-05-08T18:59:50 Water_Bath_Temp 20.44
temp,2021-05-08T19:02:31 Water_Bath_Temp 20.45
temp,2021-05-08T19:02:53 Water_Bath_Temp 20.44
temp,2021-05-08T19:04:37 Water_Bath_Temp 20.44
temp,2021-05-08T19:04:46 Water_Bath_Temp 20.44
temp,2021-05-08T19:15:22 Water_Bath_Temp 20.44
temp,2021-05-08T19:15:31 Water_Bath_Temp 20.44
temp,2021-05-08T19:26:06 Water_Bath_Temp 20.44
temp,2021-05-08T19:26:15 Water_Bath_Temp 20.44
temp,2021-05-08T19:35:44 Water_Bath_Temp 20.43
temp,2021-05-08T19:36:11 Water_Bath_Temp 20.44
temp,2021-05-08T19:36:48 Water_Bath_Temp 20.44
temp,2021-05-08T19:37:17 Water_Bath_Temp 20.43
temp,2021-05-08T19:37:30 Water_Bath_Temp 20.44
temp,2021-05-08T19:38:17 Water_Bath_Temp 20.43
temp,2021-05-08T19:38:37 Water_Bath_Temp 20.44
temp,2021-05-08T19:39:16 Water_Bath_Temp 20.43
temp,2021-05-08T19:40:46 Water_Bath_Temp 20.44
temp,2021-05-08T19:41:16 Water_Bath_Temp 20.43
temp,2021-05-08T19:42:46 Water_Bath_Temp 20.44
temp,2021-05-08T19:43:37 Water_Bath_Temp 20.43
temp,2021-05-08T19:44:47 Water_Bath_Temp 20.44
temp,2021-05-08T19:45:13 Water_Bath_Temp 20.43
temp,2021-05-08T19:47:17 Water_Bath_Temp 20.44
temp,2021-05-08T19:47:33 Water_Bath_Temp 20.43
temp,2021-05-08T20:16:01 Water_Bath_Temp 20.42
temp,2021-05-08T20:16:21 Water_Bath_Temp 20.43
temp,2021-05-08T20:19:31 Water_Bath_Temp 20.42
temp,2021-05-08T20:19:58 Water_Bath_Temp 20.43
temp,2021-05-08T20:21:31 Water_Bath_Temp 20.42
temp,2021-05-08T20:21:53 Water_Bath_Temp 20.43
temp,2021-05-08T20:24:27 Water_Bath_Temp 20.42
temp,2021-05-08T20:25:31 Water_Bath_Temp 20.43
temp,2021-05-08T20:26:00 Water_Bath_Temp 20.42
temp,2021-05-08T20:26:30 Water_Bath_Temp 20.43
temp,2021-05-08T20:28:23 Water_Bath_Temp 20.42
temp,2021-05-08T20:29:31 Water_Bath_Temp 20.43
temp,2021-05-08T20:29:59 Water_Bath_Temp 20.42
temp,2021-05-08T20:31:20 Water_Bath_Temp 20.43
temp,2021-05-08T20:32:01 Water_Bath_Temp 20.42
temp,2021-05-08T20:36:30 Water_Bath_Temp 20.43
temp,2021-05-08T20:36:39 Water_Bath_Temp 20.42
temp,2021-05-08T20:41:01 Water_Bath_Temp 20.43
temp,2021-05-08T20:41:02 Water_Bath_Temp 20.42
temp,2021-05-08T20:42:31 Water_Bath_Temp 20.43
temp,2021-05-08T20:42:32 Water_Bath_Temp 20.42
temp,2021-05-08T20:50:59 Water_Bath_Temp 20.42
temp,2021-05-08T20:52:07 Water_Bath_Temp 20.42
temp,2021-05-08T21:17:35 Water_Bath_Temp 20.41
temp,2021-05-08T21:17:55 Water_Bath_Temp 20.42
temp,2021-05-08T21:19:01 Water_Bath_Temp 20.41
temp,2021-05-08T21:20:05 Water_Bath_Temp 20.42
temp,2021-05-08T21:23:02 Water_Bath_Temp 20.41
temp,2021-05-08T21:24:34 Water_Bath_Temp 20.42
temp,2021-05-08T21:24:55 Water_Bath_Temp 20.41
temp,2021-05-08T21:25:34 Water_Bath_Temp 20.42
temp,2021-05-08T21:25:55 Water_Bath_Temp 20.41
temp,2021-05-08T21:26:35 Water_Bath_Temp 20.42
temp,2021-05-08T21:26:58 Water_Bath_Temp 20.41
temp,2021-05-08T21:53:03 Water_Bath_Temp 20.4
temp,2021-05-08T21:55:32 Water_Bath_Temp 20.41
temp,2021-05-08T21:55:59 Water_Bath_Temp 20.4
temp,2021-05-08T21:56:30 Water_Bath_Temp 20.41
temp,2021-05-08T21:56:41 Water_Bath_Temp 20.4
temp,2021-05-08T22:00:35 Water_Bath_Temp 20.41
temp,2021-05-08T22:00:49 Water_Bath_Temp 20.4
temp,2021-05-08T22:16:39 Water_Bath_Temp 20.39
temp,2021-05-08T22:16:48 Water_Bath_Temp 20.4
temp,2021-05-08T22:17:38 Water_Bath_Temp 20.39
temp,2021-05-08T22:17:43 Water_Bath_Temp 20.4
temp,2021-05-08T22:19:38 Water_Bath_Temp 20.39
temp,2021-05-08T22:20:08 Water_Bath_Temp 20.4
temp,2021-05-08T22:20:39 Water_Bath_Temp 20.39
temp,2021-05-08T22:21:07 Water_Bath_Temp 20.4
temp,2021-05-08T22:22:00 Water_Bath_Temp 20.39
temp,2021-05-08T22:22:39 Water_Bath_Temp 20.4
temp,2021-05-08T22:22:58 Water_Bath_Temp 20.39
temp,2021-05-08T22:41:06 Water_Bath_Temp 20.38
temp,2021-05-08T22:41:37 Water_Bath_Temp 20.39
temp,2021-05-08T22:42:04 Water_Bath_Temp 20.38
temp,2021-05-08T22:42:38 Water_Bath_Temp 20.39
temp,2021-05-08T22:43:09 Water_Bath_Temp 20.38
temp,2021-05-08T22:47:39 Water_Bath_Temp 20.39
temp,2021-05-08T22:47:40 Water_Bath_Temp 20.38
temp,2021-05-08T22:56:38 Water_Bath_Temp 20.37
temp,2021-05-08T22:57:38 Water_Bath_Temp 20.38
temp,2021-05-08T22:58:38 Water_Bath_Temp 20.37
temp,2021-05-08T22:59:07 Water_Bath_Temp 20.38
temp,2021-05-08T22:59:28 Water_Bath_Temp 20.37
temp,2021-05-08T23:00:08 Water_Bath_Temp 20.38
temp,2021-05-08T23:00:30 Water_Bath_Temp 20.37
temp,2021-05-08T23:11:35 Water_Bath_Temp 20.36
temp,2021-05-08T23:13:08 Water_Bath_Temp 20.37
temp,2021-05-08T23:13:38 Water_Bath_Temp 20.36
temp,2021-05-08T23:18:05 Water_Bath_Temp 20.36
temp,2021-05-08T23:19:13 Water_Bath_Temp 20.36
temp,2021-05-08T23:24:42 Water_Bath_Temp 20.35
temp,2021-05-08T23:25:12 Water_Bath_Temp 20.36
temp,2021-05-08T23:26:42 Water_Bath_Temp 20.35
temp,2021-05-08T23:37:11 Water_Bath_Temp 20.34
temp,2021-05-08T23:37:42 Water_Bath_Temp 20.35
temp,2021-05-08T23:37:58 Water_Bath_Temp 20.34
temp,2021-05-08T23:49:12 Water_Bath_Temp 20.33
temp,2021-05-08T23:49:40 Water_Bath_Temp 20.34
temp,2021-05-08T23:50:09 Water_Bath_Temp 20.33
temp,2021-05-08T23:50:42 Water_Bath_Temp 20.34
temp,2021-05-08T23:51:38 Water_Bath_Temp 20.33
temp,2021-05-09T00:01:12 Water_Bath_Temp 20.32
temp,2021-05-09T00:01:37 Water_Bath_Temp 20.33
temp,2021-05-09T00:02:35 Water_Bath_Temp 20.32
temp,2021-05-09T00:11:42 Water_Bath_Temp 20.31
temp,2021-05-09T00:12:39 Water_Bath_Temp 20.32
temp,2021-05-09T00:13:10 Water_Bath_Temp 20.31
temp,2021-05-09T00:23:18 Water_Bath_Temp 20.3
temp,2021-05-09T00:24:26 Water_Bath_Temp 20.3
temp,2021-05-09T00:24:54 Water_Bath_Temp 20.31
temp,2021-05-09T00:24:55 Water_Bath_Temp 20.3
temp,2021-05-09T00:32:24 Water_Bath_Temp 20.29
temp,2021-05-09T00:32:50 Water_Bath_Temp 20.3
temp,2021-05-09T00:33:20 Water_Bath_Temp 20.29
temp,2021-05-09T00:33:46 Water_Bath_Temp 20.3
