keywords,text
channel,2021-05-10T10:22:25 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T10:22:25 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T11:23:19 Programming Time channels
channel,2021-05-10T11:23:19 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T11:23:19 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T11:23:19 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T12:24:13 Programming Time channels
channel,2021-05-10T12:24:13 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T12:24:13 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T12:24:13 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T12:50:08 Programming Time channels
channel,2021-05-10T12:50:08 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T12:50:08 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T12:50:08 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T12:57:54 Programming Time channels
channel,2021-05-10T12:57:54 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T12:57:54 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T12:57:54 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T13:05:40 Programming Time channels
channel,2021-05-10T13:05:40 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T13:05:40 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T13:05:40 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T13:13:27 Programming Time channels
channel,2021-05-10T13:13:27 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T13:13:27 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T13:13:27 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T13:28:57 Programming Time channels
channel,2021-05-10T13:28:57 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T13:28:57 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T13:28:57 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T13:36:43 Programming Time channels
channel,2021-05-10T13:36:43 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T13:36:43 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T13:36:43 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T14:04:50 Programming Time channels
channel,2021-05-10T14:04:50 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T14:04:50 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T14:04:50 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T14:12:36 Programming Time channels
channel,2021-05-10T14:12:36 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T14:12:36 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T14:12:36 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T14:25:39 Programming Time channels
channel,2021-05-10T14:25:39 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T14:25:39 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T14:25:39 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T14:33:25 Programming Time channels
channel,2021-05-10T14:33:25 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T14:33:25 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T14:33:25 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T14:41:12 Programming Time channels
channel,2021-05-10T14:41:12 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T14:41:12 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T14:41:12 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T14:48:58 Programming Time channels
channel,2021-05-10T14:48:58 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T14:48:58 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T14:48:59 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T16:24:09 Programming Time channels
channel,2021-05-10T16:24:09 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T16:24:09 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T16:24:09 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T17:40:35 Programming Time channels
channel,2021-05-10T17:40:35 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T17:40:35 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T17:40:35 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T18:40:29 Programming Time channels
channel,2021-05-10T18:40:29 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T18:40:29 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T18:40:29 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T19:40:22 Programming Time channels
channel,2021-05-10T19:40:22 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T19:40:22 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T19:40:22 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T20:40:17 Programming Time channels
channel,2021-05-10T20:40:17 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T20:40:17 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T20:40:17 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T21:40:11 Programming Time channels
channel,2021-05-10T21:40:11 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T21:40:11 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T21:40:11 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-10T22:40:02 Programming Time channels
channel,2021-05-10T22:40:02 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-10T22:40:02 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-10T22:40:02 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-11T09:53:39 Programming Time channels
channel,2021-05-11T09:53:39 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-11T09:53:39 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-11T09:53:39 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T10:11:31 Programming Time channels
channel,2021-05-25T10:11:31 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T10:11:31 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T10:11:31 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T11:02:01 Programming Time channels
channel,2021-05-25T11:02:01 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T11:02:01 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T11:02:01 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T11:33:57 Programming Time channels
channel,2021-05-25T11:33:57 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T11:33:57 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T11:33:57 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T12:19:21 Programming Time channels
channel,2021-05-25T12:19:21 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T12:19:21 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T12:19:21 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T12:52:33 Programming Time channels
channel,2021-05-25T12:52:33 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T12:52:33 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T12:52:33 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T13:25:43 Programming Time channels
channel,2021-05-25T13:25:43 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T13:25:43 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T13:25:43 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T13:41:02 Programming Time channels
channel,2021-05-25T13:41:02 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T13:41:02 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T13:41:02 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
channel,2021-05-25T14:12:56 Programming Time channels
channel,2021-05-25T14:12:56 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 0
channel,2021-05-25T14:12:56 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 1
channel,2021-05-25T14:12:56 Setting 9729 time channels from 5.000000 to 39999.000000 us on card 2
"channel,area",2021-05-10T15:55:31 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T15:56:06 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T15:56:40 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T15:57:15 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T15:57:50 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:05:24 Qxtrm_channel::RDMARead failed rdma2 address 0x4 nbytes 4(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:06:02 Qxtrm_channel::RDMARead failed rdma2 address 0x4 nbytes 4(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:06:41 Qxtrm_channel::RDMARead failed rdma2 address 0x4 nbytes 4(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:07:22 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:07:56 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:08:31 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:09:06 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
"channel,area",2021-05-10T16:09:41 Qxtrm_channel::RDMARead failed rdma1 address 0x0 nbytes 128(Quixtream: The timeout period on this channel expired before the transfer commenced. Channel status: Transfer failed. Data packet not received before timeout. )
detector,"2021-04-28T19:38:17 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T20:05:18 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T20:12:09 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T20:16:49 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T20:20:02 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T21:25:14 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T22:31:41 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T22:34:29 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-28T23:39:40 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-29T00:46:58 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-29T01:53:59 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-29T06:02:23 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-29T07:13:57 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-29T08:20:46 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-04-29T09:27:58 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T16:00:04 Detector table ""C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/detector_dae3_00.dat"" is unchanged - reload skipped"
detector,"2021-05-08T16:00:10 Detector table ""C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/detector_dae3_00.dat"" is unchanged - reload skipped"
detector,"2021-05-08T16:01:20 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T16:12:03 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T16:22:47 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T16:38:04 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T16:48:48 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T17:11:55 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T17:22:39 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T17:33:23 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T17:44:06 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T17:54:50 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T18:09:06 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T18:27:24 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T18:38:09 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T18:42:11 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T18:43:14 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T18:53:57 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T19:04:41 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T19:15:26 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T19:26:09 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T19:47:27 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T20:51:03 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T21:55:36 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-08T23:18:09 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T00:23:22 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T01:28:02 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T02:32:44 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T03:37:26 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T04:42:09 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T05:46:52 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T06:51:38 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T07:56:23 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T09:01:08 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T10:05:50 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T11:01:32 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T11:09:44 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T11:19:03 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T11:27:15 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T11:35:27 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T11:43:39 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T12:06:58 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T12:15:10 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T12:23:22 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T12:31:34 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T12:39:46 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T12:47:58 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T13:37:19 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T13:45:31 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T13:53:43 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T14:01:54 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T14:10:06 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T14:19:00 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T14:40:46 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T17:23:42 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T18:26:48 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T19:31:32 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T20:36:16 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T20:42:17 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T21:47:01 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T22:51:47 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-09T23:56:58 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T01:01:47 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T02:06:33 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T03:11:21 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T04:16:08 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T05:21:13 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T06:26:00 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T07:30:47 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T08:34:48 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T09:35:39 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T10:21:25 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T11:22:18 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T12:23:12 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T12:49:07 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T12:56:54 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T13:04:40 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T13:12:26 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T13:27:57 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T13:35:43 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T14:03:49 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T14:11:35 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T14:24:39 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T14:32:25 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T14:40:11 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T14:47:58 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T16:24:06 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T17:40:33 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T18:40:27 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T19:40:20 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T20:40:15 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T21:40:09 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-10T22:40:00 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-11T09:53:37 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T10:11:29 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T11:01:58 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T11:33:54 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T12:19:19 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T12:52:31 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T13:25:41 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T13:41:00 Highest dae, detector card, crate number used = 0, 2, 2"
detector,"2021-05-25T14:12:53 Highest dae, detector card, crate number used = 0, 2, 2"
sample,2021-04-28T13:16:52 Sample 829.4179356845098
sample,2021-04-28T13:46:52 Sample 829.4179356845098
sample,2021-04-28T14:16:52 Sample 829.4179356845098
sample,2021-04-28T14:46:52 Sample 829.4179356845098
sample,2021-04-28T15:16:52 Sample 829.4179356845098
sample,2021-04-28T15:46:52 Sample 829.4179356845098
sample,2021-04-28T16:16:52 Sample 829.4179356845098
sample,2021-04-28T16:46:52 Sample 829.4179356845098
sample,2021-04-28T17:16:52 Sample 829.4179356845098
sample,2021-04-28T17:46:52 Sample 829.4179356845098
sample,2021-04-28T18:16:52 Sample 829.4179356845098
sample,2021-04-28T18:46:52 Sample 829.4179356845098
sample,2021-04-28T19:16:52 Sample 829.4179356845098
sample,2021-04-28T19:38:23 Sample 829.4179356845098
sample,2021-04-28T20:05:23 Sample 829.4179356845098
sample,2021-04-28T20:12:15 Sample 829.4179356845098
sample,2021-04-28T20:16:54 Sample 829.4179356845098
sample,2021-04-28T20:20:08 Sample 829.4179356845098
sample,2021-04-28T20:50:07 Sample 829.4179356845098
sample,2021-04-28T21:20:07 Sample 829.4179356845098
sample,2021-04-28T21:25:08 Sample 829.4179356845098
sample,2021-04-28T21:25:19 Sample 829.4179356845098
sample,2021-04-28T21:55:18 Sample 829.4179356845098
sample,2021-04-28T22:25:18 Sample 829.4179356845098
sample,2021-04-28T22:31:35 Sample 829.4179356845098
sample,2021-04-28T22:31:47 Sample 829.4179356845098
sample,2021-04-28T22:34:35 Sample 829.4179356845098
sample,2021-04-28T23:04:35 Sample 829.4179356845098
sample,2021-04-28T23:34:35 Sample 829.4179356845098
sample,2021-04-28T23:39:34 Sample 829.4179356845098
sample,2021-04-28T23:39:45 Sample 829.4179356845098
sample,2021-04-29T00:09:44 Sample 829.4179356845098
sample,2021-04-29T00:39:44 Sample 829.4179356845098
sample,2021-04-29T00:46:51 Sample 829.4179356845098
sample,2021-04-29T00:47:04 Sample 829.4179356845098
sample,2021-04-29T01:17:03 Sample 829.4179356845098
sample,2021-04-29T01:47:03 Sample 829.4179356845098
sample,2021-04-29T01:53:52 Sample 829.4179356845098
sample,2021-04-29T01:54:05 Sample 829.4179356845098
sample,2021-04-29T02:24:04 Sample 829.4179356845098
sample,2021-04-29T02:54:04 Sample 829.4179356845098
sample,2021-04-29T03:24:04 Sample 829.4179356845098
sample,2021-04-29T03:54:04 Sample 829.4179356845098
sample,2021-04-29T04:24:04 Sample 829.4179356845098
sample,2021-04-29T04:54:04 Sample 829.4179356845098
sample,2021-04-29T05:24:04 Sample 829.4179356845098
sample,2021-04-29T05:54:04 Sample 829.4179356845098
sample,2021-04-29T06:02:17 Sample 829.4179356845098
sample,2021-04-29T06:02:30 Sample 829.4179356845098
sample,2021-04-29T06:32:29 Sample 829.4179356845098
sample,2021-04-29T07:02:29 Sample 829.4179356845098
sample,2021-04-29T07:13:51 Sample 829.4179356845098
sample,2021-04-29T07:14:02 Sample 829.4179356845098
sample,2021-04-29T07:44:01 Sample 829.4179356845098
sample,2021-04-29T08:14:01 Sample 829.4179356845098
sample,2021-04-29T08:20:40 Sample 829.4179356845098
sample,2021-04-29T08:20:51 Sample 829.4179356845098
sample,2021-04-29T08:50:51 Sample 829.4179356845098
sample,2021-04-29T09:20:51 Sample 829.4179356845098
sample,2021-04-29T09:27:53 Sample 829.4179356845098
sample,2021-04-29T09:28:04 Sample 829.4179356845098
sample,2021-04-29T09:58:03 Sample 829.4179356845098
sample,2021-04-29T10:28:03 Sample 829.4179356845098
sample,2021-04-29T10:34:35 Sample 829.4179356845098
sample,2021-05-08T15:46:45 Sample 829.4179356845098
sample,2021-05-08T16:01:26 Sample 829.4179356845098
sample,2021-05-08T16:11:59 Sample 829.4179356845098
sample,2021-05-08T16:12:08 Sample 829.4179356845098
sample,2021-05-08T16:22:44 Sample 829.4179356845098
sample,2021-05-08T16:22:53 Sample 829.4179356845098
sample,2021-05-08T16:33:26 Sample 829.4179356845098
sample,2021-05-08T16:38:10 Sample 829.4179356845098
sample,2021-05-08T16:48:44 Sample 829.4179356845098
sample,2021-05-08T16:48:53 Sample 829.4179356845098
sample,2021-05-08T16:59:28 Sample 829.4179356845098
sample,2021-05-08T17:12:01 Sample 829.4179356845098
sample,2021-05-08T17:22:35 Sample 829.4179356845098
sample,2021-05-08T17:22:44 Sample 829.4179356845098
sample,2021-05-08T17:33:19 Sample 829.4179356845098
sample,2021-05-08T17:33:28 Sample 829.4179356845098
sample,2021-05-08T17:44:02 Sample 829.4179356845098
sample,2021-05-08T17:44:11 Sample 829.4179356845098
sample,2021-05-08T17:54:46 Sample 829.4179356845098
sample,2021-05-08T17:54:56 Sample 829.4179356845098
sample,2021-05-08T18:05:30 Sample 829.4179356845098
sample,2021-05-08T18:09:12 Sample 829.4179356845098
sample,2021-05-08T18:19:49 Sample 829.4179356845098
sample,2021-05-08T18:27:29 Sample 829.4179356845098
sample,2021-05-08T18:38:05 Sample 829.4179356845098
sample,2021-05-08T18:38:14 Sample 829.4179356845098
sample,2021-05-08T18:42:17 Sample 829.4179356845098
sample,2021-05-08T18:43:20 Sample 829.4179356845098
