run_number,path,shape,dtype,size,value,matching_attributes,role
44779,raw_data_1/definition,"(1,)",|S6,1,[TOFRAW],url=b'http://definition.nexusformat.org/instruments/TOFRAW?version=1.0',concrete_sample_5I
44779,raw_data_1/definition_local,"(1,)",|S10,1,[ISISTOFRAW],url=b'http://svn.isis.rl.ac.uk/instruments/ISISTOFRAW?version=1.0',concrete_sample_5I
44779,raw_data_1/detector_1/counts,"(1, 196, 9729)",int32,1906884,,"axes=b'period_index,spectrum_index,time_of_flight' | target=b'/raw_data_1/instrument/detector_1/counts'",concrete_sample_5I
44779,raw_data_1/detector_1/period_index,"(1,)",int32,1,[1],,concrete_sample_5I
44779,raw_data_1/detector_1/spectrum_index,"(196,)",int32,196,,target=b'/raw_data_1/instrument/detector_1/spectrum_index',concrete_sample_5I
44779,raw_data_1/detector_1/time_of_flight,"(9730,)",float32,9730,,target=b'/raw_data_1/instrument/dae/time_channels_1/time_of_flight',concrete_sample_5I
44779,raw_data_1/instrument/dae/detector_table_file,"(1,)",|S83,1,[C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/detector_dae3_00.dat],,concrete_sample_5I
44779,raw_data_1/instrument/dae/spectra_table_file,"(1,)",|S83,1,[C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/spectrum_dae3_00.dat],,concrete_sample_5I
44779,raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw,"(9730,)",int32,9730,,target=b'/raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw',concrete_sample_5I
44779,raw_data_1/instrument/detector_1/delt,"(196,)",float32,196,,,concrete_sample_5I
44779,raw_data_1/instrument/detector_1/distance,"(196,)",float32,196,,,concrete_sample_5I
44779,raw_data_1/instrument/detector_1/polar_angle,"(196,)",float32,196,,,concrete_sample_5I
44779,raw_data_1/instrument/detector_1/source_detector_distance,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/instrument/moderator/distance,"(1,)",float32,1,[-0.0],,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/HDR,"(1,)",|S80,1,[VES44779Martellucci         Concrete sample 5I (146.10-MAY-2021 12:50:09   20.07],,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/TITL,"(1,)",|S80,1,[Concrete sample 5I (146.51g) in tank with GEM                                   ],,concrete_sample_5I
44779,raw_data_1/monitor_1/data,"(1, 1, 9729)",int32,9729,,"axes=b'period_index,spectrum_index,time_of_flight'",concrete_sample_5I
44779,raw_data_1/monitor_1/monitor_number,"(1,)",int32,1,[1],,concrete_sample_5I
44779,raw_data_1/monitor_1/spectrum_index,"(1,)",int32,1,[1],,concrete_sample_5I
44779,raw_data_1/monitor_2/data,"(1, 1, 9729)",int32,9729,,"axes=b'period_index,spectrum_index,time_of_flight'",concrete_sample_5I
44779,raw_data_1/monitor_2/monitor_number,"(1,)",int32,1,[2],,concrete_sample_5I
44779,raw_data_1/monitor_2/spectrum_index,"(1,)",int32,1,[2],,concrete_sample_5I
44779,raw_data_1/monitor_events_not_saved,"(1,)",int64,1,[0],,concrete_sample_5I
44779,raw_data_1/runlog/icp_event/time,"(6,)",float32,6,"[-62.0, 0.0, 0.0, 0.0, 400.0, 400.0]",,concrete_sample_5I
44779,raw_data_1/runlog/icp_event/value,"(6, 1)",|S65,6,"[CHANGE_PERIOD 1                                                  , CHANGE_PERIOD 1                                                  , START_COLLECTION PERIOD 1 GF 0 RF 0 GUAH 0.000000                , BEGIN                                                            , STOP_COLLECTION PERIOD 1 GF 15973 RF 15973 GUAH 20.069834 DUR 400, END                                                              ]",,concrete_sample_5I
44779,raw_data_1/runlog/monitor_sum_1/time,"(57,)",float32,57,"[-1319.0, -1289.0, -1259.0, -1229.0, -1199.0, -1169.0, -1139.0, -1109.0, -1079.0, -1049.0, -1019.0, -988.0, -958.0, -928.0, -898.0, -868.0, -838.0, -808.0, -778.0, -748.0, -718.0, -688.0, -658.0, -628.0, -598.0, -568.0, -538.0, -508.0, -477.0, -447.0, -417.0, -387.0, -357.0, -327.0, -297.0, -267.0, -237.0, -207.0, -177.0, -147.0, -117.0, -87.0, 6.0, 36.0, 66.0, 96.0, 126.0, 156.0, 186.0, 216.0, 246.0, 276.0, 306.0, 336.0, 366.0, 396.0, 401.0]",,concrete_sample_5I
44779,raw_data_1/runlog/monitor_sum_1/value,"(57,)",int32,57,"[7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 7520, 15615, 109684, 203441, 297554, 392430, 486771, 581010, 675331, 769745, 863869, 958356, 1052179, 1146635, 1240485, 1240485]",,concrete_sample_5I
44779,raw_data_1/sample/distance,"(1,)",float64,1,[0.0],,concrete_sample_5I
44779,raw_data_1/sample/height,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/sample/id,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/sample/name,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/sample/shape,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/sample/thickness,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/sample/type,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/sample/width,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/selog/Sample/read_control,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/selog/Sample/set_control,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/selog/Sample/setpoint,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/selog/Sample/setpoint_spread,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/selog/Sample/value,"(1,)",float32,1,[829.4179],,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/alarm_severity,"(1, 1)",|S4,1,[NONE],,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/alarm_status,"(1, 1)",|S8,1,[NO_ALARM],,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/alarm_time,"(1,)",float32,1,[2.0],,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/name,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/time,"(2,)",float32,2,"[2.0, 401.0]",,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/value,"(2,)",float32,2,"[829.4179, 829.4179]",,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_log/value_valid,"(2,)",int32,2,"[1, 1]",,concrete_sample_5I
44779,raw_data_1/selog/Sample/value_spread,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/selog/Sample/vi_name,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/read_control,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/set_control,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/setpoint,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/setpoint_spread,"(1,)",float32,1,[0.0],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value,"(1,)",float32,1,[21.08],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_severity,"(1, 1)",|S4,1,[NONE],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_status,"(1, 1)",|S8,1,[NO_ALARM],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_time,"(1,)",float32,1,[-652.0],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/name,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/time,"(7,)",float32,7,"[-652.0, -647.0, -506.0, 2.0, 318.0, 387.0, 401.0]",,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/value,"(7,)",float32,7,"[21.09, 21.1, 21.09, 21.09, 21.08, 21.09, 21.08]",,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_log/value_valid,"(7,)",int32,7,"[1, 1, 1, 1, 1, 1, 1]",,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/value_spread,"(1,)",float32,1,[0.01],,concrete_sample_5I
44779,raw_data_1/selog/Water_Bath_Temp/vi_name,"(1,)",|S1,1,[ ],,concrete_sample_5I
44779,raw_data_1/title,"(1,)",|S45,1,[Concrete sample 5I (146.51g) in tank with GEM],,concrete_sample_5I
44792,raw_data_1/definition,"(1,)",|S6,1,[TOFRAW],url=b'http://definition.nexusformat.org/instruments/TOFRAW?version=1.0',late_empty_control
44792,raw_data_1/definition_local,"(1,)",|S10,1,[ISISTOFRAW],url=b'http://svn.isis.rl.ac.uk/instruments/ISISTOFRAW?version=1.0',late_empty_control
44792,raw_data_1/detector_1/counts,"(1, 196, 9729)",int32,1906884,,"axes=b'period_index,spectrum_index,time_of_flight' | target=b'/raw_data_1/instrument/detector_1/counts'",late_empty_control
44792,raw_data_1/detector_1/period_index,"(1,)",int32,1,[1],,late_empty_control
44792,raw_data_1/detector_1/spectrum_index,"(196,)",int32,196,,target=b'/raw_data_1/instrument/detector_1/spectrum_index',late_empty_control
44792,raw_data_1/detector_1/time_of_flight,"(9730,)",float32,9730,,target=b'/raw_data_1/instrument/dae/time_channels_1/time_of_flight',late_empty_control
44792,raw_data_1/instrument/dae/detector_table_file,"(1,)",|S83,1,[C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/detector_dae3_00.dat],,late_empty_control
44792,raw_data_1/instrument/dae/spectra_table_file,"(1,)",|S83,1,[C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/spectrum_dae3_00.dat],,late_empty_control
44792,raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw,"(9730,)",int32,9730,,target=b'/raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw',late_empty_control
44792,raw_data_1/instrument/detector_1/delt,"(196,)",float32,196,,,late_empty_control
44792,raw_data_1/instrument/detector_1/distance,"(196,)",float32,196,,,late_empty_control
44792,raw_data_1/instrument/detector_1/polar_angle,"(196,)",float32,196,,,late_empty_control
44792,raw_data_1/instrument/detector_1/source_detector_distance,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/instrument/moderator/distance,"(1,)",float32,1,[-0.0],,late_empty_control
44792,raw_data_1/isis_vms_compat/HDR,"(1,)",|S80,1,[VES44792Martellucci         Empty tank with GEM     10-MAY-2021 17:40:37  180.07],,late_empty_control
44792,raw_data_1/isis_vms_compat/TITL,"(1,)",|S80,1,[Empty tank with GEM                                                             ],,late_empty_control
44792,raw_data_1/monitor_1/data,"(1, 1, 9729)",int32,9729,,"axes=b'period_index,spectrum_index,time_of_flight'",late_empty_control
44792,raw_data_1/monitor_1/monitor_number,"(1,)",int32,1,[1],,late_empty_control
44792,raw_data_1/monitor_1/spectrum_index,"(1,)",int32,1,[1],,late_empty_control
44792,raw_data_1/monitor_2/data,"(1, 1, 9729)",int32,9729,,"axes=b'period_index,spectrum_index,time_of_flight'",late_empty_control
44792,raw_data_1/monitor_2/monitor_number,"(1,)",int32,1,[2],,late_empty_control
44792,raw_data_1/monitor_2/spectrum_index,"(1,)",int32,1,[2],,late_empty_control
44792,raw_data_1/monitor_events_not_saved,"(1,)",int64,1,[0],,late_empty_control
44792,raw_data_1/runlog/icp_event/time,"(6,)",float32,6,"[-4.0, 0.0, 0.0, 0.0, 3585.0, 3585.0]",,late_empty_control
44792,raw_data_1/runlog/icp_event/value,"(6, 1)",|S69,6,"[CHANGE_PERIOD 1                                                      , CHANGE_PERIOD 1                                                      , START_COLLECTION PERIOD 1 GF 0 RF 0 GUAH 0.000000                    , BEGIN                                                                , STOP_COLLECTION PERIOD 1 GF 143406 RF 143406 GUAH 180.066971 DUR 3585, END                                                                  ]",,late_empty_control
44792,raw_data_1/runlog/monitor_sum_1/time,"(270,)",float32,270,,,late_empty_control
44792,raw_data_1/runlog/monitor_sum_1/value,"(270,)",int32,270,,,late_empty_control
44792,raw_data_1/sample/distance,"(1,)",float64,1,[0.0],,late_empty_control
44792,raw_data_1/sample/height,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/sample/id,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/sample/name,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/sample/shape,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/sample/thickness,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/sample/type,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/sample/width,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/selog/Sample/read_control,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/selog/Sample/set_control,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/selog/Sample/setpoint,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/selog/Sample/setpoint_spread,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/selog/Sample/value,"(1,)",float32,1,[829.4179],,late_empty_control
44792,raw_data_1/selog/Sample/value_log/alarm_severity,"(1, 1)",|S4,1,[NONE],,late_empty_control
44792,raw_data_1/selog/Sample/value_log/alarm_status,"(1, 1)",|S8,1,[NO_ALARM],,late_empty_control
44792,raw_data_1/selog/Sample/value_log/alarm_time,"(1,)",float32,1,[-2702.0],,late_empty_control
44792,raw_data_1/selog/Sample/value_log/name,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/selog/Sample/value_log/time,"(5,)",float32,5,"[-2702.0, -902.0, 2.0, 1801.0, 3586.0]",,late_empty_control
44792,raw_data_1/selog/Sample/value_log/value,"(5,)",float32,5,"[829.4179, 829.4179, 829.4179, 829.4179, 829.4179]",,late_empty_control
44792,raw_data_1/selog/Sample/value_log/value_valid,"(5,)",int32,5,"[1, 1, 1, 1, 1]",,late_empty_control
44792,raw_data_1/selog/Sample/value_spread,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/selog/Sample/vi_name,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/read_control,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/set_control,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/setpoint,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/setpoint_spread,"(1,)",float32,1,[0.0],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value,"(1,)",float32,1,[20.99],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_severity,"(1, 1)",|S4,1,[NONE],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_status,"(1, 1)",|S8,1,[NO_ALARM],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_time,"(1,)",float32,1,[-4489.0],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_log/name,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_log/time,"(32,)",float32,32,"[-4489.0, -2672.0, -872.0, 2.0, 389.0, 392.0, 840.0, 870.0, 1199.0, 1226.0, 1290.0, 1293.0, 1350.0, 1392.0, 1738.0, 1766.0, 1828.0, 1857.0, 1950.0, 2007.0, 2038.0, 2101.0, 2129.0, 2338.0, 2358.0, 2518.0, 2542.0, 2700.0, 2727.0, 2820.0, 2824.0, 3586.0]",,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_log/value,"(32,)",float32,32,"[21.0, 21.0, 21.0, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 21.0, 20.99, 20.99]",,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_log/value_valid,"(32,)",int32,32,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/value_spread,"(1,)",float32,1,[0.01],,late_empty_control
44792,raw_data_1/selog/Water_Bath_Temp/vi_name,"(1,)",|S1,1,[ ],,late_empty_control
44792,raw_data_1/title,"(1,)",|S19,1,[Empty tank with GEM],,late_empty_control
45130,raw_data_1/definition,"(1,)",|S6,1,[TOFRAW],url=b'http://definition.nexusformat.org/instruments/TOFRAW?version=1.0',sample_1_RT_Cd_frame
45130,raw_data_1/definition_local,"(1,)",|S10,1,[ISISTOFRAW],url=b'http://svn.isis.rl.ac.uk/instruments/ISISTOFRAW?version=1.0',sample_1_RT_Cd_frame
45130,raw_data_1/detector_1/counts,"(6, 196, 9729)",int32,11441304,,"axes=b'period_index,spectrum_index,time_of_flight' | target=b'/raw_data_1/instrument/detector_1/counts'",sample_1_RT_Cd_frame
45130,raw_data_1/detector_1/period_index,"(6,)",int32,6,"[1, 2, 3, 4, 5, 6]",,sample_1_RT_Cd_frame
45130,raw_data_1/detector_1/spectrum_index,"(196,)",int32,196,,target=b'/raw_data_1/instrument/detector_1/spectrum_index',sample_1_RT_Cd_frame
45130,raw_data_1/detector_1/time_of_flight,"(9730,)",float32,9730,,target=b'/raw_data_1/instrument/dae/time_channels_1/time_of_flight',sample_1_RT_Cd_frame
45130,raw_data_1/instrument/dae/detector_table_file,"(1,)",|S83,1,[C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/detector_dae3_00.dat],,sample_1_RT_Cd_frame
45130,raw_data_1/instrument/dae/spectra_table_file,"(1,)",|S83,1,[C:/Instrument/Settings/config/NDXVESUVIO/configurations/tables/spectrum_dae3_00.dat],,sample_1_RT_Cd_frame
45130,raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw,"(9730,)",int32,9730,,target=b'/raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw',sample_1_RT_Cd_frame
45130,raw_data_1/instrument/detector_1/delt,"(196,)",float32,196,,,sample_1_RT_Cd_frame
45130,raw_data_1/instrument/detector_1/distance,"(196,)",float32,196,,,sample_1_RT_Cd_frame
45130,raw_data_1/instrument/detector_1/polar_angle,"(196,)",float32,196,,,sample_1_RT_Cd_frame
45130,raw_data_1/instrument/detector_1/source_detector_distance,"(1,)",float32,1,[0.0],,sample_1_RT_Cd_frame
45130,raw_data_1/instrument/moderator/distance,"(1,)",float32,1,[-0.0],,sample_1_RT_Cd_frame
45130,raw_data_1/isis_vms_compat/HDR,"(1,)",|S80,1,[VES45130Martellucci         Sample 1 on Al face with25-MAY-2021 11:02:02   90.07],,sample_1_RT_Cd_frame
45130,raw_data_1/isis_vms_compat/TITL,"(1,)",|S80,1,[Sample 1 on Al face with Cd frame at RT                                         ],,sample_1_RT_Cd_frame
45130,raw_data_1/monitor_1/data,"(6, 1, 9729)",int32,58374,,"axes=b'period_index,spectrum_index,time_of_flight'",sample_1_RT_Cd_frame
45130,raw_data_1/monitor_1/monitor_number,"(1,)",int32,1,[1],,sample_1_RT_Cd_frame
45130,raw_data_1/monitor_1/spectrum_index,"(1,)",int32,1,[1],,sample_1_RT_Cd_frame
45130,raw_data_1/monitor_2/data,"(6, 1, 9729)",int32,58374,,"axes=b'period_index,spectrum_index,time_of_flight'",sample_1_RT_Cd_frame
45130,raw_data_1/monitor_2/monitor_number,"(1,)",int32,1,[2],,sample_1_RT_Cd_frame
45130,raw_data_1/monitor_2/spectrum_index,"(1,)",int32,1,[2],,sample_1_RT_Cd_frame
45130,raw_data_1/monitor_events_not_saved,"(1,)",int64,1,[0],,sample_1_RT_Cd_frame
45130,raw_data_1/runlog/icp_event/time,"(82,)",float32,82,"[-3033.0, -3029.0, -3029.0, -3029.0, -3024.0, -3024.0, -2944.0, -2944.0, -2944.0, -2650.0, -2650.0, -2643.0, -2643.0, -2643.0, -2344.0, -2344.0, -2303.0, -2303.0, -2303.0, -2004.0, -2004.0, -1998.0, -1998.0, -1998.0, -1698.0, -1698.0, -1658.0, -1657.0, -1657.0, -1358.0, -1358.0, -1352.0, -1352.0, -1352.0, -1052.0, -1052.0, -972.0, -972.0, -972.0, -673.0, -673.0, -666.0, -666.0, -666.0, -526.0, -526.0, -4.0, 0.0, 0.0, 0.0, 6.0, 6.0, 12.0, 12.0, 12.0, 306.0, 306.0, 312.0, 313.0, 313.0, 612.0, 612.0, 653.0, 653.0, 653.0, 952.0, 953.0, 959.0, 959.0, 959.0, 1258.0, 1258.0, 1299.0, 1299.0, 1299.0, 1599.0, 1599.0, 1605.0, 1605.0, 1605.0, 1905.0, 1905.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/runlog/icp_event/value,"(82, 1)",|S66,82,"[CHANGE_PERIOD 1                                                   , CHANGE_PERIOD 1                                                   , START_COLLECTION PERIOD 1 GF 0 RF 0 GUAH 0.000000                 , BEGIN                                                             , STOP_COLLECTION PERIOD 1 GF 222 RF 222 GUAH 0.277739 DUR 5        , PAUSE                                                             , CHANGE_PERIOD 1                                                   , RESUME                                                            , START_COLLECTION PERIOD 1 GF 224 RF 224 GUAH 0.280242             , STOP_COLLECTION PERIOD 1 GF 11990 RF 11990 GUAH 15.018934 DUR 294 , PAUSE                                                             , CHANGE_PERIOD 2                                                   , RESUME                                                            , START_COLLECTION PERIOD 2 GF 11992 RF 11992 GUAH 15.021437        , STOP_COLLECTION PERIOD 2 GF 23964 RF 23964 GUAH 30.013863 DUR 299 , PAUSE                                                             , CHANGE_PERIOD 3                                                   , RESUME                                                            , START_COLLECTION PERIOD 3 GF 23967 RF 23967 GUAH 30.017637        , STOP_COLLECTION PERIOD 3 GF 35924 RF 35924 GUAH 45.013512 DUR 299 , PAUSE                                                             , CHANGE_PERIOD 4                                                   , RESUME                                                            , START_COLLECTION PERIOD 4 GF 35926 RF 35926 GUAH 45.016014        , STOP_COLLECTION PERIOD 4 GF 47900 RF 47900 GUAH 60.013847 DUR 300 , PAUSE                                                             , CHANGE_PERIOD 5                                                   , RESUME                                                            , START_COLLECTION PERIOD 5 GF 47903 RF 47903 GUAH 60.017590        , STOP_COLLECTION PERIOD 5 GF 59882 RF 59882 GUAH 75.009842 DUR 299 , PAUSE                                                             , CHANGE_PERIOD 6                                                   , RESUME                                                            , START_COLLECTION PERIOD 6 GF 59884 RF 59884 GUAH 75.012360        , STOP_COLLECTION PERIOD 6 GF 71874 RF 71874 GUAH 90.015686 DUR 300 , PAUSE                                                             , CHANGE_PERIOD 1                                                   , RESUME                                                            , START_COLLECTION PERIOD 1 GF 71877 RF 71877 GUAH 90.019455        , STOP_COLLECTION PERIOD 1 GF 83854 RF 83854 GUAH 105.014809 DUR 299, PAUSE                                                             , CHANGE_PERIOD 2                                                   , RESUME                                                            , START_COLLECTION PERIOD 2 GF 83857 RF 83857 GUAH 105.018562       , STOP_COLLECTION PERIOD 2 GF 89452 RF 89452 GUAH 112.020393 DUR 140, ABORT                                                             , CHANGE_PERIOD 1                                                   , CHANGE_PERIOD 1                                                   , START_COLLECTION PERIOD 1 GF 0 RF 0 GUAH 0.000000                 , BEGIN                                                             , STOP_COLLECTION PERIOD 1 GF 224 RF 224 GUAH 0.280180 DUR 6        , PAUSE                                                             , CHANGE_PERIOD 1                                                   , RESUME                                                            , START_COLLECTION PERIOD 1 GF 226 RF 226 GUAH 0.282696             , STOP_COLLECTION PERIOD 1 GF 11990 RF 11990 GUAH 15.010883 DUR 294 , PAUSE                                                             , CHANGE_PERIOD 2                                                   , RESUME                                                            , START_COLLECTION PERIOD 2 GF 11992 RF 11992 GUAH 15.013387        , STOP_COLLECTION PERIOD 2 GF 23975 RF 23975 GUAH 30.013050 DUR 299 , PAUSE                                                             , CHANGE_PERIOD 3                                                   , RESUME                                                            , START_COLLECTION PERIOD 3 GF 23977 RF 23977 GUAH 30.015566        , STOP_COLLECTION PERIOD 3 GF 35955 RF 35955 GUAH 45.015465 DUR 299 , PAUSE                                                             , CHANGE_PERIOD 4                                                   , RESUME                                                            , START_COLLECTION PERIOD 4 GF 35957 RF 35957 GUAH 45.017967        , STOP_COLLECTION PERIOD 4 GF 47932 RF 47932 GUAH 60.014126 DUR 299 , PAUSE                                                             , CHANGE_PERIOD 5                                                   , RESUME                                                            , START_COLLECTION PERIOD 5 GF 47934 RF 47934 GUAH 60.016628        , STOP_COLLECTION PERIOD 5 GF 59904 RF 59904 GUAH 75.011978 DUR 300 , PAUSE                                                             , CHANGE_PERIOD 6                                                   , RESUME                                                            , START_COLLECTION PERIOD 6 GF 59907 RF 59907 GUAH 75.015724        , STOP_COLLECTION PERIOD 6 GF 71915 RF 71915 GUAH 90.070381 DUR 300 , END                                                               ]",,sample_1_RT_Cd_frame
45130,raw_data_1/runlog/monitor_sum_1/time,"(193,)",float32,193,,,sample_1_RT_Cd_frame
45130,raw_data_1/runlog/monitor_sum_1/value,"(193,)",int32,193,,,sample_1_RT_Cd_frame
45130,raw_data_1/sample/distance,"(1,)",float64,1,[0.0],,sample_1_RT_Cd_frame
45130,raw_data_1/sample/height,"(1,)",float32,1,[0.0],,sample_1_RT_Cd_frame
45130,raw_data_1/sample/id,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/sample/name,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/sample/shape,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/sample/thickness,"(1,)",float32,1,[0.0],,sample_1_RT_Cd_frame
45130,raw_data_1/sample/type,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/sample/width,"(1,)",float32,1,[0.0],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/read_control,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/set_control,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/setpoint,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/setpoint_spread,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value,"(6,)",float32,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value_log/alarm_severity,"(1, 1)",|S7,1,[INVALID],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value_log/alarm_status,"(1, 1)",|S10,1,[LINK_ALARM],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value_log/alarm_time,"(1,)",float32,1,[-3028.0],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value_log/name,"(1,)",|S1,1,[ ],,sample_1_RT_Cd_frame
45130,raw_data_1/selog/Rig_Pressure/value_log/time,"(5,)",float32,5,"[-3028.0, -1228.0, 2.0, 1801.0, 1906.0]",,sample_1_RT_Cd_frame
