run_number,path,shape,dtype,size,role
44749,raw_data_1/selog/Water_Bath_Temp/value,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_log/alarm_time,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_log/name,"(1,)",|S1,1,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_log/time,"(8,)",float32,8,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_log/value,"(8,)",float32,8,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_log/value_valid,"(8,)",int32,8,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/value_spread,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/Water_Bath_Temp/vi_name,"(1,)",|S1,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/read_control,"(1,)",|S1,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/set_control,"(1,)",|S1,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/setpoint,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/setpoint_spread,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_log/alarm_time,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_log/name,"(1,)",|S1,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_log/time,"(2,)",float32,2,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_log/value,"(2,)",float32,2,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_log/value_valid,"(2,)",int32,2,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/value_spread,"(1,)",float32,1,concrete_sample_3M
44749,raw_data_1/selog/vetoed_frames/vi_name,"(1,)",|S1,1,concrete_sample_3M
44749,raw_data_1/start_time,"(1,)",|S19,1,concrete_sample_3M
44749,raw_data_1/title,"(1,)",|S45,1,concrete_sample_3M
44749,raw_data_1/total_counts,"(1,)",uint64,1,concrete_sample_3M
44749,raw_data_1/total_uncounted_counts,"(1,)",int32,1,concrete_sample_3M
44749,raw_data_1/user_1/affiliation,"(1,)",|S1,1,concrete_sample_3M
44749,raw_data_1/user_1/name,"(1,)",|S11,1,concrete_sample_3M
44779,raw_data_1/beamline,"(1,)",|S7,1,concrete_sample_5I
44779,raw_data_1/collection_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/definition,"(1,)",|S6,1,concrete_sample_5I
44779,raw_data_1/definition_local,"(1,)",|S10,1,concrete_sample_5I
44779,raw_data_1/detector_1/counts,"(1, 196, 9729)",int32,1906884,concrete_sample_5I
44779,raw_data_1/detector_1/period_index,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/detector_1/spectrum_index,"(196,)",int32,196,concrete_sample_5I
44779,raw_data_1/detector_1/time_of_flight,"(9730,)",float32,9730,concrete_sample_5I
44779,raw_data_1/duration,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/end_time,"(1,)",|S19,1,concrete_sample_5I
44779,raw_data_1/experiment_identifier,"(1,)",|S7,1,concrete_sample_5I
44779,raw_data_1/good_frames,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/detector_table_file,"(1,)",|S83,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/spectra_table_file,"(1,)",|S83,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/time_channels_1/time_of_flight_raw,"(9730,)",int32,9730,concrete_sample_5I
44779,raw_data_1/instrument/dae/type,"(1,)",|S9,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/ISIS_50Hz,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/TS2_pulse,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/ext0,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/ext1,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/ext2,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/ext3,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/fermi_chopper0,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/fermi_chopper1,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/fermi_chopper2,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/fermi_chopper3,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/fifo,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/internal,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/msmode,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/vetos/smp,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/instrument/dae/wiring_table_file,"(1,)",|S86,1,concrete_sample_5I
44779,raw_data_1/instrument/detector_1/delt,"(196,)",float32,196,concrete_sample_5I
44779,raw_data_1/instrument/detector_1/distance,"(196,)",float32,196,concrete_sample_5I
44779,raw_data_1/instrument/detector_1/polar_angle,"(196,)",float32,196,concrete_sample_5I
44779,raw_data_1/instrument/detector_1/source_detector_distance,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/instrument/moderator/distance,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/instrument/name,"(1,)",|S7,1,concrete_sample_5I
44779,raw_data_1/instrument/source/name,"(1,)",|S4,1,concrete_sample_5I
44779,raw_data_1/instrument/source/probe,"(1,)",|S8,1,concrete_sample_5I
44779,raw_data_1/instrument/source/type,"(1,)",|S21,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/ADD,"(9,)",int32,9,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/CODE,"(198,)",int32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/CRAT,"(198,)",int32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/CRPB,"(32, 1)",|S4,32,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/CSPB,"(64, 1)",|S4,64,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/DAEP,"(64,)",int32,64,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/DELT,"(198,)",float32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/FORM,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/HDR,"(1,)",|S80,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/IRPB,"(32,)",int32,32,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/ISPB,"(64,)",int32,64,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/IVPB,"(64,)",int32,64,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/LEN2,"(198,)",float32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/MDET,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/MODN,"(198,)",int32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/MONP,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/MPOS,"(198,)",int32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NAME,"(1,)",|S8,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NDET,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NFPP,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NMON,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NOTE,"(1,)",|S19,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NPER,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NSEP,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NSP1,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NTC1,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NTLL,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NTNL,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NTRG,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/NUSE,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/PMAP,"(256,)",int32,256,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/PRE1,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/RRPB,"(32,)",float32,32,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/RSPB,"(64,)",float32,64,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/RUN,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/RVPB,"(64,)",float32,64,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/SPB,"(64,)",int32,64,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/SPEC,"(198,)",int32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/TCM1,"(5,)",int32,5,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/TCP1,"(20,)",float32,20,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/TIMR,"(198,)",int32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/TITL,"(1,)",|S80,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/TTHE,"(198,)",float32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/UDET,"(198,)",int32,198,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/ULEN,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/USER,"(1,)",|S160,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER1,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER2,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER3,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER4,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER5,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER6,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER7,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER8,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/isis_vms_compat/VER9,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/measurement/first_run,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/measurement/id,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/measurement/label,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/measurement/subid,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/measurement/type,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/measurement_first_run,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/measurement_id,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/measurement_label,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/measurement_subid,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/measurement_type,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/monitor_1/data,"(1, 1, 9729)",int32,9729,concrete_sample_5I
44779,raw_data_1/monitor_1/monitor_number,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/monitor_1/spectrum_index,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/monitor_2/data,"(1, 1, 9729)",int32,9729,concrete_sample_5I
44779,raw_data_1/monitor_2/monitor_number,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/monitor_2/spectrum_index,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/monitor_events_not_saved,"(1,)",int64,1,concrete_sample_5I
44779,raw_data_1/name,"(1,)",|S7,1,concrete_sample_5I
44779,raw_data_1/notes,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/periods/frames_requested,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/good_frames,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/good_frames_daq,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/highest_used,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/labels,"(1,)",|S8,1,concrete_sample_5I
44779,raw_data_1/periods/number,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/output,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/proton_charge,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/periods/proton_charge_raw,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/periods/raw_frames,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/sequences,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/periods/total_counts,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/periods/type,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/program_name,"(1,)",|S11,1,concrete_sample_5I
44779,raw_data_1/proton_charge,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/proton_charge_raw,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/raw_frames,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/run_cycle,"(1,)",|S4,1,concrete_sample_5I
44779,raw_data_1/run_number,"(1,)",int32,1,concrete_sample_5I
44779,raw_data_1/runlog/count_rate/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/count_rate/value,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/dae_beam_current/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/dae_beam_current/value,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/good_frames/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/good_frames/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/runlog/good_uah_log/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/good_uah_log/value,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/icp_event/time,"(6,)",float32,6,concrete_sample_5I
44779,raw_data_1/runlog/icp_event/value,"(6, 1)",|S65,6,concrete_sample_5I
44779,raw_data_1/runlog/is_running/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/is_running/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/runlog/is_waiting/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/is_waiting/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/runlog/monitor_sum_1/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/monitor_sum_1/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/runlog/np_ratio/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/np_ratio/value,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/period/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/period/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/runlog/raw_frames/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/raw_frames/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/runlog/raw_uah_log/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/raw_uah_log/value,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/run_status/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/run_status/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/runlog/total_counts/time,"(57,)",float32,57,concrete_sample_5I
44779,raw_data_1/runlog/total_counts/value,"(57,)",int32,57,concrete_sample_5I
44779,raw_data_1/sample/distance,"(1,)",float64,1,concrete_sample_5I
44779,raw_data_1/sample/height,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/sample/id,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/sample/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/sample/shape,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/sample/thickness,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/sample/type,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/sample/width,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/script_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/seci_config,"(1,)",|S5,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/BackFoil/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_log/time,"(16,)",float32,16,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_log/value,"(16,)",float32,16,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_log/value_valid,"(16,)",int32,16,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Beam_Current/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/CCR/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/CCR/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/setpoint,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/setpoint_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_log/value,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/value_spread,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/Collimator_Tube/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/setpoint,"(1, 1)",|S3,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value_log/time,"(2,)",float32,2,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value_log/value,"(2, 1)",|S8,2,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/value_log/value_valid,"(2,)",int32,2,concrete_sample_5I
44779,raw_data_1/selog/DAE_timing/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/setpoint,"(1, 1)",|S3,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value,"(1, 1)",|S50,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value_log/alarm_severity,"(1, 1)",|S2,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value_log/alarm_status,"(1, 1)",|S2,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value_log/time,"(9,)",float32,9,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value_log/value,"(9, 1)",|S71,9,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/value_log/value_valid,"(9,)",int32,9,concrete_sample_5I
44779,raw_data_1/selog/EPICS_PUTLOG/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/setpoint,"(1, 1)",|S3,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value,"(1, 1)",|S5,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value_log/time,"(3,)",float32,3,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value_log/value,"(3, 1)",|S5,3,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/value_log/value_valid,"(3,)",int32,3,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerDownstream/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/read_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/set_control,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/setpoint,"(1, 1)",|S3,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value,"(1, 1)",|S5,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value_log/alarm_severity,"(1, 1)",|S4,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value_log/alarm_status,"(1, 1)",|S8,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value_log/alarm_time,"(1,)",float32,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value_log/name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value_log/time,"(3,)",float32,3,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value_log/value,"(3, 1)",|S5,3,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/value_log/value_valid,"(3,)",int32,3,concrete_sample_5I
44779,raw_data_1/selog/FoilChangerUpstream/vi_name,"(1,)",|S1,1,concrete_sample_5I
44779,raw_data_1/selog/ForwardFoilLeft/read_control,"(1,)",|S1,1,concrete_sample_5I
