curve,observable,ensemble_group,individual_MI_delay_samples,individual_MI_delay_coordinate,selection_method,common_delay_coordinate,applied_delay_samples,applied_delay_coordinate,relative_feedback_rms,roughness_ratio,variance_ratio,correlation_original_controlled
1,transmission_proxy,transmission_proxy_samples,22,0.08675015752338977,first local minimum,0.10261204004501145,26,0.10252291343673336,0.015825526967345543,0.909362571767885,0.9831500779541413,0.9991292730153026
2,transmission_proxy,transmission_proxy_samples,36,0.14209877841054208,first local minimum,0.10261204004501145,26,0.10262689551872484,0.015843412203853473,0.9055666815372174,0.9796692216222053,0.9988738496822187
3M,transmission_proxy,transmission_proxy_samples,38,0.14999315498890553,first local minimum,0.10261204004501145,26,0.10262689551872484,0.01723110620037607,0.9045947953027395,0.9785528171721248,0.9988354302295316
4M,transmission_proxy,transmission_proxy_samples,22,0.08682557234577892,first local minimum,0.10261204004501145,26,0.10261204004501145,0.014429725069739042,0.9078529718732335,0.9800603302542258,0.9988566022948583
5I,transmission_proxy,transmission_proxy_samples,20,0.07892091141688873,first local minimum,0.10261204004501145,26,0.10259718484195535,0.01488852678846184,0.9066700437130086,0.9742426777253421,0.998541888014917
6I,transmission_proxy,transmission_proxy_samples,30,0.11839850774424399,first local minimum,0.10261204004501145,26,0.10261204004501145,0.014620778273282467,0.9066500777026228,0.9820003404454242,0.9989908326896085
