observable,embedding_dimension,n,LLE_median,LLE_trimmed_mean,LLE_MAD,KS_proxy_median,KY_median,positive_count_median
transmission_proxy,2,6,291.1383004632055,287.55593252118393,12.989753385502393,291.1383004632055,2.0,1.0
transmission_proxy,3,6,160.68580592620305,159.0001820710457,6.001327772832559,184.18131431657187,3.0,2.0
transmission_proxy,4,6,120.58647763041463,121.66860892907839,9.940600832977623,159.99954157143247,3.609576543215606,2.0
transmission_proxy,5,6,97.06111758655159,98.91563173714326,2.514818890273342,146.89023313997552,4.495688170749654,3.0
transmission_proxy,6,6,104.03896225755761,105.97021871630727,8.655911800802604,181.88934516150778,5.457885343900889,3.0
transmission_proxy,7,6,99.40782317797024,95.4186726432685,12.941517538804206,170.0963594971298,6.232890459090864,3.0
transmission_proxy,8,6,89.54714874840873,87.61584604219131,6.1162127854956605,166.19507151349006,7.233357359758873,4.0
transmission_proxy,9,6,85.4197727666367,85.28736816241893,12.341111209925291,171.24915845982787,8.16678254710284,4.0
transmission_proxy,10,6,74.19886962012448,75.75005956715638,4.217274149022895,166.04947839335523,8.92406024981426,5.0
