curve,observable,ensemble_group,embedding_dimension,nn_distance_entropy_raw_bits,nn_distance_entropy_theiler_bits,nn_distance_entropy_theiler2_bits,theiler_sensitivity_bits,theiler_window,nearest_distance_mean_theiler,nearest_distance_cv_theiler,adjacent_neighbor_fraction_raw,n_points,raw_quality_status
rxn_39_89_4,cross_section_barn,reaction_cross_sections,4,2.238165076053907,2.203574430927125,2.1630338903865844,0.04054054054054035,4,49.90075347143441,2.064707396759715,0.9932432432432432,148,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,5,2.266948581617561,2.2227973911708054,2.1945657675771373,0.028231623593668154,5,69.70734330606085,2.0522596920050318,1.0,147,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,6,2.3253086047416716,2.3073195541767735,2.2147868486676847,0.09253270550908876,6,90.57305111738923,2.039182901216919,1.0,146,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,7,2.3050673838936726,2.3198431982916823,2.2499385335551167,0.06990466473656554,7,112.02572923239528,2.020094609494513,1.0,145,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,8,2.3280205065805433,2.341159221003034,2.2483308743598713,0.09282834664316253,8,133.7646096548689,1.998260737991039,1.0,144,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,9,2.3773860641783933,2.354037439854649,2.255379921510865,0.09865751834378411,9,156.01088250618545,1.9777135395486118,1.0,143,sampling_geometry_dominated
rxn_39_89_4,cross_section_barn,reaction_cross_sections,10,2.3763944406863144,2.395236510493162,2.2819003078138747,0.11333620267928746,10,178.49972016768172,1.9588830798548926,1.0,142,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,2,1.888361910928585,2.0770582798902946,1.7412747452310522,0.3357835346592424,2,2.7878831812303027,2.2750933048565822,0.5275590551181102,127,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,3,2.1637064902469287,1.9834000642401128,1.8206053795940849,0.16279468464602798,3,5.663533595024503,2.267237306597346,0.6349206349206349,126,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,4,2.238353628946464,1.9443644849695096,1.857817244387701,0.08654724058180863,4,9.205741459800548,2.292584053077297,0.68,125,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,5,2.3202055730563376,1.972127329144959,1.9230608530281288,0.04906647611683024,5,13.21650004610583,2.2946620646890663,0.7338709677419355,124,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,6,2.3996605032121834,1.9809959795695598,1.999492067856211,0.01849608828665117,6,17.55514979771095,2.291564102109767,0.7723577235772358,123,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,7,2.5975348981427167,2.003727805938518,2.1115823530631443,0.10785454712462617,7,21.85367217607148,2.26834552605117,0.8032786885245902,122,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,8,2.5624070375646077,2.006960135158814,2.2340757749275797,0.22711563976876548,8,25.973842730526883,2.241471643642426,0.8181818181818182,121,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,9,2.566237689110751,2.0699740752745,2.251488262530672,0.18151418725617186,9,29.655157135717563,2.211920650695727,0.825,120,sampling_geometry_dominated
rxn_39_89_606,cross_section_barn,reaction_cross_sections,10,2.493416311832952,2.135926968551376,2.3039185940279037,0.16799162547652768,10,32.85105558302305,2.1795618687914673,0.865546218487395,119,sampling_geometry_dominated
rxn_39_89_626,cross_section_barn,reaction_cross_sections,2,3.7534440008261103,3.3755944827303037,3.575330964240691,0.19973648151038725,2,0.2689105015336563,1.6778989907787556,0.4491525423728814,118,valid
rxn_39_89_626,cross_section_barn,reaction_cross_sections,3,3.905009194569228,3.8044547449144552,4.234846999958582,0.4303922550441266,3,0.5069234601721373,1.4107997080316486,0.46153846153846156,117,valid
rxn_39_89_626,cross_section_barn,reaction_cross_sections,4,4.101166771491185,4.341506312017131,4.334218612977589,0.007287699039542517,4,0.7716343414280376,1.2561669191253397,0.5862068965517241,116,sampling_geometry_dominated
rxn_39_89_626,cross_section_barn,reaction_cross_sections,5,4.380522461352365,4.562573935754363,4.292395676114508,0.270178259639855,5,1.056594411366081,1.2190738565927715,0.6608695652173913,115,sampling_geometry_dominated
rxn_39_89_626,cross_section_barn,reaction_cross_sections,6,4.547972437507312,4.298562187160541,4.266267540770195,0.03229464639034596,6,1.4217004287149753,1.183196646450634,0.7192982456140351,114,sampling_geometry_dominated
rxn_39_89_626,cross_section_barn,reaction_cross_sections,7,4.600708335578771,4.364303348092217,4.166108676817903,0.19819467127431345,7,1.834128767558171,1.1611078317952968,0.7787610619469026,113,sampling_geometry_dominated
rxn_39_89_626,cross_section_barn,reaction_cross_sections,8,4.601081897834279,4.497847513355312,4.318993206081319,0.1788543072739932,8,2.2482917335059054,1.1458281844858942,0.7767857142857143,112,sampling_geometry_dominated
rxn_39_89_626,cross_section_barn,reaction_cross_sections,9,4.835164282498106,4.665761137183495,4.513021424557483,0.15273971262601194,9,2.6617296950131832,1.1262644420728924,0.8198198198198198,111,sampling_geometry_dominated
rxn_39_89_626,cross_section_barn,reaction_cross_sections,10,4.768486051276832,4.521230562290991,4.332130431660983,0.18910013063000797,10,3.099462572636659,1.1186128403756948,0.8454545454545455,110,sampling_geometry_dominated
