embedding_dimension,theiler_entropy_median,raw_entropy_median,adjacent_fraction_median,n
2,2.7219691714307057,2.600662811865991,0.8229166666666666,61
3,2.759644005258026,2.611332933698165,0.9607843137254902,61
4,2.8511810405564004,2.6717134715134296,0.9764705882352941,61
5,2.846340141094528,2.7096219587844446,0.9878246753246753,60
6,2.881275266037954,2.750185469957992,0.9899507587177168,56
7,2.9329676996003506,2.7946992034214158,0.992,53
8,3.0120533268719285,2.8656989538393374,1.0,52
9,3.1339844494496365,2.9786952237947864,1.0,50
10,3.233165187145359,3.0416473746688673,1.0,48
