curve,observable,ensemble_group,lag_samples,lag_coordinate,mutual_information
rxn_11_23_5,cross_section_barn,reaction_cross_sections,1,0.040109585225010846,2.1245562700097596
rxn_11_23_5,cross_section_barn,reaction_cross_sections,2,0.08021917045002169,1.7135603184727197
rxn_11_23_5,cross_section_barn,reaction_cross_sections,3,0.12032875567503254,1.4503511196709498
rxn_11_23_5,cross_section_barn,reaction_cross_sections,4,0.16043834090004339,1.3038479033540975
rxn_11_23_5,cross_section_barn,reaction_cross_sections,5,0.20054792612505423,1.199958159365106
rxn_11_23_5,cross_section_barn,reaction_cross_sections,6,0.24065751135006508,1.1286598614539782
rxn_11_23_5,cross_section_barn,reaction_cross_sections,7,0.2807670965750759,1.0618397164204607
rxn_11_23_5,cross_section_barn,reaction_cross_sections,8,0.32087668180008677,1.020195903613757
rxn_11_23_5,cross_section_barn,reaction_cross_sections,9,0.3609862670250976,0.9899941986075556
rxn_11_23_5,cross_section_barn,reaction_cross_sections,10,0.40109585225010846,0.9508215375420508
rxn_11_23_5,cross_section_barn,reaction_cross_sections,11,0.4412054374751193,0.9557328711830073
rxn_11_23_5,cross_section_barn,reaction_cross_sections,12,0.48131502270013016,0.948156457874199
rxn_11_23_5,cross_section_barn,reaction_cross_sections,13,0.521424607925141,0.984868028847746
rxn_11_23_5,cross_section_barn,reaction_cross_sections,14,0.5615341931501519,1.0245226436620563
rxn_18_36_5,cross_section_barn,reaction_cross_sections,1,0.060900199615495865,2.609807203017854
rxn_18_36_5,cross_section_barn,reaction_cross_sections,2,0.12180039923099173,2.1442347772149803
rxn_18_36_5,cross_section_barn,reaction_cross_sections,3,0.1827005988464876,1.8413654181389574
rxn_18_36_5,cross_section_barn,reaction_cross_sections,4,0.24360079846198346,1.6118005095408436
rxn_18_36_5,cross_section_barn,reaction_cross_sections,5,0.3045009980774793,1.4237764522848373
rxn_18_36_5,cross_section_barn,reaction_cross_sections,6,0.3654011976929752,1.2843834757573964
rxn_18_36_5,cross_section_barn,reaction_cross_sections,7,0.42630139730847105,1.1659923620130135
rxn_18_36_5,cross_section_barn,reaction_cross_sections,8,0.4872015969239669,1.1261141690380079
rxn_18_36_5,cross_section_barn,reaction_cross_sections,9,0.5481017965394628,1.095283190768903
rxn_18_36_5,cross_section_barn,reaction_cross_sections,10,0.6090019961549586,1.0272346848256344
rxn_18_36_5,cross_section_barn,reaction_cross_sections,11,0.6699021957704545,0.9355268899030704
rxn_18_36_5,cross_section_barn,reaction_cross_sections,12,0.7308023953859504,0.8804576275439384
rxn_18_36_5,cross_section_barn,reaction_cross_sections,13,0.7917025950014462,0.8193586654456051
rxn_18_36_5,cross_section_barn,reaction_cross_sections,14,0.8526027946169421,0.7381803295897273
rxn_18_36_5,cross_section_barn,reaction_cross_sections,15,0.913502994232438,0.7052837879753091
rxn_18_36_5,cross_section_barn,reaction_cross_sections,16,0.9744031938479338,0.6685232419633067
rxn_18_36_5,cross_section_barn,reaction_cross_sections,17,1.0353033934634297,0.63515227992144
rxn_18_36_5,cross_section_barn,reaction_cross_sections,18,1.0962035930789256,0.6295015846431493
rxn_24_50_201,cross_section_barn,reaction_cross_sections,1,0.03253927119897071,2.4751345016015294
rxn_24_50_201,cross_section_barn,reaction_cross_sections,2,0.06507854239794142,2.1460339476241295
rxn_24_50_201,cross_section_barn,reaction_cross_sections,3,0.09761781359691213,1.9187322162091638
rxn_24_50_201,cross_section_barn,reaction_cross_sections,4,0.13015708479588284,1.8547762145488569
rxn_24_50_201,cross_section_barn,reaction_cross_sections,5,0.16269635599485355,1.792366388449255
rxn_24_50_201,cross_section_barn,reaction_cross_sections,6,0.19523562719382426,1.75934454878678
rxn_24_50_201,cross_section_barn,reaction_cross_sections,7,0.22777489839279497,1.7482750957420337
rxn_24_50_201,cross_section_barn,reaction_cross_sections,8,0.2603141695917657,1.796398730928001
rxn_24_50_201,cross_section_barn,reaction_cross_sections,9,0.2928534407907364,1.8590501363062242
rxn_24_50_201,cross_section_barn,reaction_cross_sections,10,0.3253927119897071,1.9066651004194488
rxn_24_50_201,cross_section_barn,reaction_cross_sections,11,0.3579319831886778,1.8911427405515364
rxn_24_50_201,cross_section_barn,reaction_cross_sections,12,0.3904712543876485,1.7679840311464716
rxn_24_50_201,cross_section_barn,reaction_cross_sections,13,0.4230105255866192,1.6649891756930293
rxn_24_50_201,cross_section_barn,reaction_cross_sections,14,0.45554979678558993,1.6234890000481128
rxn_24_50_201,cross_section_barn,reaction_cross_sections,15,0.48808906798456064,1.5572358063523823
rxn_24_50_201,cross_section_barn,reaction_cross_sections,16,0.5206283391835314,1.5603488840119206
rxn_24_50_201,cross_section_barn,reaction_cross_sections,17,0.5531676103825021,1.5666686756045656
