curve,observable,ensemble_group,embedding_dimension,n_points_used,steps_used,coordinate_step,threshold_trimmed,quality_status,Exp1,Exp2,LLE,sum_exponents,positive_count,KS_entropy_proxy,Kaplan_Yorke_dim,Exp3,Exp4,Exp5,Exp6,Exp7,Exp8,Exp9,Exp10
rxn_45_103_800,cross_section_barn,reaction_cross_sections,5,178,176,0.012956600593440726,True,valid,31.987756756823668,5.871856811244915,31.987756756823668,-44.55057190254334,2,37.85961356806858,4.1514909939556555,-6.247814542202255,-23.657834635703324,-52.50453629270634,,,,,
rxn_45_103_800,cross_section_barn,reaction_cross_sections,6,177,175,0.012956600593440726,True,valid,36.30536903387175,15.392781665561689,36.30536903387175,-46.575776810200715,3,54.33053229316111,5.163379004645489,2.6323815937276716,-17.99596605103497,-27.23904497491629,-55.67129807741057,,,,
rxn_45_103_800,cross_section_barn,reaction_cross_sections,7,176,174,0.012956600593440726,True,valid,28.67627026777947,8.745283655368262,28.67627026777947,-71.87139928177156,3,42.73670731190721,5.596512658069158,5.315153388759487,-5.377961662163613,-20.119727125813682,-28.899669253842863,-60.21074855185861,,,
rxn_45_103_800,cross_section_barn,reaction_cross_sections,8,175,173,0.012956600593440726,True,valid,28.381416398540566,15.074711310141666,28.381416398540566,-50.16746140557332,3,52.55249066451306,6.63724758056589,9.09636295583083,-1.380458340286424,-15.049382119102805,-18.770181436184373,-27.230340762579992,-40.28958941193279,,
rxn_45_103_800,cross_section_barn,reaction_cross_sections,9,174,172,0.012956600593440726,True,valid,27.546571142172255,20.289000203272664,27.546571142172255,-68.27418845754218,3,60.67328664927258,7.516133839591346,12.837715303827668,-3.1915417882116235,-7.805493209611315,-14.609872167366442,-20.894685501871187,-27.457401346581115,-54.98848109317307,
rxn_45_103_800,cross_section_barn,reaction_cross_sections,10,173,171,0.012956600593440726,True,valid,30.83947861006255,19.307785525257835,30.83947861006255,-59.5376405342928,3,63.96547519796215,8.430529524157905,13.818211062641764,-1.8219850040417132,-4.667646652971483,-11.152161184771714,-15.897859687002454,-18.495684497374466,-27.71038338226559,-43.757395323827524
rxn_45_103_820,cross_section_barn,reaction_cross_sections,2,175,173,0.012484583184786402,True,valid,36.11920379990288,-16.589908495232525,36.11920379990288,19.529295304670352,1,36.11920379990288,2.0,,,,,,,,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,3,174,172,0.012484583184786402,True,valid,33.576846460497556,-9.113826539468624,33.576846460497556,-31.10595124125758,1,33.576846460497556,2.44022805190302,-55.56897116228651,,,,,,,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,4,173,171,0.012484583184786402,True,valid,28.810899237738496,2.522336157055039,28.810899237738496,-34.37240091256635,2,31.333235394793537,3.260053298527831,-19.253100139308017,-46.452536168051864,,,,,,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,5,172,170,0.012484583184786402,True,valid,27.322919372507595,11.03310256177356,27.322919372507595,-42.583520749552086,2,38.35602193428116,4.255297406996922,-2.44145134232297,-21.316175836381433,-57.18191550512884,,,,,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,6,171,169,0.012484583184786402,True,valid,29.59589834767933,16.63794057721447,29.59589834767933,-73.97865216278453,2,46.2338389248938,4.9562228203691765,-2.818880886620559,-16.186682150256,-28.47482334452554,-72.73210470627623,,,,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,7,170,168,0.012484583184786402,True,valid,30.916474098054564,19.152888187479437,30.916474098054564,-72.01227566975255,3,53.48292178778435,5.640811878965101,3.4135595022503527,-11.890356793310625,-19.710460026846107,-34.14747086612401,-59.74690977125616,,,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,8,169,167,0.012484583184786402,True,valid,29.90448493461804,23.32243514515736,29.90448493461804,-59.215846184523755,3,58.7216009336217,6.571265771028982,5.4946808538463054,-7.615648143838256,-12.619205431655077,-20.088883380351383,-32.205437312719766,-45.40827284958099,,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,9,168,166,0.012484583184786402,True,valid,32.00080358259022,20.97903175654475,32.00080358259022,-49.64332891067643,3,63.60627572605167,7.784673089622289,10.626440386916698,-1.7902084174853035,-4.912584194425014,-13.510824739689896,-21.254092635043918,-28.213744082982878,-43.56815056710109,
rxn_45_103_820,cross_section_barn,reaction_cross_sections,10,167,165,0.012484583184786402,True,valid,33.508051896082144,26.789698165804836,33.508051896082144,-62.01105985765784,3,75.20632936199699,8.64213048851648,14.908579300110011,-1.8446938220364206,-7.968384006892499,-10.211937445184077,-15.620375505963725,-20.428776976420945,-29.79481888439825,-51.34840257875892
rxn_45_103_849,cross_section_barn,reaction_cross_sections,2,179,177,0.01847922241222122,True,valid,19.55744530067507,-8.977490390084357,19.55744530067507,10.579954910590713,1,19.55744530067507,2.0,,,,,,,,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,3,178,176,0.01847922241222122,True,valid,24.436395063988765,-6.547246723191216,24.436395063988765,-40.490739270927435,1,24.436395063988765,2.306426563541455,-58.37988761172498,,,,,,,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,4,177,175,0.01847922241222122,True,valid,16.464823884878587,-3.785926766790634,16.464823884878587,-63.48573381694695,1,16.464823884878587,2.6101182165038206,-20.781049926261215,-55.38358100877368,,,,,,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,5,176,174,0.01847922241222122,True,valid,32.63714545444274,-1.2934075658960957,32.63714545444274,-70.55620065922571,1,32.63714545444274,3.7412943646035246,-12.697770070957835,-25.153257205132963,-64.04891127168155,,,,,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,6,175,173,0.01847922241222122,True,valid,42.10550683674399,1.430155973285095,42.10550683674399,-55.323494211638604,2,43.53566281002909,5.087386168628624,-6.785638575771628,-12.237027933228875,-19.215565966186634,-60.62092454648055,,,,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,7,174,172,0.01847922241222122,True,valid,20.27483640859317,3.852947837244596,20.27483640859317,-62.376862030628146,2,24.127784245837766,5.165249310077146,-4.691757958582841,-6.378844582081741,-9.513036797146453,-21.44725993937277,-44.473746999282106,,,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,8,173,171,0.01847922241222122,True,valid,19.962170029219152,3.9324903145316052,19.962170029219152,-52.92474117115596,2,23.894660343750758,5.751524727048228,-1.2185159277703186,-5.536126923782639,-7.72314606195071,-12.530354745921796,-17.5089114021261,-32.30234645335514,,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,9,172,170,0.01847922241222122,True,valid,19.04777559962999,7.97201172844027,19.04777559962999,-43.35730089935031,3,29.627318561388343,7.317558549813702,2.6075312333180856,-1.734584021282961,-6.433555456076414,-6.130010007467757,-10.700529457552477,-14.575704611712839,-33.41023590664621,
rxn_45_103_849,cross_section_barn,reaction_cross_sections,10,171,169,0.01847922241222122,True,valid,15.9060635516815,8.831368224146322,15.9060635516815,-56.1515005570803,3,24.83016482465352,6.969330524812152,0.09273304882569473,-3.3202915469186514,-4.996627003140397,-7.840169018246884,-8.947492144671074,-10.369862057573128,-13.647934665685236,-31.85928894549843
rxn_48_114_5,cross_section_barn,reaction_cross_sections,2,87,85,0.060900199615495865,False,valid,4.024793588689193,-7.696063431945858,4.024793588689193,-3.671269843256665,1,4.024793588689193,1.5229678294986517,,,,,,,,
rxn_48_114_5,cross_section_barn,reaction_cross_sections,3,86,84,0.060900199615495865,False,valid,2.4379592211357672,-0.7431176677416594,2.4379592211357672,-6.842457345948562,1,2.4379592211357672,2.1985219884388028,-8.53729889934267,,,,,,,
